time,y
0,-3.5446501
0.2,0.78341005
0.4,6.6414016
0.6,11.753965
0.8,12.165178
1,7.5975606
1.2,10.96076
1.4,13.101048
1.6,7.5835157
1.8,9.9577471
2,13.93138
2.2,7.848673
2.4,8.8665498
2.6,14.414817
2.8,8.5018989
3,7.779119
3.2,14.249469
3.4,9.6675923
3.6,6.8051615
3.8,13.215444
4,11.448305
4.2,6.0920593
4.4,11.345607
4.6,13.763693
4.8,5.8879342
5,8.9714047
5.2,15.825485
5.4,6.6519168
5.6,6.5795163
5.8,15.62679
6,9.12093
6.2,4.6550861
6.4,11.838202
6.6,14.14146
6.8,3.9540291
7,6.5100475
7.2,17.95613
7.4,6.9209033
7.6,2.5241709
7.8,8.5292877
8,18.98659
8.2,3.5149258
8.4,0.24455663
8.6,0.67147223
8.8,4.5567542
9,21.73985
9.2,0.22876093
9.4,-3.3642403
9.6,-7.2120744
9.8,-5.2272143
10,-3.022559
10.2,-6.2425768
10.4,-6.5941683
10.6,-2.7279707
10.8,-4.712088
11,-7.9904229
11.2,-3.1012649
11.4,-3.1082083
11.6,-7.9351771
11.8,-4.8956551
12,-1.9172159
12.2,-5.0594538
12.4,-8.2842654
12.6,-2.007349
12.8,-1.7313
13,-6.6940555
13.2,-7.1172358
13.4,-0.97558143
13.6,-1.1248931
13.8,-6.3035245
14,-26.982416
14.2,-3.9240396
14.4,-1.6389879
14.6,-4.0076231
14.8,-0.093463919
15,-0.59317403
15.2,-2.9097604
15.4,-2.4061376
15.6,0.2512403
15.8,-1.1794154
16,-4.5097217
16.2,0.46937096
16.4,0.12336417
16.6,-0.7716977
16.8,-4.1685506
17,0.17065029
17.2,2.1624161
17.4,6.4536802
17.6,18.815242
17.8,6.2154391
18,1.4251765
18.2,5.0737981
18.4,20.518754
18.6,6.4380145
18.8,2.3720537
19,8.4025369
19.2,14.400853
19.4,1.0897487
19.6,0.10895409
19.8,0.60145414
20,4.1569584
20.2,21.661147
20.4,0.47577982
20.6,-3.3310736
20.8,-7.0725464
21,-5.3686463
21.2,-3.0968532
21.4,-6.1676121
21.6,-6.6165283
21.8,-2.8459562
22,-4.7857393
22.2,-7.8703486
22.4,-3.1733408
22.6,-3.31517
22.8,-7.9749849
23,-4.6770153
23.2,-2.1583392
23.4,-5.6751993
23.6,-7.63062
23.8,-1.9065872
24,-2.476742
24.2,-8.2913122
24.4,-5.1665715
24.6,-0.64082367
24.8,-1.3024496
25,-6.6689563
25.2,-7.6801695
25.4,-3.3807236
25.6,-9.8439344
25.8,-20.538964
26,-4.0966137
26.2,-2.6665155
26.4,-11.197822
26.6,-20.120004
26.8,-2.0535276
27,-0.59225678
27.2,-2.7415718
27.4,-3.3475859
27.6,1.690322
27.8,3.6796757
28,14.213562
28.2,12.14037
28.4,1.3295077
28.6,0.36030167
28.8,1.954894
29,13.284819
29.2,13.93122
29.4,4.7487158
29.6,9.9596218
29.8,10.558904
30,3.8015771
30.2,7.4344363
30.4,13.493819
30.6,4.0616036
30.8,4.9056638
31,13.384137
31.2,6.3658595
31.4,2.8873455
31.6,8.7201275
31.8,13.18071
32,2.1982997
32.2,3.4123753
32.4,13.123173
32.6,7.2597664
32.8,0.5701207
33,1.1691559
33.2,6.5524787
33.4,18.699275
33.6,0.099391478
33.8,-2.56166
34,-7.4513525
34.2,-5.6755419
34.4,-1.6660577
34.6,-3.924895
