time,z
0,5.0750159
0.2,46.179372
0.4,26.063024
0.6,23.980163
0.8,30.878896
1,25.816604
1.2,23.006934
1.4,30.692957
1.6,26.80884
1.8,22.349623
2,29.872053
2.2,28.049973
2.4,22.037871
2.6,28.27511
2.8,29.527063
3,22.160192
3.2,25.975384
3.4,31.142366
3.6,22.796033
3.8,23.364677
4,32.552403
4.2,24.032105
4.4,21.080892
4.6,32.850389
4.8,25.988788
5,19.750977
5.2,30.466424
5.4,28.841742
5.6,19.778871
5.8,24.791839
6,32.646232
6.2,21.395877
6.4,18.859728
6.6,35.312434
6.8,24.996448
7,16.683702
7.2,26.772777
7.4,31.891895
7.6,19.178258
7.8,13.904124
8,34.972825
8.2,27.871624
8.4,16.234445
8.6,9.5386028
8.8,6.1886223
9,26.888717
9.2,32.097602
9.4,21.073553
9.6,26.534683
9.8,31.231701
10,21.668644
10.2,22.356472
10.4,33.619905
10.6,23.509091
10.8,19.12539
11,33.486844
11.2,26.705499
11.4,18.173227
11.6,26.524436
11.8,31.847832
12,19.937416
12.2,17.106289
12.4,36.584931
12.6,25.036612
12.8,15.374583
13,17.87025
13.2,37.458964
13.4,21.86255
13.6,12.840516
13.8,8.3128164
14,27.914714
14.2,31.687024
14.4,19.654502
14.6,23.282662
14.8,33.663473
15,21.711104
15.2,17.236325
15.4,34.932428
15.6,26.530046
15.8,16.569535
16,19.701611
16.2,36.229892
16.4,21.545888
16.6,12.895089
16.8,12.974925
17,40.811366
17.2,23.606474
17.4,15.477015
17.6,27.556114
17.8,31.568634
18,18.552664
18.2,11.763553
18.4,24.568144
18.6,33.189293
18.8,19.1198
19,14.207378
19.2,35.936108
19.4,27.207
19.6,15.876541
19.8,9.3266271
20,5.9608544
20.2,24.350118
20.4,33.013921
20.6,21.432558
20.8,26.183657
21,31.362958
21.2,22.008619
21.4,22.438654
21.6,33.436817
21.8,23.73537
22,19.514378
22.2,33.295556
22.4,26.644185
22.6,18.501291
22.8,27.503611
23,31.182951
23.2,19.833031
23.4,18.631952
23.6,36.221105
23.8,23.940518
24,15.423153
24.2,24.468983
24.4,33.295439
24.6,19.458212
24.8,11.741806
25,14.862986
25.2,39.327389
25.4,22.194987
25.6,15.766363
25.8,32.756608
26,28.615231
26.2,17.060846
26.4,13.008916
26.6,37.629923
26.8,26.658155
27,15.65863
27.2,11.547368
27.4,37.503065
27.6,27.308803
27.8,16.417946
28,17.15312
28.2,37.887256
28.4,22.670669
28.6,13.292157
28.8,7.9068974
29,9.4402343
29.2,43.268599
29.4,24.292991
29.6,20.593843
29.8,33.280592
30,25.942573
30.2,19.126557
30.4,30.004974
30.6,29.39292
30.8,19.493511
31,22.685095
31.2,34.030219
31.4,21.906949
31.6,16.831743
31.8,34.405141
32,27.145313
32.2,16.716195
32.4,17.702046
32.6,37.506808
32.8,22.548865
33,13.289253
33.2,9.1988069
33.4,34.877611
33.6,29.041202
33.8,18.279982
34,23.685903
34.2,33.603656
34.4,20.825351
34.6,15.433401
34.8,34.52677
35,27.627176
35.2,16.37895
35.4,11.977478
35.6,36.821358
35.8,27.504436
36,16.327635
36.2,14.807285
36.4,39.088554
36.6,24.137172
36.8,14.18091
37,9.7098862
37.2,33.964579
37.4,29.290598
37.6,18.057619
37.8,21.711284
38,34.862172
38.2,21.409021
38.4,14.37195
38.6,29.559086
38.8,30.612802
39,17.795369
39.2,10.512224
39.4,8.484414
39.6,41.676077
39.8,26.575495
40,18.713337
40.2,30.098395
40.4,29.4847
40.6,19.162593
40.8,21.409386
41,34.880724
41.2,22.186513
41.4,15.713218
41.6,32.055386
41.8,29.032489
42,17.282169
42.2,12.827323
42.4,36.834172
42.6,27.198724
42.8,15.955912
43,11.676919
43.2,37.105651
43.4,27.46309
43.6,16.422989
43.8,16.260828
44,38.412542
44.2,23.189321
44.4,13.583257
44.6,8.0233186
44.8,7.1834145
45,43.784747
45.2,26.277042
45.4,20.49954
45.6,31.758051
45.8,27.503376
46,19.832136
46.2,27.844915
46.4,30.646995
46.6,20.571716
46.8,21.975844
47,34.209542
47.2,22.868826
47.4,17.683291
47.6,33.685398
47.8,27.297999
48,17.353578
48.2,21.212164
48.4,35.222138
48.6,21.292969
48.8,13.572482
49,24.472884
49.2,33.292527
49.4,19.12208
49.6,11.570631
49.8,15.90518
50,38.485992
50.2,21.724818
50.4,15.747663
50.6,33.700117
50.8,28.04719
51,16.730009
51.2,13.02226
51.4,38.205086
51.6,26.284067
51.8,15.483586
52,12.026083
52.2,38.901561
52.4,26.336547
52.6,15.864831
52.8,16.990715
53,38.036466
53.2,22.494358
53.4,13.190508
53.6,8.073187
53.8,17.483731
54,36.626057
54.2,21.488883
54.4,21.447382
54.6,34.316114
54.8,23.542252
55,17.946589
55.2,32.897117
55.4,27.773851
55.6,17.811762
55.8,21.704965
56,34.87533
56.2,21.328399
56.4,14.181728
56.6,28.853281
56.8,30.99334
57,17.971677
57.2,10.54706
57.4,6.3364425
57.6,11.363781
57.8,40.831598
58,23.437358
58.2,22.776308
58.4,32.833304
58.6,24.373412
58.8,20.571926
59,32.648448
59.2,26.578295
59.4,19.532515
59.6,29.276606
59.8,29.765073
60,19.974343
60.2,22.899889
60.4,33.797443
60.6,22.133823
60.8,17.626056
61,34.603605
61.2,26.590234
61.4,16.874215
61.6,21.445629
61.8,35.098732
62,20.987842
62.2,13.105744
62.4,21.597339
62.6,34.892211
62.8,19.922198
63,12.644921
63.2,24.857349
63.4,33.069944
63.6,18.988432
63.8,12.55799
64,29.806476
64.2,30.676128
64.4,17.77258
64.6,12.00066
64.8,31.97933
65,29.753633
65.2,17.388098
65.4,13.347909
65.6,37.646376
65.8,26.494331
66,15.517754
66.2,10.556192
66.4,33.199404
66.6,29.451283
66.8,17.705395
67,18.525362
67.2,36.88908
67.4,22.61256
67.6,13.705905
67.8,15.862217
68,38.804424
68.2,22.231093
68.4,13.89252
68.6,22.355164
68.8,34.49717
69,19.784415
69.2,11.868224
69.4,13.829774
69.6,40.167364
69.8,22.72708
70,15.907871
70.2,31.882519
70.4,29.093824
70.6,17.379738
70.8,13.313274
71,37.534469
71.2,26.580194
71.4,15.565126
71.6,10.575731
71.8,33.092713
72,29.491515
72.2,17.713887
72.4,18.41776
72.6,36.952157
72.8,22.671939
73,13.718706
73.2,15.509457
73.4,39.061001
73.6,22.415323
73.8,14.02076
74,22.486838
74.2,34.426212
74.4,19.763695
74.6,11.779577
74.8,12.041104
75,41.488577
75.2,23.775905
75.4,16.532809
75.6,31.05492
75.8,29.436577
76,17.831304
76.2,15.06624
76.4,38.140994
76.6,25.042523
76.8,14.660855
77,8.7008351
77.2,9.1211737
77.4,43.551086
77.6,24.731623
77.8,19.772082
78,32.996174
78.2,26.800931
78.4,18.786271
78.6,27.717316
78.8,30.989228
79,19.937463
79.2,19.508489
79.4,35.773624
79.6,23.535158
79.8,15.744647
80,27.967702
80.2,31.312107
80.4,18.511549
80.6,12.289908
80.8,30.0499
81,30.587793
81.2,17.757618
81.4,12.568634
81.6,34.911121
81.8,28.282263
82,16.543644
82.2,11.944853
82.4,36.330316
82.6,27.760738
82.8,16.451537
83,14.638989
83.2,39.074165
83.4,24.353861
83.6,14.301775
83.8,9.7101421
84,33.254689
84.2,29.561998
84.4,18.154149
84.6,21.391792
84.8,35.054104
85,21.579558
85.2,14.396567
85.4,28.981857
85.6,30.906971
85.8,17.95721
86,10.599025
86.2,8.2575234
86.4,40.82587
86.6,27.05383
86.8,18.828617
87,29.527653
87.2,29.83316
87.4,19.398093
87.6,21.143314
87.8,34.996998
88,22.437293
88.2,15.863698
88.4,31.799912
88.6,29.144609
88.8,17.400579
89,13.242367
89.2,37.389715
89.4,26.703368
89.6,15.637563
89.8,10.695516
90,33.590522
90.2,29.268379
90.4,17.57018
90.6,18.174126
90.8,37.1191
91,22.720669
91.2,13.647571
91.4,13.919699
91.6,40.157938
91.8,23.309645
92,14.717864
92.2,23.719598
92.4,33.731302
92.6,19.512388
92.8,11.447829
93,6.801767
93.2,8.358835
93.4,44.051844
93.6,24.739286
93.8,21.66581
94,32.69677
94.2,25.72699
94.4,20.195863
94.6,31.066891
94.8,28.189513
95,19.911499
95.2,26.52408
95.4,31.499164
95.6,20.984313
95.8,20.73632
96,34.766865
96.2,23.676951
96.4,17.276224
96.6,31.872571
96.8,28.719968
97,17.872458
97.2,18.317051
97.4,36.965784
97.6,22.852823
97.8,13.887542
98,16.369235
98.2,38.449544
98.4,22.042123
98.6,13.620505
98.8,20.540704
99,35.579244
99.2,20.326022
99.4,12.488403
99.6,19.407036
99.8,36.179764
100,20.559829
100.2,13.867016
100.4,30.851146
100.6,30.02535
100.8,17.416186
101,10.232941
101.2,6.6107075
101.4,26.668293
101.6,32.171523
101.8,20.812915
102,25.95133
102.2,31.697613
102.4,21.638397
102.6,21.329019
102.8,34.194631
103,23.897437
103.2,18.268568
103.4,32.61571
103.6,27.847226
103.8,18.090874
104,22.683763
104.2,34.233783
104.4,21.114328
104.6,14.856024
104.8,32.52343
105,28.969531
105.2,16.990297
105.4,10.747261
105.6,24.452673
105.8,33.202145
106,19.313014
106.2,16.551509
106.4,37.154053
106.6,24.875661
106.8,14.945926
107,14.064156
107.2,39.841099
107.4,23.87383
107.6,14.396248
107.8,16.183956
108,38.606739
108.2,22.305735
108.4,13.51919
108.6,16.848098
108.8,38.070522
109,21.711085
109.2,13.6526
109.4,23.312158
109.6,33.93565
109.8,19.463311
110,11.782733
110.2,16.077702
110.4,38.394103
110.6,21.683979
110.8,15.455331
111,33.16954
111.2,28.456179
111.4,16.862423
111.6,12.08128
111.8,35.771352
112,27.992575
112.2,16.51447
112.4,13.828922
112.6,39.040907
112.8,25.132135
113,14.793623
113.2,10.95576
113.4,38.007949
113.6,27.270449
113.8,16.700206
114,20.0802
114.2,35.985058
114.4,21.42491
114.6,12.917932
114.8,14.73598
115,39.578024
115.2,22.555761
115.4,14.770487
115.6,27.769028
115.8,31.510215
116,18.344806
116.2,10.959002
116.4,12.051946
116.6,41.475255
116.8,23.475439
117,17.201325
117.2,32.898365
117.4,28.078083
117.6,17.45958
117.8,18.524298
118,36.909755
118.2,22.517032
118.4,13.588423
118.6,14.941831
118.8,39.464161
119,22.673563
119.2,14.305765
119.4,23.683597
119.6,33.745328
119.8,19.444926
120,11.43993
120.2,7.8390636
120.4,34.045031
120.6,29.577675
120.8,19.349031
121,26.367247
121.2,31.762715
121.4,20.591978
121.6,19.247161
121.8,35.630872
122,24.141091
122.2,16.207921
122.4,27.792688
122.6,31.359247
122.8,18.705621
123,13.185139
123.2,34.073045
123.4,28.544043
123.6,16.606154
123.8,10.413953
124,23.181943
124.2,33.805375
124.4,19.66506
124.6,17.309975
124.8,36.824406
125,24.566845
125.2,15.082002
125.4,17.933534
125.6,37.410247
125.8,21.722982
126,12.804651
126.2,9.4323346
126.4,38.456204
126.6,27.594236
126.8,17.784299
127,25.486045
127.2,32.549143
127.4,20.015942
127.6,15.480385
127.8,35.949072
128,26.643445
128.2,15.788201
128.4,11.661862
128.6,37.449534
128.8,27.29439
129,16.362188
129.2,16.61751
129.4,38.218426
129.6,22.943796
129.8,13.441131
130,7.893122
130.2,5.009477
130.4,21.854237
130.6,33.933255
130.8,22.238731
131,26.564938
131.2,30.821949
131.4,22.511669
131.6,23.82875
131.8,32.401999
132,23.65872
132.2,21.324693
132.4,33.057814
132.6,25.53978
132.8,19.742336
133,31.136988
133.2,28.339589
133.4,19.558627
133.6,25.570016
133.8,32.196014
134,21.024704
134.2,19.169985
134.4,35.443476
134.6,24.51264
134.8,16.52218
135,27.775919
135.2,31.331407
135.4,18.821256
135.6,13.880916
135.8,35.743073
136,27.43984
136.2,15.991978
136.4,9.4301042
136.6,7.4119477
136.8,41.222605
137,27.249593
137.2,19.665808
137.4,30.334367
137.6,29.010737
137.8,19.698268
138,24.203181
138.2,33.036792
138.4,21.526337
138.6,18.234148
138.8,35.305232
139,25.531781
139.2,16.584623
139.4,24.299977
139.6,33.352511
139.8,19.895011
140,13.102794
140.2,28.712869
140.4,31.149318
140.6,17.988919
140.8,11.211824
141,22.08422
141.2,34.446576
141.4,19.796624
141.6,15.560245
141.8,36.47956
142,26.205815
142.2,15.526114
142.4,11.517759
142.6,37.711791
142.8,27.213034
143,16.395323
143.2,17.477934
143.4,37.685882
143.6,22.486497
143.8,13.193664
144,8.0011463
144.2,15.102509
144.4,38.235699
144.6,22.085421
144.8,21.171708
145,34.239772
145.2,24.065747
145.4,18.230307
145.6,32.323847
145.8,28.077433
146,18.182504
146.2,22.271379
146.4,34.482682
146.6,21.309234
146.8,14.827592
147,31.856326
147.2,29.338606
147.4,17.188885
147.6,10.754509
147.8,22.575528
148,34.14325
148.2,19.738147
148.4,16.514159
148.6,36.852646
148.8,25.240918
149,15.215855
149.2,14.696117
149.4,39.478584
149.6,23.569826
149.8,14.072131
150,13.806386
150.2,40.173855
150.4,23.582278
150.6,14.644979
150.8,21.406493
151,35.107751
151.2,20.240263
151.4,11.898735
151.6,7.8948156
151.8,30.874502
152,30.641123
152.2,19.577068
152.4,25.088088
152.6,32.53527
152.8,21.096492
153,18.525412
153.2,35.583246
153.4,24.968319
153.6,16.359531
153.8,25.404936
154,32.713844
154.2,19.468043
154.4,12.955638
154.6,29.860271
154.8,30.612897
155,17.712075
155.2,11.248014
155.4,25.201021
155.6,32.861379
155.8,19.047213
156,15.34124
156.2,37.191047
156.4,25.746263
156.6,15.16206
156.8,10.176425
157,32.043898
157.2,29.967469
157.4,18.082906
157.6,19.417748
157.8,36.294343
158,22.38057
158.2,13.993113
158.4,21.398061
158.6,35.076414
158.8,20.108532
159,12.048794
159.2,13.603299
159.4,40.36467
159.6,22.900551
159.8,15.816086
160,31.186161
160.2,29.514842
160.4,17.573827
160.6,12.909305
160.8,36.354486
161,27.434371
161.2,16.057516
161.4,11.24525
161.6,35.028186
161.8,28.548955
162,17.044132
162.2,16.716847
162.4,38.04044
162.6,23.253899
162.8,13.663534
163,8.680692
163.2,25.125889
163.4,32.808277
163.6,19.86843
163.8,21.733838
164,34.583941
164.2,22.397187
164.4,16.514619
164.6,33.204733
164.8,28.099757
165,17.109403
165.2,15.966345
165.4,38.35893
165.6,23.811475
165.8,13.956818
166,8.3490092
166.2,11.432762
166.4,41.489046
166.6,23.322531
166.8,20.22242
167,33.992289
167.2,25.424116
167.4,18.372278
167.6,30.029056
167.8,29.602756
168,19.024861
168.2,20.553227
168.4,35.427297
168.6,22.45904
168.8,15.218557
169,29.560246
169.2,30.506675
169.4,17.922892
169.6,11.465873
169.8,25.990225
170,32.48966
170.2,18.828695
170.4,14.784351
170.6,37.103478
170.8,26.146881
171,15.31203
171.2,9.2806039
171.4,15.507431
171.6,38.274691
171.8,21.80667
172,19.158546
172.2,35.173392
172.4,24.91827
172.6,16.870844
172.8,27.739015
173,31.307708
173.2,18.967464
173.4,14.696907
173.6,36.712688
173.8,26.47599
174,15.501461
174.2,9.4025652
174.4,15.742124
174.6,38.129797
174.8,21.724532
175,18.971848
175.2,35.268031
175.4,24.973465
175.6,16.743677
175.8,27.090265
176,31.700993
176.2,19.107714
176.4,14.143558
176.6,35.665612
176.8,27.391243
177,15.977808
177.2,9.379934
177.4,5.7570767
177.6,16.269563
177.8,36.84493
178,22.505922
178.2,24.5799
178.4,32.088786
178.6,23.176812
178.8,21.775944
179,33.190477
179.2,24.928914
179.4,19.830985
179.6,31.991646
179.8,27.613168
180,19.311926
180.2,26.817156
180.4,31.449979
180.6,20.512948
180.8,19.845666
181,35.395502
181.2,23.766205
181.4,16.38262
181.6,29.623045
181.8,30.293053
182,18.226591
182.2,14.164139
182.4,37.249776
182.6,26.361392
182.8,15.390442
183,9.065149
183.2,6.8019878
183.4,39.453941
183.6,28.080784
183.8,20.127639
184,29.789748
184.2,29.24118
184.4,20.174883
184.6,24.586258
184.8,32.688513
185,21.71698
185.2,19.302393
185.4,34.99295
185.6,24.985643
185.8,17.097067
186,28.277357
186.2,30.958862
186.4,18.90401
186.6,15.53115
186.8,37.300331
187,25.515001
187.2,15.057038
187.4,10.51943
187.6,35.14155
187.8,28.663643
188,17.407312
188.2,19.529249
188.4,36.299433
188.6,21.984013
188.8,13.457537
189,17.890805
189.2,37.321225
189.4,21.261454
189.6,13.34977
189.8,23.13215
190,34.023535
190.2,19.486122
190.4,12.061467
190.6,20.80853
190.8,35.260236
191,20.103955
191.2,14.180903
191.4,33.610734
191.6,28.543596
191.8,16.632631
192,9.8026716
192.2,7.3599149
192.4,39.576065
192.6,27.858122
192.8,19.606728
193,29.499599
193.2,29.625122
193.4,19.89654
193.6,23.081227
193.8,33.701526
194,22.021011
194.2,17.654567
194.4,34.744973
194.6,26.453236
194.8,16.80405
195,21.624338
195.2,34.988276
195.4,20.891702
195.6,13.047138
195.8,21.639368
196,34.862677
196.2,19.904067
196.4,12.695922
196.6,25.533495
196.8,32.725646
197,18.811946
197.2,12.360187
197.4,29.221824
197.6,30.962384
197.8,17.93978
198,12.481197
198.2,33.932783
198.4,28.774131
198.6,16.807264
198.8,12.07948
199,36.023428
199.2,27.871158
199.4,16.459825
199.6,13.960029
199.8,39.107225
200,24.961097
200.2,14.692862
200.4,10.835104
200.6,37.899462
200.8,27.365235
201,16.796105
201.2,20.428826
201.4,35.756905
201.6,21.324712
201.8,12.972154
202,16.695336
202.2,38.118712
202.4,21.645196
202.6,14.083681
202.8,27.432707
203,31.729422
203.2,18.348968
203.4,10.772504
203.6,6.6646342
203.8,18.96925
204,35.49265
204.2,21.699643
204.4,24.011025
204.6,32.719061
204.8,22.777363
205,20.390288
205.2,33.979209
205.4,25.251209
205.6,18.465331
205.8,30.503393
206,29.261303
206.2,18.933329
206.4,21.295956
206.6,34.990522
206.8,22.096144
207,15.394101
207.2,31.383073
207.4,29.483618
207.6,17.421702
207.8,11.903172
208,32.826618
208.2,29.390282
208.4,17.229755
208.6,13.716206
208.8,38.258251
209,25.870965
209.2,15.154362
209.4,10.045161
209.6,30.881976
209.8,30.44146
210,18.334982
210.2,19.487602
210.4,36.214854
210.6,22.484455
210.8,14.210594
211,22.895384
211.2,34.195096
211.4,19.671366
211.6,11.620347
211.8,9.2877239
212,41.140294
212.2,26.436466
212.4,17.912164
212.6,28.723936
212.8,30.55908
213,19.127967
213.2,17.884474
213.4,36.821371
213.6,23.893447
213.8,14.801821
214,19.532577
214.2,36.316924
214.4,20.964509
214.6,12.350339
214.8,8.9077413
215,37.565824
215.2,28.107634
215.4,18.265562
215.6,26.043795
215.8,32.14748
216,20.085309
216.2,16.785358
216.4,36.467753
216.6,25.419265
216.8,15.498254
217,16.649108
217.2,38.275733
217.4,22.522888
217.6,13.256893
217.8,9.35991
218,36.23261
218.2,28.496936
218.4,18.02495
218.6,24.014802
218.8,33.425948
