time,y
0.000000000000000000e+00,-3.544650066709445824e+00
2.000000000000000042e-02,-4.556167683645541366e+00
4.000000000000000083e-02,-5.572087531361023416e+00
5.999999999999999778e-02,-6.519526948820255186e+00
8.000000000000000167e-02,-7.242642525462757774e+00
1.000000000000000056e-01,-7.502202592860801822e+00
1.199999999999999956e-01,-7.034664735928446433e+00
1.400000000000000133e-01,-5.697578260618123558e+00
1.600000000000000033e-01,-3.638661330163539098e+00
1.799999999999999933e-01,-1.309346726516909198e+00
2.000000000000000111e-01,7.834100491104236674e-01
2.200000000000000011e-01,2.374111882193901568e+00
2.399999999999999911e-01,3.462901676761563685e+00
2.600000000000000089e-01,4.155607420736340707e+00
2.800000000000000266e-01,4.586883182706699813e+00
2.999999999999999889e-01,4.894498748640124575e+00
3.200000000000000067e-01,5.182689710126966887e+00
3.400000000000000244e-01,5.501973914722241510e+00
3.599999999999999867e-01,5.859288690482263640e+00
3.800000000000000044e-01,6.242866842276755257e+00
4.000000000000000222e-01,6.641401571467261178e+00
4.199999999999999845e-01,7.051006926451566237e+00
4.400000000000000022e-01,7.474413587387556568e+00
4.600000000000000200e-01,7.917741269029868079e+00
4.799999999999999822e-01,8.387476131733700768e+00
5.000000000000000000e-01,8.888312634499584419e+00
5.200000000000000178e-01,9.421743365961370742e+00
5.400000000000000355e-01,9.985122230116308728e+00
5.600000000000000533e-01,1.057099970436765624e+01
5.799999999999999600e-01,1.116666428166763225e+01
5.999999999999999778e-01,1.175396488461573519e+01
6.199999999999999956e-01,1.230960593600022435e+01
6.400000000000000133e-01,1.280617522034519951e+01
6.600000000000000311e-01,1.321413132125808865e+01
6.800000000000000488e-01,1.350481745522732879e+01
7.000000000000000666e-01,1.365425007272844482e+01
7.199999999999999734e-01,1.364704042504875225e+01
7.399999999999999911e-01,1.347949598920281744e+01
7.600000000000000089e-01,1.316094413811486064e+01
7.800000000000000266e-01,1.271274214601760377e+01
8.000000000000000444e-01,1.216517822509598012e+01
8.200000000000000622e-01,1.155318512356317662e+01
8.399999999999999689e-01,1.091208666231542068e+01
8.599999999999999867e-01,1.027435325794122889e+01
8.800000000000000044e-01,9.667748947840431484e+00
9.000000000000000222e-01,9.114689965649928283e+00
9.200000000000000400e-01,8.632359362582020523e+00
9.400000000000000577e-01,8.233148666560603957e+00
9.599999999999999645e-01,7.925185434339127255e+00
9.799999999999999822e-01,7.712885496002918728e+00
1.000000000000000000e+00,7.597560605137177348e+00
1.020000000000000018e+00,7.578101487036668082e+00
1.040000000000000036e+00,7.651690015309366544e+00
1.060000000000000053e+00,7.814433008772976308e+00
1.080000000000000071e+00,8.061795737491060265e+00
1.100000000000000089e+00,8.388746838566056852e+00
1.120000000000000107e+00,8.789581836420310879e+00
1.140000000000000124e+00,9.257441514200575483e+00
1.159999999999999920e+00,9.783577364275018340e+00
1.179999999999999938e+00,1.035644665004025633e+01
1.199999999999999956e+00,1.096075979161660285e+01
1.219999999999999973e+00,1.157666188548768815e+01
1.239999999999999991e+00,1.217930487311754995e+01
1.260000000000000009e+00,1.273913500789726072e+01
1.280000000000000027e+00,1.322322972381444650e+01
1.300000000000000044e+00,1.359791003653634789e+01
1.320000000000000062e+00,1.383256404419992691e+01
1.340000000000000080e+00,1.390416720226155967e+01
1.360000000000000098e+00,1.380150200725766219e+01
1.380000000000000115e+00,1.352783458154870644e+01
1.400000000000000133e+00,1.310104831996907926e+01
1.419999999999999929e+00,1.255100894708169612e+01
1.439999999999999947e+00,1.191492692688117394e+01
1.459999999999999964e+00,1.123215409984628188e+01
1.479999999999999982e+00,1.053983471739178590e+01
1.500000000000000000e+00,9.870197034645318723e+00
1.520000000000000018e+00,9.249475694286008576e+00
1.540000000000000036e+00,8.697942060909285900e+00
1.560000000000000053e+00,8.230436749413565067e+00
1.580000000000000071e+00,7.857007007546876309e+00
1.600000000000000089e+00,7.583515700436130658e+00
1.620000000000000107e+00,7.412263050460754066e+00
1.640000000000000124e+00,7.342692794264500833e+00
1.660000000000000142e+00,7.372186349000184435e+00
1.679999999999999938e+00,7.496849482841017931e+00
1.699999999999999956e+00,7.712143542052766421e+00
1.719999999999999973e+00,8.013229736537844872e+00
1.739999999999999991e+00,8.394956834684450087e+00
1.760000000000000009e+00,8.851487372590352010e+00
1.780000000000000027e+00,9.375601673608160880e+00
1.800000000000000044e+00,9.957747133130226302e+00
1.820000000000000062e+00,1.058493041110767763e+01
1.840000000000000080e+00,1.123960187704873626e+01
1.860000000000000098e+00,1.189876104775836829e+01
1.880000000000000115e+00,1.253361176998442517e+01
1.900000000000000133e+00,1.311017386943033181e+01
1.919999999999999929e+00,1.359124718986151947e+01
1.939999999999999947e+00,1.393993450990266503e+01
1.959999999999999964e+00,1.412449906532890154e+01
1.979999999999999982e+00,1.412372359511115860e+01
2.000000000000000000e+00,1.393138038054046035e+01
2.020000000000000018e+00,1.355829649453615637e+01
2.040000000000000036e+00,1.303107847038561040e+01
2.060000000000000053e+00,1.238773048615426298e+01
2.080000000000000071e+00,1.167158604427422475e+01
2.100000000000000089e+00,1.092546914763224741e+01
2.120000000000000107e+00,1.018755487774271629e+01
2.140000000000000124e+00,9.489381884298879299e+00
2.160000000000000142e+00,8.855565518095707134e+00
2.180000000000000160e+00,8.304398585873800087e+00
2.200000000000000178e+00,7.848672962027259281e+00
2.220000000000000195e+00,7.496415854318090766e+00
2.240000000000000213e+00,7.251536851867371070e+00
2.260000000000000231e+00,7.114515214660196207e+00
2.280000000000000249e+00,7.083218488541080937e+00
2.300000000000000266e+00,7.153817650234738146e+00
2.319999999999999840e+00,7.321645870982844251e+00
2.339999999999999858e+00,7.581816806667334596e+00
2.359999999999999876e+00,7.929472735136657846e+00
2.379999999999999893e+00,8.359616642854838631e+00
2.399999999999999911e+00,8.866549823387041229e+00
2.419999999999999929e+00,9.442969677791403171e+00
2.439999999999999947e+00,1.007880196698278041e+01
2.459999999999999964e+00,1.075987391159379847e+01
2.479999999999999982e+00,1.146660070005490795e+01
2.500000000000000000e+00,1.217296504601472584e+01
2.520000000000000018e+00,1.284619970912530107e+01
2.540000000000000036e+00,1.344768279327664828e+01
2.560000000000000053e+00,1.393552602319995337e+01
2.580000000000000071e+00,1.426905898882996304e+01
2.600000000000000089e+00,1.441481748494327242e+01
2.620000000000000107e+00,1.435284260224299402e+01
2.640000000000000124e+00,1.408145040493584688e+01
2.660000000000000142e+00,1.361865301330444389e+01
2.680000000000000160e+00,1.299939060243104016e+01
2.700000000000000178e+00,1.226935226371239551e+01
2.720000000000000195e+00,1.147751925442426035e+01
2.740000000000000213e+00,1.066981260439446544e+01
2.760000000000000231e+00,9.885280955223954891e+00
2.780000000000000249e+00,9.154874078468830945e+00
2.800000000000000266e+00,8.501898855202259853e+00
2.819999999999999840e+00,7.943097033332264800e+00
2.839999999999999858e+00,7.489667340828717990e+00
2.859999999999999876e+00,7.148041009389330291e+00
2.879999999999999893e+00,6.920539655061036299e+00
2.899999999999999911e+00,6.806124307352605207e+00
2.919999999999999929e+00,6.801338418752129300e+00
2.939999999999999947e+00,6.901360677279017253e+00
2.959999999999999964e+00,7.100953418598463962e+00
2.979999999999999982e+00,7.395087770217732448e+00
3.000000000000000000e+00,7.779119033838028940e+00
3.020000000000000018e+00,8.248492159689089220e+00
3.040000000000000036e+00,8.798019967569128852e+00
3.060000000000000053e+00,9.420796784217664310e+00
3.080000000000000071e+00,1.010681867920104970e+01
3.100000000000000089e+00,1.084141349083656003e+01
3.120000000000000107e+00,1.160366488254715911e+01
3.140000000000000124e+00,1.236515106835633837e+01
3.160000000000000142e+00,1.308949314469626124e+01
3.180000000000000160e+00,1.373334878917080992e+01
3.200000000000000178e+00,1.424946867332981526e+01
3.220000000000000195e+00,1.459209006861483537e+01
3.240000000000000213e+00,1.472417195408523227e+01
3.260000000000000231e+00,1.462492944955944374e+01
3.280000000000000249e+00,1.429529603950407335e+01
3.300000000000000266e+00,1.375904485268879007e+01
3.320000000000000284e+00,1.305869340351326535e+01
3.339999999999999858e+00,1.224747967155185968e+01
3.359999999999999876e+00,1.138033965038104434e+01
3.379999999999999893e+00,1.050684734408279652e+01
3.399999999999999911e+00,9.667592280818688266e+00
3.419999999999999929e+00,8.893638789726576732e+00
3.439999999999999947e+00,8.207687855674794974e+00
3.459999999999999964e+00,7.625610736765558784e+00
3.479999999999999982e+00,7.157651235919090915e+00
3.500000000000000000e+00,6.809213181079069699e+00
3.520000000000000018e+00,6.581494546636794674e+00
3.540000000000000036e+00,6.472271433720311329e+00
3.560000000000000053e+00,6.476962247027131525e+00
3.580000000000000071e+00,6.589847520947140325e+00
3.600000000000000089e+00,6.805161451730908695e+00
3.620000000000000107e+00,7.117788165203962514e+00
3.640000000000000124e+00,7.523430490068355070e+00
3.660000000000000142e+00,8.018251789002420082e+00
3.680000000000000160e+00,8.598052953799696141e+00
3.700000000000000178e+00,9.257050688597617594e+00
3.720000000000000195e+00,9.986314707679532887e+00
3.740000000000000213e+00,1.077194476099321463e+01
3.760000000000000231e+00,1.159315439308434925e+01
3.780000000000000249e+00,1.242059057320427584e+01
3.800000000000000266e+00,1.321544424140636487e+01
3.820000000000000284e+00,1.393012644986230342e+01
3.839999999999999858e+00,1.451134544064903231e+01
3.859999999999999876e+00,1.490609507981961457e+01
3.879999999999999893e+00,1.507017148353089731e+01
3.899999999999999911e+00,1.497747337742071494e+01
3.919999999999999929e+00,1.462712006104016105e+01
