time,z
0.000000000000000000e+00,5.075015910431066146e+00
2.000000000000000042e-02,6.740372680912249059e+00
4.000000000000000083e-02,9.206564280264597500e+00
5.999999999999999778e-02,1.274191683410420595e+01
8.000000000000000167e-02,1.756834761949740908e+01
1.000000000000000056e-01,2.369774884203098964e+01
1.199999999999999956e-01,3.070744277662898725e+01
1.400000000000000133e-01,3.760711107153752408e+01
1.600000000000000033e-01,4.305439490106243738e+01
1.799999999999999933e-01,4.597934815449990253e+01
2.000000000000000111e-01,4.617937203351920772e+01
2.200000000000000011e-01,4.432592692177967564e+01
2.399999999999999911e-01,4.143371899942314940e+01
2.600000000000000089e-01,3.833736555079647701e+01
2.800000000000000266e-01,3.550253204913241234e+01
2.999999999999999889e-01,3.309325215249250363e+01
3.200000000000000067e-01,3.110728797864485884e+01
3.400000000000000244e-01,2.947898289755488577e+01
3.599999999999999867e-01,2.813382239902202997e+01
3.800000000000000044e-01,2.700995535879959064e+01
4.000000000000000222e-01,2.606302398452227109e+01
4.199999999999999845e-01,2.526438668629358375e+01
4.400000000000000022e-01,2.459760649842403168e+01
4.600000000000000200e-01,2.405512235419631750e+01
4.799999999999999822e-01,2.363562526581724654e+01
5.000000000000000000e-01,2.334209589540101604e+01
5.200000000000000178e-01,2.318026803085512455e+01
5.400000000000000355e-01,2.315725186356691978e+01
5.600000000000000533e-01,2.328007397670382872e+01
5.799999999999999600e-01,2.355394625058492508e+01
5.999999999999999778e-01,2.398016334313712150e+01
6.199999999999999956e-01,2.455366735283858759e+01
6.400000000000000133e-01,2.526051698770509546e+01
6.600000000000000311e-01,2.607574989178174363e+01
6.800000000000000488e-01,2.696234919257553031e+01
7.000000000000000666e-01,2.787210296085503813e+01
7.199999999999999734e-01,2.874891913031456880e+01
7.399999999999999911e-01,2.953455328420059800e+01
7.600000000000000089e-01,3.017585164632398431e+01
7.800000000000000266e-01,3.063185505723028967e+01
8.000000000000000444e-01,3.087889612312565646e+01
8.200000000000000622e-01,3.091237336909725641e+01
8.399999999999999689e-01,3.074499058151765851e+01
8.599999999999999867e-01,3.040237381406333128e+01
8.800000000000000044e-01,2.991759421404313812e+01
9.000000000000000222e-01,2.932606413181830618e+01
9.200000000000000400e-01,2.866173956176862703e+01
9.400000000000000577e-01,2.795491185334787687e+01
9.599999999999999645e-01,2.723139219413423717e+01
9.799999999999999822e-01,2.651266864498516540e+01
1.000000000000000000e+00,2.581660442003722267e+01
1.020000000000000018e+00,2.515834531534502361e+01
1.040000000000000036e+00,2.455122731629350241e+01
1.060000000000000053e+00,2.400757584059215688e+01
1.080000000000000071e+00,2.353934927956328593e+01
1.100000000000000089e+00,2.315860551359050845e+01
1.120000000000000107e+00,2.287776869784261535e+01
1.140000000000000124e+00,2.270965593474851474e+01
1.159999999999999920e+00,2.266719674155376296e+01
1.179999999999999938e+00,2.276275283461902177e+01
1.199999999999999956e+00,2.300693421241826542e+01
1.219999999999999973e+00,2.340682930290149244e+01
1.239999999999999991e+00,2.396364894018247327e+01
1.260000000000000009e+00,2.466994842650676389e+01
1.280000000000000027e+00,2.550685058476386402e+01
1.300000000000000044e+00,2.644199394778496526e+01
1.320000000000000062e+00,2.742916049713500470e+01
1.340000000000000080e+00,2.841050026621886815e+01
1.360000000000000098e+00,2.932178393263508909e+01
1.380000000000000115e+00,3.010017953302010696e+01
1.400000000000000133e+00,3.069295745532488340e+01
1.419999999999999929e+00,3.106485005345215100e+01
1.439999999999999947e+00,3.120200811103179106e+01
1.459999999999999964e+00,3.111162863554824654e+01
1.479999999999999982e+00,3.081782910176382728e+01
1.500000000000000000e+00,3.035544561398966223e+01
1.520000000000000018e+00,2.976368772927506967e+01
1.540000000000000036e+00,2.908108026854073103e+01
1.560000000000000053e+00,2.834230015044524009e+01
1.580000000000000071e+00,2.757681397461508155e+01
1.600000000000000089e+00,2.680884043461223598e+01
1.620000000000000107e+00,2.605808511594063859e+01
1.640000000000000124e+00,2.534080053429264012e+01
1.660000000000000142e+00,2.467088175459491239e+01
1.679999999999999938e+00,2.406084891014038263e+01
1.699999999999999956e+00,2.352265812979819515e+01
1.719999999999999973e+00,2.306832614611812460e+01
1.739999999999999991e+00,2.271036130675621934e+01
1.760000000000000009e+00,2.246197719799280890e+01
1.780000000000000027e+00,2.233703477548043281e+01
1.800000000000000044e+00,2.234962255856932245e+01
1.820000000000000062e+00,2.251315270678038161e+01
1.840000000000000080e+00,2.283884082858202191e+01
1.860000000000000098e+00,2.333347361333130010e+01
1.880000000000000115e+00,2.399649046817626896e+01
1.900000000000000133e+00,2.481663731054111466e+01
1.919999999999999929e+00,2.576879915568023804e+01
1.939999999999999947e+00,2.681199856887149835e+01
1.959999999999999964e+00,2.788977362814931737e+01
1.979999999999999982e+00,2.893395564109103901e+01
2.000000000000000000e+00,2.987205299651014911e+01
2.020000000000000018e+00,3.063712876127718232e+01
2.040000000000000036e+00,3.117777528012331345e+01
2.060000000000000053e+00,3.146531725125809942e+01
2.080000000000000071e+00,3.149617453474203899e+01
