time,A,B
6.879999999999999716e+01,"(-4.5984, -4.9788)","(-9.3657, -0.9717)"
6.890000000000000568e+01,"(-8.0501, -8.964)","(-16.8077, -1.0647)"
6.900000000000000000e+01,"(-12.95, -14.1357)","(-26.3939, -1.0745)"
6.910000000000000853e+01,"(-12.8306, -12.483)","(-16.9324, 1.3006)"
6.920000000000000284e+01,"(-7.2362, -5.6867)","(-6.8396, 1.1965)"
6.929999999999999716e+01,"(-3.3487, -2.5667)","(-5.0197, 0.0801)"
6.940000000000000568e+01,"(-2.4417, -2.3625)","(-10.7756, -0.6952)"
6.950000000000000000e+01,"(-3.6718, -4.0157)","(-25.2982, -1.768)"
6.960000000000000853e+01,"(-6.9356, -7.811)","(-26.6586, 0.26)"
6.970000000000000284e+01,"(-12.5925, -14.0246)","(-9.3674, 2.7997)"
6.979999999999999716e+01,"(-14.4221, -14.5267)","(-3.1384, 1.8459)"
6.990000000000000568e+01,"(-8.1689, -6.297)","(-3.7314, 3.124)"
7.000000000000000000e+01,"(-3.2704, -2.1104)","(-9.5836, 8.15)"
7.010000000000000853e+01,"(-1.2454, -0.9827)","(-23.6356, 20.4572)"
7.020000000000000284e+01,"(-1.3653, -1.4437)","(-14.4325, 16.906)"
7.029999999999999716e+01,"(-2.649, -2.9975)","(-3.0058, 8.5067)"
7.040000000000000568e+01,"(-5.8505, -6.7239)","(-0.8453, 7.9176)"
7.050000000000000000e+01,"(-12.5047, -14.2484)","(-1.0365, 15.208)"
7.060000000000000853e+01,"(-16.5699, -17.1622)","(-1.4347, 27.5494)"
7.070000000000000284e+01,"(-8.94, -6.3969)","(1.3003, 18.9619)"
7.079999999999999716e+01,"(-3.5937, -1.5078)","(1.6667, 6.7791)"
7.090000000000000568e+01,"(-2.4392, -0.3447)","(0.3117, 2.3635)"
7.100000000000000000e+01,"(-3.8424, -0.2403)","(-0.2462, 4.2916)"
7.110000000000000853e+01,"(-7.4068, -0.4597)","(-1.0198, 12.3678)"
7.120000000000000284e+01,"(-14.8989, -0.9324)","(-2.4146, 32.3961)"
7.129999999999999716e+01,"(-22.6935, -0.866)","(2.0378, 21.975)"
7.140000000000000568e+01,"(-15.0382, 1.0505)","(4.5872, 8.7201)"
7.150000000000000000e+01,"(-5.7308, 1.3136)","(6.4279, 7.7336)"
7.160000000000000853e+01,"(-1.6573, 0.515)","(12.0633, 13.6525)"
7.170000000000000284e+01,"(-0.3745, 0.1115)","(17.9862, 19.2023)"
7.179999999999999716e+01,"(-0.1822, 0.0063)","(11.7957, 9.7315)"
7.190000000000000568e+01,"(-0.3942, -0.0248)","(5.1538, 3.7282)"
7.200000000000000000e+01,"(-0.9666, -0.0723)","(3.9816, 4.0231)"
7.210000000000000853e+01,"(-2.5342, -0.2001)","(8.3152, 9.5082)"
7.220000000000000284e+01,"(-6.9315, -0.561)","(18.3581, 20.9168)"
7.229999999999999716e+01,"(-18.1801, -1.4094)","(16.8818, 15.4411)"
7.240000000000000568e+01,"(-28.7247, -1.0486)","(7.3138, 3.702)"
7.250000000000000000e+01,"(-12.1138, 2.5695)","(2.9151, 0.7035)"
7.260000000000000853e+01,"(-5.4421, 3.2713)","(4.4057, 0.3845)"
7.270000000000000284e+01,"(-5.2227, 4.5405)","(11.965, 0.9912)"
7.279999999999999716e+01,"(-7.2271, 6.6362)","(31.4069, 2.362)"
7.290000000000000568e+01,"(-10.5787, 9.7763)","(23.0457, -1.7479)"
7.300000000000000000e+01,"(-12.431, 11.9884)","(8.8014, -4.42)"
7.310000000000000853e+01,"(-9.289, 9.9476)","(7.2865, -5.9807)"
7.320000000000000284e+01,"(-5.5824, 6.4222)","(12.9322, -11.3845)"
7.329999999999999716e+01,"(-4.5162, 4.7932)","(19.6448, -18.1553)"
7.340000000000000568e+01,"(-5.7754, 5.5318)","(10.5965, -12.5867)"
7.350000000000000000e+01,"(-8.8582, 8.1677)","(3.73, -5.4003)"
7.360000000000000853e+01,"(-12.3898, 11.579)","(3.293, -3.3896)"
7.370000000000000284e+01,"(-11.5359, 11.6958)","(7.8401, -6.8696)"
7.379999999999999716e+01,"(-6.8902, 7.9067)","(19.0235, -16.4801)"
7.390000000000000568e+01,"(-4.3434, 4.9498)","(19.3185, -19.5385)"
7.400000000000000000e+01,"(-4.5355, 4.5373)","(4.7044, -8.9052)"
7.410000000000000853e+01,"(-6.8048, 6.3179)","(0.9463, -4.0801)"
7.420000000000000284e+01,"(-10.7597, 9.8555)","(0.5144, -6.1395)"
7.429999999999999716e+01,"(-13.2819, 12.6989)","(1.2156, -15.4614)"
7.440000000000000568e+01,"(-9.4759, 10.2797)","(1.986, -32.7911)"
7.450000000000000000e+01,"(-5.033, 6.0546)","(-2.4348, -17.5019)"
7.460000000000000853e+01,"(-3.6894, 4.0309)","(-3.1659, -6.3784)"
7.470000000000000284e+01,"(-4.8132, 4.6046)","(-4.1614, -5.1173)"
7.479999999999999716e+01,"(-7.9395, 7.2395)","(-9.058, -10.4798)"
7.490000000000000568e+01,"(-12.4903, 11.4444)","(-18.9695, -21.4497)"
7.500000000000000000e+01,"(-13.0838, 12.9322)","(-15.6777, -13.807)"
7.510000000000000853e+01,"(-7.4289, 8.659)","(-6.6102, -3.3512)"
7.520000000000000284e+01,"(-3.7661, 4.646)","(-2.2796, -0.6143)"
7.529999999999999716e+01,"(-3.2565, 3.4117)","(-3.0965, -0.2868)"
7.540000000000000568e+01,"(-4.9388, 4.5961)","(-8.6606, -0.7358)"
7.550000000000000000e+01,"(-8.718, 7.8552)","(-26.1918, -2.2052)"
7.560000000000000853e+01,"(-13.7486, 12.5938)","(-31.8431, 0.0251)"
7.570000000000000284e+01,"(-12.6723, 12.8921)","(-11.5115, 5.1569)"
7.579999999999999716e+01,"(-6.0819, 7.564)","(-8.4105, 6.7056)"
7.590000000000000568e+01,"(-2.8464, 3.6492)","(-12.9507, 11.5245)"
7.600000000000000000e+01,"(-2.6112, 2.7004)","(-17.8125, 16.6947)"
7.610000000000000853e+01,"(-4.33, 3.973)","(-10.8881, 12.3662)"
7.620000000000000284e+01,"(-8.218, 7.3229)","(-5.1176, 6.4022)"
7.629999999999999716e+01,"(-14.1474, 12.7836)","(-5.7262, 5.6362)"
7.640000000000000568e+01,"(-13.8139, 13.8861)","(-11.7487, 10.4441)"
7.650000000000000000e+01,"(-6.0369, 7.8091)","(-20.2066, 18.3676)"
7.660000000000000853e+01,"(-2.2149, 3.2308)","(-11.9048, 13.7861)"
7.670000000000000284e+01,"(-1.3972, 1.5939)","(-3.6786, 5.7865)"
7.680000000000001137e+01,"(-2.2761, 2.1099)","(-2.0701, 2.3879)"
7.690000000000000568e+01,"(-4.6501, 4.1082)","(-4.8941, 4.3187)"
7.700000000000000000e+01,"(-9.9064, 8.6785)","(-13.6123, 11.6026)"
7.710000000000000853e+01,"(-16.9106, 15.325)","(-25.6568, 23.1323)"
7.720000000000000284e+01,"(-11.8797, 13.0053)","(-8.1869, 12.6807)"
7.730000000000001137e+01,"(-3.6297, 5.8721)","(-1.7675, 6.8725)"
7.740000000000000568e+01,"(-0.8135, 2.0042)","(-0.7322, 8.8264)"
7.750000000000000000e+01,"(-0.1806, 1.289)","(-1.2662, 18.4666)"
7.760000000000000853e+01,"(-0.1493, 2.2153)","(-1.1082, 29.064)"
7.770000000000000284e+01,"(-0.3183, 4.6861)","(2.0029, 14.576)"
7.780000000000001137e+01,"(-0.7618, 10.7139)","(1.3852, 4.7097)"
7.790000000000000568e+01,"(-1.3433, 21.8392)","(0.1959, 1.3591)"
7.800000000000000000e+01,"(0.2477, 21.6321)","(-0.1779, 2.7664)"
7.810000000000000853e+01,"(1.9697, 8.4037)","(-0.7493, 8.6482)"
7.820000000000000284e+01,"(1.5081, 2.9056)","(-2.3546, 27.3793)"
7.830000000000001137e+01,"(2.0108, 2.4243)","(0.3174, 31.5256)"
7.840000000000000568e+01,"(3.525, 3.9629)","(5.8374, 11.9225)"
7.850000000000000000e+01,"(6.8045, 7.6935)","(7.9025, 9.633)"
7.860000000000000853e+01,"(12.5587, 14.0236)","(12.7018, 14.0674)"
7.870000000000000284e+01,"(14.6307, 14.7911)","(15.6812, 16.1898)"
7.880000000000001137e+01,"(8.2705, 6.3471)","(10.931, 9.5382)"
7.890000000000000568e+01,"(3.2633, 2.042)","(6.6896, 5.893)"
7.900000000000000000e+01,"(1.0954, 0.8025)","(7.6166, 8.026)"
7.910000000000000853e+01,"(1.0194, 1.0589)","(13.2718, 14.741)"
7.920000000000000284e+01,"(1.9634, 2.2195)","(17.2409, 17.8625)"
7.930000000000001137e+01,"(4.4003, 5.068)","(10.5128, 8.484)"
7.940000000000000568e+01,"(10.0785, 11.6062)","(5.0447, 4.034)"
7.950000000000000000e+01,"(17.1567, 18.7258)","(5.4004, 5.7135)"
7.960000000000000853e+01,"(11.5483, 9.4395)","(11.2795, 12.8663)"
7.970000000000000284e+01,"(4.955, 2.3133)","(19.7901, 21.671)"
7.980000000000001137e+01,"(3.0043, 0.5095)","(12.6946, 10.0316)"
7.990000000000000568e+01,"(4.3264, 0.2732)","(4.8633, 2.5944)"
8.000000000000000000e+01,"(7.8278, 0.4571)","(1.0627, 0.6214)"
8.010000000000000853e+01,"(14.8657, 0.8737)","(0.9252, 1.0133)"
8.020000000000000284e+01,"(21.6317, 0.7492)","(2.8074, 3.3358)"
8.030000000000001137e+01,"(14.8294, -0.9189)","(9.7282, 11.698)"
8.040000000000000568e+01,"(6.1264, -1.1436)","(26.4053, 30.4896)"
8.050000000000000000e+01,"(2.2984, -0.3939)","(15.5343, 9.0219)"
8.060000000000000853e+01,"(1.8913, -0.0158)","(13.0785, 2.2394)"
8.070000000000000284e+01,"(3.4285, 0.1834)","(17.0234, 0.958)"
8.080000000000001137e+01,"(7.3162, 0.488)","(20.999, 0.4917)"
8.090000000000000568e+01,"(15.7998, 1.0552)","(16.5575, -0.5566)"
8.100000000000000000e+01,"(24.2913, 0.9199)","(11.2024, -0.5684)"
8.110000000000000853e+01,"(14.1438, -1.3969)","(11.9348, 0.1276)"
8.120000000000000284e+01,"(4.9147, -1.5476)","(18.2682, 0.7444)"
8.130000000000001137e+01,"(1.7412, -1.0597)","(22.6388, 0.4239)"
8.140000000000000568e+01,"(1.9275, -1.6511)","(15.2209, -0.9246)"
8.150000000000000000e+01,"(3.5628, -3.1437)","(9.2113, -0.6207)"
8.160000000000000853e+01,"(7.525, -6.5879)","(10.8217, 0.2305)"
8.170000000000000284e+01,"(14.7304, -13.0657)","(19.099, 0.9834)"
8.180000000000001137e+01,"(15.6173, -15.4571)","(24.887, 0.5482)"
8.190000000000000568e+01,"(5.8326, -8.1477)","(14.2041, -1.3561)"
8.200000000000000000e+01,"(1.4836, -3.0414)","(6.82, -0.7703)"
8.210000000000000853e+01,"(0.2868, -1.2575)","(7.8801, 0.1835)"
8.220000000000000284e+01,"(0.1337, -1.7384)","(16.7089, 1.0719)"
8.230000000000001137e+01,"(0.2307, -3.4831)","(28.8396, 1.3307)"
8.240000000000000568e+01,"(0.5532, -7.838)","(16.5915, -1.7451)"
8.250000000000000000e+01,"(1.1846, -17.3813)","(5.5799, -1.5668)"
8.260000000000000853e+01,"(0.7676, -24.9868)","(1.5953, -0.2639)"
8.270000000000000284e+01,"(-1.7357, -12.4416)","(2.8565, 0.1684)"
8.280000000000001137e+01,"(-1.6819, -4.2331)","(8.7222, 0.744)"
8.290000000000000568e+01,"(-1.6898, -2.2704)","(27.0648, 2.3029)"
8.300000000000000000e+01,"(-2.8323, -3.2042)","(31.4157, -0.2515)"
8.310000000000000853e+01,"(-5.2993, -5.9767)","(11.6657, -5.5426)"
8.320000000000000284e+01,"(-10.2524, -11.558)","(9.1167, -7.408)"
8.330000000000001137e+01,"(-15.1108, -16.1364)","(13.6969, -12.2882)"
8.340000000000000568e+01,"(-10.8083, -9.3203)","(16.9345, -16.1825)"
8.350000000000000000e+01,"(-4.7863, -3.1399)","(9.974, -11.441)"
8.360000000000000853e+01,"(-1.6011, -1.048)","(5.4898, -6.4741)"
8.370000000000000284e+01,"(-0.9125, -0.8668)","(7.0575, -6.7699)"
8.380000000000001137e+01,"(-1.5324, -1.7044)","(13.6982, -12.2467)"
8.390000000000000568e+01,"(-3.3024, -3.7864)","(19.1897, -18.0425)"
8.400000000000000000e+01,"(-7.6239, -8.8005)","(9.5095, -11.6266)"
8.410000000000000853e+01,"(-15.3436, -17.2763)","(3.6512, -5.0441)"
8.420000000000000284e+01,"(-14.7452, -13.9396)","(4.0428, -3.9817)"
8.430000000000001137e+01,"(-6.735, -3.8866)","(9.6182, -8.4023)"
8.440000000000000568e+01,"(-3.105, -0.8299)","(21.1065, -18.5321)"
8.450000000000000000e+01,"(-3.5936, -0.2864)","(15.1852, -16.7252)"
8.460000000000000853e+01,"(-6.1684, -0.3548)","(3.6095, -7.2331)"
8.470000000000000284e+01,"(-11.8206, -0.7118)","(0.689, -2.9882)"
8.480000000000001137e+01,"(-20.1497, -0.9887)","(0.4039, -4.7042)"
8.490000000000000568e+01,"(-18.7953, 0.289)","(1.0551, -12.7764)"
8.500000000000000000e+01,"(-8.6651, 1.3145)","(2.3542, -32.372)"
8.510000000000000853e+01,"(-3.1925, 0.6575)","(-2.065, -21.3765)"
8.520000000000000284e+01,"(-1.6509, 0.1159)","(-4.2981, -8.3175)"
8.530000000000001137e+01,"(-2.5028, -0.1011)","(-5.9451, -7.1933)"
8.540000000000000568e+01,"(-5.1522, -0.3292)","(-11.5084, -13.0907)"
8.550000000000000000e+01,"(-11.4085, -0.7864)","(-18.4102, -19.9136)"
8.560000000000000853e+01,"(-22.0615, -1.2739)","(-12.4394, -10.3218)"
8.570000000000000284e+01,"(-20.3568, 0.4084)","(-5.1866, -3.4895)"
8.580000000000001137e+01,"(-7.9414, 1.8163)","(-3.0613, -2.9511)"
8.590000000000000568e+01,"(-2.5587, 1.2135)","(-6.2945, -7.1987)"
8.600000000000000000e+01,"(-1.8073, 1.4522)","(-15.7416, -18.2736)"
8.610000000000000853e+01,"(-2.9598, 2.6157)","(-20.6656, -20.9557)"
8.620000000000000284e+01,"(-5.9836, 5.2597)","(-9.6286, -5.088)"
8.630000000000001137e+01,"(-12.2163, 10.762)","(-4.9112, -1.0587)"
8.640000000000000568e+01,"(-16.9794, 15.9303)","(-7.6019, -0.6105)"
8.650000000000000000e+01,"(-8.5854, 10.4503)","(-18.1495, -1.3633)"
8.660000000000000853e+01,"(-2.4733, 4.3166)","(-31.9226, -1.4617)"
8.670000000000000284e+01,"(-0.5241, 1.3385)","(-14.6041, 2.5731)"
8.680000000000001137e+01,"(-0.1182, 0.8848)","(-4.8883, 2.2981)"
8.690000000000000568e+01,"(-0.1113, 1.6079)","(-3.3754, 2.681)"
8.700000000000000000e+01,"(-0.2504, 3.5551)","(-7.3842, 6.3101)"
8.710000000000000853e+01,"(-0.6317, 8.5312)","(-19.1499, 16.4187)"
8.720000000000000284e+01,"(-1.3462, 19.4279)","(-20.7793, 20.7808)"
8.730000000000001137e+01,"(-0.4833, 25.2023)","(-4.6689, 9.7501)"
8.740000000000000568e+01,"(2.1126, 10.6591)","(-1.0392, 6.1365)"
8.750000000000000000e+01,"(2.0146, 3.9144)","(-0.7718, 10.4549)"
8.760000000000000853e+01,"(2.6681, 3.2142)","(-1.5507, 22.7976)"
8.770000000000000284e+01,"(4.405, 4.9106)","(-0.2555, 27.5069)"
8.780000000000001137e+01,"(7.8619, 8.7888)","(2.3829, 10.7331)"
8.790000000000000568e+01,"(12.8701, 14.0947)","(1.1306, 3.0188)"
8.800000000000000000e+01,"(13.0576, 12.7836)","(0.3365, 0.627)"
8.810000000000000853e+01,"(7.3994, 5.8146)","(0.4964, 0.6108)"
8.820000000000000284e+01,"(3.3581, 2.5287)","(1.59, 1.9084)"
8.830000000000001137e+01,"(2.3026, 2.1981)","(5.9254, 7.1744)"
8.840000000000000568e+01,"(3.4018, 3.7127)","(21.2512, 25.471)"
8.850000000000000000e+01,"(6.4597, 7.2821)","(20.7602, 17.8859)"
8.860000000000000853e+01,"(12.0842, 13.5275)","(15.8047, 3.7099)"
8.870000000000000284e+01,"(14.8764, 15.2481)","(17.662, 1.1331)"
8.880000000000001137e+01,"(8.7786, 6.9031)","(19.1357, 0.2569)"
8.890000000000000568e+01,"(3.5499, 2.2364)","(15.2331, -0.4475)"
8.900000000000000000e+01,"(1.1765, 0.8379)","(12.3511, -0.2885)"
8.910000000000000853e+01,"(0.9908, 1.0144)","(14.3464, 0.2546)"
8.920000000000000284e+01,"(1.8672, 2.1051)","(19.3627, 0.571)"
8.930000000000001137e+01,"(4.1544, 4.781)","(19.6755, -0.0338)"
8.940000000000000568e+01,"(9.5479, 11.0034)","(13.7442, -0.6864)"
8.950000000000000000e+01,"(16.9285, 18.6233)","(11.152, -0.2407)"
8.960000000000000853e+01,"(12.1842, 10.2944)","(14.6857, 0.4296)"
8.970000000000000284e+01,"(5.2678, 2.5753)","(21.2026, 0.7364)"
8.980000000000001137e+01,"(2.978, 0.5569)","(19.6491, -0.2835)"
8.990000000000000568e+01,"(4.1482, 0.2712)","(11.8217, -0.8916)"
9.000000000000000000e+01,"(7.4391, 0.4329)","(9.6672, -0.1733)"
9.010000000000000853e+01,"(14.2031, 0.8425)","(14.7179, 0.6061)"
9.020000000000000284e+01,"(21.5093, 0.8258)","(23.3273, 0.9769)"
9.030000000000001137e+01,"(15.6856, -0.8085)","(19.8091, -0.5674)"
9.040000000000000568e+01,"(6.5903, -1.1953)","(9.8328, -1.157)"
9.050000000000000000e+01,"(2.4334, -0.444)","(7.3414, -0.181)"
9.060000000000000853e+01,"(1.799, -0.0351)","(12.9039, 0.6692)"
9.070000000000000284e+01,"(3.1754, 0.1632)","(24.7554, 1.3952)"
9.080000000000001137e+01,"(6.7394, 0.4468)","(22.6363, -0.5211)"
9.090000000000000568e+01,"(14.7145, 0.9954)","(9.001, -1.782)"
9.100000000000000000e+01,"(24.1787, 1.0618)","(3.5098, -0.4627)"
9.110000000000000853e+01,"(15.5369, -1.222)","(5.4795, 0.2631)"
9.120000000000000284e+01,"(5.5088, -1.6344)","(14.5166, 1.1284)"
9.130000000000001137e+01,"(1.8813, -1.0899)","(32.5876, 2.1015)"
9.140000000000000568e+01,"(1.9139, -1.6251)","(18.7218, -2.2907)"
9.150000000000000000e+01,"(3.4562, -3.0527)","(6.9006, -3.4152)"
9.160000000000000853e+01,"(7.2289, -6.335)","(5.5268, -4.4964)"
9.170000000000000284e+01,"(14.2632, -12.6345)","(10.9889, -9.5291)"
9.180000000000001137e+01,"(15.9671, -15.6221)","(21.2689, -18.9541)"
9.190000000000000568e+01,"(6.2876, -8.5373)","(13.0344, -14.989)"
9.200000000000000000e+01,"(1.6515, -3.2389)","(3.3265, -6.2016)"
9.210000000000000853e+01,"(0.3168, -1.1757)","(0.6421, -1.5776)"
9.220000000000000284e+01,"(0.1212, -1.4299)","(0.1035, -0.5539)"
9.230000000000001137e+01,"(0.1886, -2.8321)","(0.1136, -1.2477)"
9.240000000000000568e+01,"(0.4533, -6.3906)","(0.4024, -4.3274)"
9.250000000000000000e+01,"(1.0473, -14.7459)","(1.5852, -16.5706)"
9.260000000000000853e+01,"(1.1874, -25.3099)","(3.0133, -43.6532)"
9.270000000000000284e+01,"(-1.3944, -15.6143)","(-6.2304, -17.3831)"
9.280000000000001137e+01,"(-1.921, -5.4351)","(-9.6714, -12.638)"
9.290000000000000568e+01,"(-1.7888, -2.5581)","(-12.8699, -13.9217)"
9.300000000000000000e+01,"(-2.8778, -3.27)","(-12.7493, -12.5979)"
9.310000000000000853e+01,"(-5.1889, -5.8267)","(-9.9087, -9.224)"
9.320000000000000284e+01,"(-9.7918, -11.007)","(-8.9359, -8.8387)"
9.330000000000001137e+01,"(-14.658, -15.7243)","(-11.2518, -11.8893)"
9.340000000000000568e+01,"(-11.2263, -9.9827)","(-14.257, -14.9014)"
9.350000000000000000e+01,"(-5.2493, -3.6417)","(-12.5863, -11.971)"
9.360000000000000853e+01,"(-2.0002, -1.4398)","(-8.847, -8.0114)"
9.370000000000000284e+01,"(-1.4748, -1.4581)","(-8.3944, -8.4586)"
9.380000000000001137e+01,"(-2.5058, -2.7882)","(-11.8865, -12.8101)"
9.390000000000000568e+01,"(-5.23, -5.9709)","(-15.3646, -16.0523)"
9.400000000000000000e+01,"(-11.049, -12.589)","(-11.9764, -10.8877)"
9.410000000000000853e+01,"(-16.3959, -17.4551)","(-7.5231, -6.6)"
9.420000000000000284e+01,"(-10.2556, -8.165)","(-7.6293, -7.8546)"
9.430000000000001137e+01,"(-4.1659, -2.1616)","(-12.3841, -13.632)"
9.440000000000000568e+01,"(-1.7063, -0.4304)","(-16.7515, -17.5741)"
9.450000000000000000e+01,"(-2.1486, -0.1712)","(-11.4665, -9.8051)"
9.460000000000000853e+01,"(-4.0968, -0.2615)","(-6.0069, -4.9181)"
9.470000000000000284e+01,"(-8.8307, -0.6006)","(-6.0337, -6.2778)"
9.480000000000001137e+01,"(-18.4164, -1.1797)","(-11.5143, -12.9841)"
9.490000000000000568e+01,"(-23.5519, -0.4608)","(-18.7604, -20.3222)"
9.500000000000000000e+01,"(-11.2379, 1.6739)","(-12.4493, -10.1902)"
9.510000000000000853e+01,"(-3.726, 1.3508)","(-5.0179, -3.2229)"
9.520000000000000284e+01,"(-1.5636, 1.0732)","(-2.5323, -2.3712)"
9.530000000000001137e+01,"(-2.0897, 1.8202)","(-5.1945, -5.9465)"
9.540000000000000568e+01,"(-4.0521, 3.5671)","(-13.8292, -16.1891)"
9.550000000000000000e+01,"(-8.6655, 7.5787)","(-22.6548, -24.1463)"
9.560000000000000853e+01,"(-16.0792, 14.3813)","(-11.1543, -6.2255)"
9.570000000000000284e+01,"(-13.8966, 14.4115)","(-6.2815, -1.3484)"
9.580000000000001137e+01,"(-4.5569, 6.9239)","(-9.3181, -0.7228)"
9.590000000000000568e+01,"(-1.0721, 2.4711)","(-20.1839, -1.3962)"
9.600000000000000000e+01,"(-0.2245, 1.3892)","(-29.1046, -0.8405)"
9.610000000000000853e+01,"(-0.1541, 2.2528)","(-12.8373, 2.2603)"
9.620000000000000284e+01,"(-0.3095, 4.642)","(-3.8941, 1.3195)"
9.630000000000001137e+01,"(-0.7322, 10.434)","(-0.7416, 0.253)"
9.640000000000000568e+01,"(-1.3066, 21.2215)","(-0.4608, -0.0105)"
9.650000000000000000e+01,"(0.1236, 21.9327)","(-1.5684, -0.137)"
9.660000000000000853e+01,"(1.8972, 8.8084)","(-5.8203, -0.5522)"
9.670000000000000284e+01,"(1.3932, 2.9258)","(-22.5392, -2.1519)"
9.680000000000001137e+01,"(1.6926, 2.0999)","(-41.7247, -1.5753)"
9.690000000000000568e+01,"(2.9825, 3.3644)","(-16.1523, 7.907)"
9.700000000000000000e+01,"(5.8402, 6.6202)","(-13.1226, 10.8618)"
9.710000000000000853e+01,"(11.4257, 12.8834)","(-13.9169, 13.2539)"
9.720000000000000284e+01,"(15.452, 16.1706)","(-11.1711, 11.6634)"
9.730000000000001137e+01,"(9.601, 7.7181)","(-8.6622, 9.1818)"
9.740000000000000568e+01,"(3.9145, 2.3542)","(-9.7388, 9.531)"
9.750000000000000000e+01,"(1.1224, 0.6204)","(-13.3956, 12.6163)"
9.760000000000000853e+01,"(0.3283, 0.2589)","(-14.458, 14.2353)"
9.770000000000000284e+01,"(0.4502, 0.4936)","(-10.0864, 10.9965)"
9.780000000000001137e+01,"(0.9999, 1.15)","(-7.6965, 8.2141)"
9.790000000000000568e+01,"(2.4608, 2.865)","(-9.8557, 9.427)"
9.800000000000000000e+01,"(6.3506, 7.4237)","(-14.7191, 13.671)"
9.810000000000000853e+01,"(14.8471, 17.0649)","(-14.7525, 14.7613)"
9.820000000000000284e+01,"(17.0934, 16.913)","(-8.6356, 9.9205)"
9.830000000000001137e+01,"(8.0587, 4.3818)","(-6.5584, 7.0223)"
9.840000000000000568e+01,"(4.9599, 0.9965)","(-9.7742, 9.1231)"
9.850000000000000000e+01,"(6.208, 0.3858)","(-16.2026, 14.7997)"
9.860000000000000853e+01,"(9.6421, 0.4634)","(-15.2043, 15.4621)"
9.870000000000000284e+01,"(15.3334, 0.6983)","(-7.1161, 8.8605)"
9.880000000000001137e+01,"(18.6424, 0.3466)","(-4.9304, 5.4223)"
9.890000000000000568e+01,"(13.1983, -0.6901)","(-8.5213, 7.7941)"
9.900000000000000000e+01,"(7.1308, -0.712)","(-16.9342, 15.0639)"
9.910000000000000853e+01,"(5.0793, -0.2013)","(-17.6057, 17.5729)"
9.920000000000000284e+01,"(6.5357, 0.1761)","(-6.2986, 8.8883)"
9.930000000000001137e+01,"(10.879, 0.5297)","(-2.4548, 3.3554)"
9.940000000000000568e+01,"(17.4246, 0.7815)","(-3.8526, 3.5846)"
9.950000000000000000e+01,"(18.5761, 0.0604)","(-10.1928, 8.7653)"
9.960000000000000853e+01,"(10.9464, -0.9473)","(-23.2913, 20.3669)"
9.970000000000000284e+01,"(5.4643, -0.6288)","(-13.4395, 15.9512)"
9.980000000000001137e+01,"(4.2536, -0.1043)","(-2.8761, 7.4155)"
9.990000000000000568e+01,"(6.2334, 0.2362)","(-0.7245, 5.8834)"
1.000000000000000000e+02,"(11.177, 0.6082)","(-0.8669, 11.7856)"
