time,A,B
3.450000000000000000e+01,"(-0.6884, -9.3634)","(-4.3125, -1.5147)"
3.460000000000000142e+01,"(-0.3173, -6.3913)","(-3.7484, -0.42)"
3.470000000000000284e+01,"(0.0821, -7.0032)","(-8.853, -0.7094)"
3.480000000000000426e+01,"(0.4185, -10.4715)","(-24.2701, -1.9378)"
3.489999999999999858e+01,"(0.6468, -15.8873)","(-31.4823, -0.3442)"
3.500000000000000000e+01,"(0.184, -17.8621)","(-11.0064, 3.9797)"
3.510000000000000142e+01,"(-0.6979, -12.2328)","(-6.0299, 4.3953)"
3.520000000000000284e+01,"(-0.598, -7.0208)","(-9.3585, 8.1327)"
3.530000000000000426e+01,"(-0.127, -5.6831)","(-18.1931, 16.1194)"
3.539999999999999858e+01,"(0.237, -7.6578)","(-16.6699, 17.1213)"
3.550000000000000000e+01,"(0.5795, -12.4228)","(-5.3337, 8.0523)"
3.560000000000000142e+01,"(0.6636, -18.1226)","(-1.8679, 2.6831)"
3.570000000000000284e+01,"(-0.2387, -16.6819)","(-3.0067, 2.7839)"
3.580000000000000426e+01,"(-0.8707, -9.5126)","(-8.4574, 7.2251)"
3.589999999999999858e+01,"(-0.4455, -5.4135)","(-22.2422, 19.1037)"
3.600000000000000000e+01,"(0.0066, -5.3077)","(-17.1182, 18.7154)"
3.610000000000000142e+01,"(0.3508, -8.2206)","(-3.5339, 9.2948)"
3.620000000000000284e+01,"(0.7144, -14.0729)","(-0.9323, 8.0271)"
3.630000000000000426e+01,"(0.6215, -19.6099)","(-0.9968, 14.7884)"
3.639999999999999858e+01,"(-0.6008, -15.1725)","(-1.4052, 26.7357)"
3.650000000000000000e+01,"(-0.9267, -7.5827)","(1.0975, 19.712)"
3.660000000000000142e+01,"(-0.3463, -4.1965)","(1.6346, 7.3443)"
3.670000000000000284e+01,"(0.0651, -4.6452)","(0.3093, 3.0111)"
3.680000000000000426e+01,"(0.3934, -7.885)","(-0.3259, 5.6433)"
3.689999999999999858e+01,"(0.8023, -14.4143)","(-1.2428, 15.5315)"
3.700000000000000000e+01,"(0.7139, -20.8013)","(-2.1159, 34.0893)"
3.710000000000000142e+01,"(-0.7644, -15.1717)","(2.7665, 17.1459)"
3.720000000000000284e+01,"(-1.0642, -6.7724)","(3.7696, 6.8449)"
3.730000000000000426e+01,"(-0.3784, -3.0452)","(5.5512, 6.6349)"
3.739999999999999858e+01,"(0.0188, -3.0291)","(11.4825, 13.1531)"
3.750000000000000000e+01,"(0.2845, -5.3849)","(19.3553, 21.0793)"
3.760000000000000142e+01,"(0.6862, -10.8852)","(12.463, 9.9534)"
3.770000000000000284e+01,"(1.1017, -20.0541)","(4.8052, 2.7952)"
3.780000000000000426e+01,"(-0.1075, -20.4086)","(1.5716, 1.2992)"
3.789999999999999858e+01,"(-1.4899, -9.2052)","(2.9064, 3.3137)"
3.800000000000000000e+01,"(-0.8574, -3.0547)","(8.4916, 10.0575)"
3.810000000000000142e+01,"(-0.2377, -0.7661)","(22.3674, 25.9157)"
3.820000000000000284e+01,"(-0.0293, -0.2301)","(16.1466, 12.5352)"
3.830000000000000426e+01,"(0.0192, -0.3881)","(9.7171, 2.6635)"
3.840000000000000568e+01,"(0.0658, -0.9157)","(11.3404, 0.9372)"
3.850000000000000000e+01,"(0.1801, -2.3291)","(19.8688, 1.1402)"
3.860000000000000142e+01,"(0.4988, -6.2392)","(24.7962, 0.452)"
3.870000000000000284e+01,"(1.2744, -16.3706)","(13.4133, -1.4309)"
3.880000000000000426e+01,"(1.3219, -28.6393)","(6.4107, -0.7137)"
3.890000000000000568e+01,"(-2.2271, -13.7748)","(7.8474, 0.221)"
3.900000000000000000e+01,"(-3.038, -5.6213)","(17.0552, 1.1213)"
3.910000000000000142e+01,"(-4.0943, -4.8389)","(29.3244, 1.3336)"
3.920000000000000284e+01,"(-6.0597, -6.6295)","(16.0911, -1.8821)"
3.930000000000000426e+01,"(-9.2081, -10.0274)","(5.2804, -1.6089)"
3.940000000000000568e+01,"(-12.1095, -12.7476)","(1.1865, -0.3156)"
3.950000000000000000e+01,"(-10.6961, -10.161)","(1.3272, 0.0589)"
3.960000000000000142e+01,"(-6.8211, -5.8552)","(4.2102, 0.362)"
3.970000000000000284e+01,"(-4.6261, -4.2227)","(14.7158, 1.3547)"
3.980000000000000426e+01,"(-4.9466, -5.0996)","(39.9748, 2.9346)"
3.990000000000000568e+01,"(-7.3073, -7.9352)","(17.7148, -4.468)"
4.000000000000000000e+01,"(-11.0429, -11.9679)","(10.9334, -7.6671)"
4.010000000000000142e+01,"(-12.4603, -12.6307)","(12.6835, -11.3193)"
4.020000000000000284e+01,"(-8.8436, -7.8032)","(15.1422, -14.4455)"
4.030000000000000426e+01,"(-5.174, -4.3644)","(11.3583, -12.1238)"
4.040000000000000568e+01,"(-4.0607, -3.9175)","(7.585, -8.3834)"
4.050000000000000000e+01,"(-5.3305, -5.6959)","(8.5592, -8.3858)"
4.060000000000000142e+01,"(-8.587, -9.4388)","(13.4039, -12.3669)"
4.070000000000000284e+01,"(-12.543, -13.4669)","(16.2379, -15.644)"
4.080000000000000426e+01,"(-11.8, -11.3658)","(10.1585, -11.4401)"
4.090000000000000568e+01,"(-7.084, -5.8418)","(6.1551, -7.0251)"
4.100000000000000000e+01,"(-3.9931, -3.398)","(7.8856, -7.5615)"
4.110000000000000142e+01,"(-3.7174, -3.7506)","(14.2065, -12.8309)"
4.120000000000000284e+01,"(-5.6217, -6.1396)","(17.8539, -17.1073)"
4.130000000000000426e+01,"(-9.6083, -10.645)","(9.0932, -10.9777)"
4.140000000000000568e+01,"(-13.5551, -14.4149)","(4.3769, -5.4416)"
4.150000000000000000e+01,"(-11.0081, -10.0867)","(5.8845, -5.6082)"
4.160000000000000142e+01,"(-5.8384, -4.5263)","(12.8302, -11.2977)"
4.170000000000000284e+01,"(-3.0906, -2.6195)","(21.1524, -19.374)"
4.180000000000000426e+01,"(-3.1609, -3.2609)","(10.2041, -12.6842)"
4.190000000000000568e+01,"(-5.2341, -5.7942)","(2.8348, -4.9189)"
4.200000000000000000e+01,"(-9.6061, -10.7541)","(1.1912, -1.4967)"
4.210000000000000142e+01,"(-14.3045, -15.3442)","(2.9651, -2.6095)"
4.220000000000000284e+01,"(-11.3333, -10.2319)","(9.0723, -7.6557)"
4.230000000000000426e+01,"(-5.5145, -3.9729)","(24.8417, -21.2709)"
4.240000000000000568e+01,"(-2.3228, -1.7723)","(14.6706, -17.5653)"
4.250000000000000000e+01,"(-1.9489, -1.9604)","(3.0314, -10.3073)"
4.260000000000000142e+01,"(-3.2992, -3.6675)","(0.9878, -11.3762)"
4.270000000000000284e+01,"(-6.675, -7.5866)","(1.097, -19.4134)"
4.280000000000000426e+01,"(-12.8827, -14.471)","(0.4907, -24.5087)"
4.290000000000000568e+01,"(-15.1429, -15.3011)","(-1.3282, -13.9246)"
4.300000000000000000e+01,"(-8.1799, -6.0175)","(-0.7169, -6.9422)"
4.310000000000000142e+01,"(-3.0634, -1.6606)","(0.2197, -8.3739)"
4.320000000000000284e+01,"(-0.858, -0.3357)","(1.1099, -17.5279)"
4.330000000000000426e+01,"(-0.5315, -0.073)","(1.1783, -28.5718)"
4.340000000000000568e+01,"(-1.0021, -0.072)","(-1.796, -15.6357)"
4.350000000000000000e+01,"(-2.3009, -0.167)","(-1.3905, -5.2974)"
4.360000000000000142e+01,"(-5.75, -0.4395)","(-0.1788, -2.0984)"
4.370000000000000284e+01,"(-14.4833, -1.1002)","(0.3084, -4.6466)"
4.380000000000000426e+01,"(-27.0126, -1.4218)","(1.1646, -13.8178)"
4.390000000000000568e+01,"(-16.0552, 1.6359)","(2.476, -34.8027)"
4.400000000000000000e+01,"(-5.8058, 2.5261)","(-2.7868, -19.1448)"
4.410000000000000142e+01,"(-3.8679, 3.0436)","(-4.9171, -8.4402)"
4.420000000000000284e+01,"(-5.2071, 4.6923)","(-7.383, -8.6792)"
4.430000000000000426e+01,"(-8.5083, 7.7006)","(-13.4182, -15.0628)"
4.440000000000000568e+01,"(-12.9549, 11.9204)","(-17.3002, -17.8949)"
4.450000000000000000e+01,"(-12.532, 12.6005)","(-10.3245, -8.2312)"
4.460000000000000142e+01,"(-6.7702, 8.0382)","(-4.8489, -3.8501)"
4.470000000000000284e+01,"(-3.5655, 4.3397)","(-5.2229, -5.5388)"
4.480000000000000426e+01,"(-3.3857, 3.4689)","(-11.1105, -12.7032)"
4.490000000000000568e+01,"(-5.3203, 4.9154)","(-19.9862, -21.9735)"
4.500000000000000000e+01,"(-9.3879, 8.4554)","(-12.8859, -10.1652)"
4.510000000000000142e+01,"(-14.1564, 13.0646)","(-4.9735, -2.5344)"
4.520000000000000284e+01,"(-11.8076, 12.3022)","(-1.1356, -0.463)"
4.530000000000000426e+01,"(-5.4415, 6.8994)","(-0.3171, -0.0673)"
4.540000000000000568e+01,"(-2.6929, 3.3731)","(-0.6628, -0.0623)"
4.550000000000000000e+01,"(-2.7732, 2.7948)","(-2.3578, -0.2221)"
4.560000000000000142e+01,"(-4.7495, 4.3281)","(-9.4341, -0.9224)"
4.570000000000000284e+01,"(-9.0124, 8.0278)","(-35.0403, -3.2117)"
4.580000000000000426e+01,"(-14.7873, 13.4649)","(-25.8911, 2.7038)"
4.590000000000000568e+01,"(-12.7299, 13.1756)","(-14.7356, 9.6432)"
4.600000000000000000e+01,"(-5.2289, 6.984)","(-14.1151, 12.671)"
4.610000000000000142e+01,"(-1.981, 2.8349)","(-12.3649, 12.4939)"
4.620000000000000284e+01,"(-1.4925, 1.618)","(-9.0157, 9.6804)"
4.630000000000000426e+01,"(-2.5934, 2.3741)","(-8.8496, 8.899)"
4.640000000000000568e+01,"(-5.3533, 4.7176)","(-12.1034, 11.4196)"
4.650000000000000000e+01,"(-11.2287, 9.8588)","(-15.027, 14.4019)"
4.660000000000000142e+01,"(-17.2423, 15.9007)","(-11.7143, 12.4092)"
4.670000000000000284e+01,"(-9.9071, 11.5316)","(-7.8155, 8.6407)"
4.680000000000000426e+01,"(-2.8831, 4.935)","(-8.4979, 8.3854)"
4.690000000000000568e+01,"(-0.6146, 1.6284)","(-13.0747, 12.0997)"
4.700000000000000000e+01,"(-0.1484, 1.2111)","(-16.1495, 15.5004)"
4.710000000000000142e+01,"(-0.1464, 2.1857)","(-10.5601, 11.7382)"
4.720000000000000284e+01,"(-0.3274, 4.7368)","(-6.3944, 7.295)"
4.730000000000000426e+01,"(-0.7914, 11.0001)","(-7.8682, 7.5975)"
4.740000000000000568e+01,"(-1.3768, 22.4404)","(-13.8931, 12.5871)"
4.750000000000000000e+01,"(0.3751, 21.28)","(-17.7068, 16.9172)"
4.760000000000000142e+01,"(2.0384, 8.0389)","(-9.4782, 11.2418)"
4.770000000000000284e+01,"(1.6403, 2.9314)","(-4.6723, 5.7494)"
4.780000000000000426e+01,"(2.3248, 2.7467)","(-6.1142, 5.8525)"
4.790000000000000568e+01,"(4.0502, 4.5416)","(-12.9498, 11.447)"
4.800000000000000000e+01,"(7.6865, 8.6651)","(-20.6898, 19.0407)"
4.810000000000000142e+01,"(13.3253, 14.7185)","(-10.1552, 12.5198)"
4.820000000000000284e+01,"(13.6355, 13.3308)","(-3.0276, 4.9349)"
4.830000000000000426e+01,"(7.2788, 5.4389)","(-1.8388, 2.0567)"
4.840000000000000568e+01,"(2.8666, 1.91)","(-4.6844, 4.0962)"
4.850000000000000000e+01,"(1.3452, 1.1722)","(-13.4969, 11.4559)"
4.860000000000000142e+01,"(1.8155, 1.9657)","(-26.4331, 23.7158)"
4.870000000000000284e+01,"(3.6143, 4.1031)","(-8.1395, 12.9703)"
4.880000000000000426e+01,"(7.8687, 9.0196)","(-1.7946, 7.707)"
4.890000000000000568e+01,"(14.9515, 16.7034)","(-0.8083, 10.4227)"
4.900000000000000000e+01,"(14.1656, 13.3971)","(-1.3032, 20.4993)"
4.910000000000000142e+01,"(6.5647, 4.0849)","(-0.5642, 26.8587)"
4.920000000000000284e+01,"(2.4545, 0.8968)","(1.8668, 12.6529)"
4.930000000000000426e+01,"(2.0275, 0.2301)","(0.9009, 4.5247)"
4.940000000000000568e+01,"(3.4981, 0.2203)","(-0.0483, 4.0575)"
4.950000000000000000e+01,"(7.1653, 0.4692)","(-0.7438, 10.13)"
4.960000000000000142e+01,"(15.1433, 0.9944)","(-1.9962, 26.3335)"
4.970000000000000284e+01,"(23.7092, 0.9476)","(0.342, 28.0344)"
4.980000000000000426e+01,"(14.8978, -1.2194)","(3.6233, 9.6777)"
4.990000000000000568e+01,"(5.3432, -1.4811)","(3.7542, 5.1346)"
5.000000000000000000e+01,"(1.5971, -0.802)","(7.2767, 8.4187)"
5.010000000000000142e+01,"(1.2477, -1.0189)","(15.7534, 18.0016)"
5.020000000000000284e+01,"(2.2263, -1.9551)","(18.62, 18.5685)"
5.030000000000000426e+01,"(4.8162, -4.199)","(8.6889, 5.3833)"
5.040000000000000568e+01,"(10.7739, -9.3783)","(2.6179, 1.2141)"
5.050000000000000000e+01,"(18.1034, -16.4649)","(0.4684, 0.1951)"
5.060000000000000142e+01,"(10.6292, -12.3127)","(0.0528, 0.03)"
5.070000000000000284e+01,"(2.8078, -5.3039)","(0.0807, 0.0945)"
5.080000000000000426e+01,"(0.5828, -2.4645)","(0.3106, 0.3766)"
5.090000000000000568e+01,"(0.2349, -3.1451)","(1.3054, 1.5948)"
5.100000000000000000e+01,"(0.3438, -5.7066)","(5.8573, 7.1857)"
5.110000000000000142e+01,"(0.73, -11.5004)","(23.9836, 29.0156)"
5.120000000000000284e+01,"(1.0922, -20.6529)","(20.2997, 15.1793)"
5.130000000000000426e+01,"(-0.2771, -19.6013)","(20.1778, 3.6233)"
5.140000000000000568e+01,"(-1.4788, -8.5527)","(20.1197, 0.7055)"
5.150000000000000000e+01,"(-0.7864, -2.7912)","(14.0126, -0.6426)"
5.160000000000000142e+01,"(-0.2004, -0.7053)","(10.1019, -0.382)"
5.170000000000000284e+01,"(-0.0168, -0.3247)","(12.745, 0.3375)"
5.180000000000000426e+01,"(0.0373, -0.6452)","(20.4282, 0.8974)"
5.190000000000000568e+01,"(0.111, -1.5264)","(22.2877, 0.0904)"
5.200000000000000000e+01,"(0.3012, -3.8893)","(12.8199, -1.1355)"
5.210000000000000142e+01,"(0.8086, -10.2548)","(8.1065, -0.447)"
5.220000000000000284e+01,"(1.6333, -23.6831)","(11.4371, 0.4161)"
5.230000000000000426e+01,"(-0.3915, -23.2049)","(21.3692, 1.1805)"
5.240000000000000568e+01,"(-2.7506, -8.318)","(24.7455, 0.2022)"
5.250000000000000000e+01,"(-3.1027, -4.4013)","(11.8573, -1.6263)"
5.260000000000000142e+01,"(-4.5628, -5.1103)","(5.2993, -0.6375)"
5.270000000000000284e+01,"(-7.071, -7.7557)","(7.0455, 0.2509)"
5.280000000000000426e+01,"(-10.8059, -11.7436)","(16.5054, 1.1625)"
5.290000000000000568e+01,"(-12.524, -12.7814)","(30.7825, 1.5825)"
5.300000000000000000e+01,"(-9.1145, -8.1138)","(16.5238, -2.1123)"
5.310000000000000142e+01,"(-5.3423, -4.4944)","(5.3918, -2.0981)"
5.320000000000000284e+01,"(-4.0677, -3.8899)","(2.1615, -1.5173)"
5.330000000000000426e+01,"(-5.2131, -5.5497)","(3.9387, -3.3362)"
5.340000000000000568e+01,"(-8.3542, -9.1779)","(11.373, -9.6021)"
5.350000000000000000e+01,"(-12.3696, -13.32)","(26.7224, -23.3478)"
5.360000000000000142e+01,"(-12.0092, -11.6735)","(10.4286, -14.7264)"
5.370000000000000284e+01,"(-7.3434, -6.0981)","(2.2768, -9.0103)"
5.380000000000000426e+01,"(-4.1079, -3.4701)","(0.8875, -11.2293)"
5.390000000000000568e+01,"(-3.6896, -3.6945)","(1.1995, -20.3749)"
5.400000000000000000e+01,"(-5.484, -5.9745)","(0.4191, -25.2262)"
5.410000000000000142e+01,"(-9.3592, -10.3697)","(-1.5662, -12.8602)"
5.420000000000000284e+01,"(-13.4477, -14.3582)","(-0.7264, -5.7195)"
5.430000000000000426e+01,"(-11.2752, -10.4441)","(0.2012, -6.9484)"
5.440000000000000568e+01,"(-6.07, -4.7327)","(1.0927, -15.8735)"
5.450000000000000000e+01,"(-3.1784, -2.6694)","(1.6049, -30.1364)"
5.460000000000000142e+01,"(-3.1363, -3.2149)","(-1.9013, -17.4327)"
5.470000000000000284e+01,"(-5.1212, -5.6584)","(-2.0478, -5.7181)"
5.480000000000000426e+01,"(-9.381, -10.5014)","(-1.1168, -1.7764)"
5.490000000000000568e+01,"(-14.1872, -15.2692)","(-2.1908, -2.6129)"
5.500000000000000000e+01,"(-11.5806, -10.5692)","(-6.3967, -7.6001)"
5.510000000000000142e+01,"(-5.7219, -4.1582)","(-19.0637, -22.4919)"
5.520000000000000284e+01,"(-2.4213, -1.839)","(-20.3959, -18.9653)"
5.530000000000000426e+01,"(-1.9725, -1.9719)","(-11.3717, -3.7651)"
5.540000000000000568e+01,"(-3.2924, -3.6531)","(-11.464, -1.1034)"
5.550000000000000000e+01,"(-6.6205, -7.5189)","(-18.6923, -1.034)"
5.560000000000000142e+01,"(-12.7607, -14.3337)","(-23.9669, -0.5417)"
5.570000000000000284e+01,"(-15.1525, -15.3545)","(-14.7642, 1.1563)"
5.580000000000000426e+01,"(-8.2805, -6.1478)","(-7.8218, 0.7218)"
5.590000000000000568e+01,"(-3.1247, -1.7252)","(-9.1181, -0.2037)"
5.600000000000000000e+01,"(-0.8492, -0.3645)","(-17.9396, -1.0623)"
5.610000000000000142e+01,"(-0.3589, -0.0666)","(-27.3252, -0.9795)"
5.620000000000000284e+01,"(-0.6139, -0.0471)","(-15.3105, 1.6191)"
5.630000000000000426e+01,"(-1.4029, -0.1023)","(-5.7099, 1.1488)"
5.640000000000000568e+01,"(-3.5254, -0.2709)","(-4.0742, 0.0533)"
5.650000000000000000e+01,"(-9.2544, -0.7285)","(-9.4135, -0.6465)"
5.660000000000000142e+01,"(-22.0361, -1.5708)","(-24.1655, -1.824)"
5.670000000000000284e+01,"(-25.0072, -0.0513)","(-29.7684, -0.214)"
5.680000000000000426e+01,"(-9.2298, 2.6642)","(-10.4652, 3.3532)"
5.690000000000000568e+01,"(-4.4532, 2.9518)","(-4.5553, 3.0433)"
5.700000000000000000e+01,"(-4.8586, 4.2931)","(-6.5732, 5.625)"
5.710000000000000142e+01,"(-7.2947, 6.6452)","(-15.1389, 13.086)"
5.720000000000000284e+01,"(-11.2937, 10.3498)","(-22.4085, 20.9455)"
5.730000000000000426e+01,"(-13.1161, 12.6843)","(-7.3697, 10.9972)"
5.740000000000000568e+01,"(-8.7668, 9.6918)","(-1.5938, 4.1625)"
5.750000000000000000e+01,"(-4.7122, 5.6544)","(-0.3758, 2.91)"
5.760000000000000142e+01,"(-3.7446, 4.0025)","(-0.5474, 6.7078)"
5.770000000000000284e+01,"(-5.1376, 4.8654)","(-1.6401, 19.5488)"
5.780000000000000426e+01,"(-8.5248, 7.7603)","(-1.6665, 36.1717)"
5.790000000000000568e+01,"(-12.9725, 11.951)","(4.0245, 13.7192)"
5.800000000000000000e+01,"(-12.4765, 12.5631)","(4.9134, 7.1526)"
5.810000000000000142e+01,"(-6.7307, 7.9964)","(8.3567, 9.6084)"
5.820000000000000284e+01,"(-3.5658, 4.3304)","(15.3411, 17.1558)"
5.830000000000000426e+01,"(-3.4141, 3.4912)","(16.5518, 16.3026)"
5.840000000000000568e+01,"(-5.3732, 4.9623)","(8.4922, 6.2276)"
5.850000000000000000e+01,"(-9.4645, 8.5263)","(3.87, 3.1923)"
5.860000000000000142e+01,"(-14.1758, 13.0974)","(5.2409, 5.7406)"
5.870000000000000284e+01,"(-11.6975, 12.2198)","(12.1182, 13.9806)"
5.880000000000000426e+01,"(-5.3857, 6.8333)","(21.0578, 22.9138)"
5.890000000000000568e+01,"(-2.696, 3.361)","(11.8523, 8.4082)"
5.900000000000000000e+01,"(-2.8176, 2.8305)","(4.6198, 1.8588)"
5.910000000000000142e+01,"(-4.8358, 4.4041)","(2.8774, 0.4073)"
5.920000000000000284e+01,"(-9.1547, 8.1569)","(6.3304, 0.5158)"
5.930000000000000426e+01,"(-14.8569, 13.5523)","(18.2943, 1.5328)"
5.940000000000000568e+01,"(-12.5184, 13.0243)","(36.2723, 1.9002)"
5.950000000000000000e+01,"(-5.1157, 6.8543)","(14.4959, -3.7738)"
5.960000000000000142e+01,"(-1.9666, 2.7902)","(7.1546, -4.7215)"
5.970000000000000284e+01,"(-1.5462, 1.658)","(9.0819, -7.8576)"
5.980000000000000426e+01,"(-2.7105, 2.4762)","(16.5588, -14.7391)"
5.990000000000000568e+01,"(-5.5926, 4.9278)","(17.2898, -17.1963)"
6.000000000000000000e+01,"(-11.6253, 10.2199)","(6.7246, -9.0843)"
6.010000000000000142e+01,"(-17.184, 15.95)","(3.0632, -3.8982)"
6.020000000000000284e+01,"(-9.3592, 11.0925)","(5.0352, -4.6564)"
6.030000000000000426e+01,"(-2.7081, 4.6801)","(12.4725, -10.7982)"
6.040000000000000568e+01,"(-0.5742, 1.5113)","(23.291, -20.9601)"
6.050000000000000000e+01,"(-0.1367, 1.0969)","(10.1015, -13.2345)"
6.060000000000000142e+01,"(-0.1348, 1.9916)","(2.2477, -5.4712)"
6.070000000000000284e+01,"(-0.303, 4.3516)","(0.4943, -3.4318)"
6.080000000000000426e+01,"(-0.7442, 10.2311)","(0.5786, -7.2396)"
6.090000000000000568e+01,"(-1.3911, 21.6836)","(1.6164, -19.9148)"
6.100000000000000000e+01,"(0.13, 22.5783)","(1.4447, -34.6313)"
6.110000000000000142e+01,"(2.0965, 8.7262)","(-3.6195, -13.2489)"
6.120000000000000284e+01,"(1.769, 3.2103)","(-3.9921, -6.1225)"
6.130000000000000426e+01,"(2.4701, 2.9265)","(-6.8277, -7.9417)"
6.140000000000000568e+01,"(4.229, 4.7317)","(-14.0319, -15.9795)"
6.150000000000000000e+01,"(7.8597, 8.8346)","(-18.8318, -19.5033)"
6.160000000000000142e+01,"(13.272, 14.5987)","(-9.8911, -7.0324)"
6.170000000000000284e+01,"(13.3206, 12.969)","(-3.4216, -2.1186)"
6.180000000000000426e+01,"(7.1897, 5.4448)","(-2.0562, -2.061)"
6.190000000000000568e+01,"(2.9616, 2.0789)","(-4.9471, -5.7501)"
6.200000000000000000e+01,"(1.6811, 1.5444)","(-14.1722, -16.7142)"
6.210000000000000142e+01,"(2.4301, 2.6491)","(-23.6243, -25.1463)"
6.220000000000000284e+01,"(4.7913, 5.4314)","(-11.6903, -5.8433)"
6.230000000000000426e+01,"(9.9341, 11.3025)","(-8.1451, -1.3624)"
6.240000000000000568e+01,"(15.8374, 17.1391)","(-12.8771, -0.8866)"
6.250000000000000000e+01,"(11.4182, 9.7941)","(-23.7898, -1.3469)"
6.260000000000000142e+01,"(4.8863, 2.8838)","(-22.9903, 0.3261)"
6.270000000000000284e+01,"(1.565, 0.6274)","(-9.7363, 1.683)"
6.280000000000000426e+01,"(0.9933, 0.1383)","(-4.3228, 0.4663)"
6.290000000000000568e+01,"(1.7597, 0.1212)","(-6.8406, -0.324)"
6.300000000000000000e+01,"(3.8289, 0.2664)","(-17.0834, -1.2703)"
6.310000000000000142e+01,"(9.0526, 0.6625)","(-32.2518, -1.6581)"
6.320000000000000284e+01,"(20.0592, 1.3532)","(-15.6423, 2.5097)"
6.330000000000000426e+01,"(24.3647, 0.3001)","(-5.3674, 2.5391)"
6.340000000000000568e+01,"(10.0645, -2.0824)","(-3.8133, 3.0415)"
6.350000000000000000e+01,"(3.6323, -1.865)","(-8.1636, 6.9964)"
6.360000000000000142e+01,"(2.974, -2.4648)","(-20.0206, 17.2831)"
6.370000000000000284e+01,"(4.6252, -4.1384)","(-18.7354, 19.3495)"
6.380000000000000426e+01,"(8.4797, -7.5592)","(-4.2465, 8.8521)"
6.390000000000000568e+01,"(14.1334, -12.8279)","(-0.909, 5.0925)"
6.400000000000000000e+01,"(13.3493, -13.514)","(-0.6769, 8.8129)"
6.410000000000000853e+01,"(5.9378, -7.6246)","(-1.5351, 20.88)"
6.420000000000000284e+01,"(2.3507, -3.2789)","(-0.885, 30.6993)"
6.429999999999999716e+01,"(1.7538, -1.9089)","(2.7449, 12.2538)"
6.440000000000000568e+01,"(2.9281, -2.6959)","(1.9747, 3.9631)"
6.450000000000000000e+01,"(5.8829, -5.2045)","(2.5291, 3.1279)"
6.460000000000000853e+01,"(11.8522, -10.4638)","(6.2483, 7.3348)"
6.470000000000000284e+01,"(16.7269, -15.6454)","(16.8327, 19.6971)"
6.479999999999999716e+01,"(9.0165, -10.7167)","(20.954, 20.7772)"
6.490000000000000568e+01,"(2.7473, -4.5383)","(10.0325, 4.4627)"
6.500000000000000000e+01,"(0.6657, -1.3513)","(7.2437, 1.0558)"
6.510000000000000853e+01,"(0.1191, -0.3285)","(12.6131, 0.882)"
6.520000000000000284e+01,"(0.0286, -0.2352)","(24.911, 1.5058)"
6.529999999999999716e+01,"(0.0364, -0.4904)","(23.4426, -0.4665)"
6.540000000000000568e+01,"(0.091, -1.1998)","(9.001, -1.9576)"
6.550000000000000000e+01,"(0.2501, -3.1578)","(2.8598, -0.5645)"
6.560000000000000853e+01,"(0.6949, -8.6118)","(3.4641, 0.1296)"
6.570000000000000284e+01,"(1.5982, -21.532)","(9.621, 0.7676)"
6.579999999999999716e+01,"(0.273, -26.4387)","(27.1481, 2.1772)"
6.590000000000000568e+01,"(-2.8541, -9.7922)","(29.1078, -0.4286)"
6.600000000000000000e+01,"(-3.3745, -4.9917)","(10.3423, -4.4801)"
6.610000000000000853e+01,"(-4.8197, -5.4169)","(7.0649, -5.5454)"
6.620000000000000284e+01,"(-7.1402, -7.7774)","(11.6474, -10.2357)"
6.629999999999999716e+01,"(-10.4431, -11.2706)","(19.1316, -17.421)"
6.640000000000000568e+01,"(-12.0301, -12.285)","(12.5778, -14.0409)"
6.650000000000000000e+01,"(-9.2344, -8.4099)","(4.4737, -6.3944)"
6.660000000000000853e+01,"(-5.8471, -5.0791)","(3.2537, -3.5158)"
6.670000000000000284e+01,"(-4.6689, -4.4977)","(7.2174, -6.3929)"
6.679999999999999716e+01,"(-5.8034, -6.1371)","(17.4802, -15.1456)"
6.690000000000000568e+01,"(-8.7746, -9.5455)","(20.7696, -20.2841)"
6.700000000000000000e+01,"(-12.0671, -12.8201)","(5.5887, -9.5733)"
6.710000000000000853e+01,"(-11.2411, -10.8352)","(1.1294, -3.7936)"
6.720000000000000284e+01,"(-7.1956, -6.1537)","(0.4181, -4.3717)"
6.729999999999999716e+01,"(-4.5884, -4.0869)","(0.8801, -10.9437)"
6.740000000000000568e+01,"(-4.5814, -4.6657)","(2.1699, -28.5758)"
6.750000000000000000e+01,"(-6.698, -7.2674)","(-0.9484, -25.9341)"
6.760000000000000853e+01,"(-10.489, -11.4476)","(-3.9411, -9.145)"
6.770000000000000284e+01,"(-12.8318, -13.2542)","(-4.6672, -5.9871)"
6.779999999999999716e+01,"(-9.6216, -8.6358)","(-9.1221, -10.4697)"
6.790000000000000568e+01,"(-5.4877, -4.5266)","(-17.5925, -19.7116)"
6.800000000000000000e+01,"(-3.8291, -3.5749)","(-15.6396, -14.3577)"
6.810000000000000853e+01,"(-4.7017, -4.9755)","(-6.8311, -4.2487)"
6.820000000000000284e+01,"(-7.622, -8.3948)","(-2.1207, -1.5201)"
6.829999999999999716e+01,"(-11.98, -13.0493)","(-2.6299, -2.9014)"
6.840000000000000568e+01,"(-12.7941, -12.7483)","(-7.1918, -8.4635)"
6.850000000000000000e+01,"(-8.0758, -6.7542)","(-19.6358, -22.9317)"
6.860000000000000853e+01,"(-4.2271, -3.4161)","(-18.687, -16.7999)"
6.870000000000000284e+01,"(-3.2488, -3.1474)","(-9.7943, -3.4193)"
