time,A,B
3.360000000000000142e+01,"(-9.1691, -10.1053)","(-5.706, -27.2635)"
3.370000000000000284e+01,"(-16.4142, -18.1965)","(-4.9795, -18.4068)"
3.380000000000000426e+01,"(-15.5856, -14.7593)","(-2.3706, -6.491)"
3.389999999999999858e+01,"(-7.5075, -5.3285)","(-0.6275, -1.9561)"
3.400000000000000000e+01,"(-3.5752, -3.0875)","(-0.6717, -3.2181)"
3.410000000000000142e+01,"(-5.5811, -6.2086)","(-1.8517, -9.5338)"
3.420000000000000284e+01,"(-13.2208, -15.2831)","(-5.4556, -27.9921)"
3.430000000000000426e+01,"(-21.1825, -22.6332)","(-6.8956, -27.7939)"
3.439999999999999858e+01,"(-10.9444, -7.1504)","(-5.0298, -10.662)"
3.450000000000000000e+01,"(-4.3125, -1.5147)","(-5.6082, -9.1069)"
3.460000000000000142e+01,"(-3.7484, -0.42)","(-9.6474, -14.9493)"
3.470000000000000284e+01,"(-8.853, -0.7094)","(-13.7328, -20.6865)"
3.480000000000000426e+01,"(-24.2701, -1.9378)","(-9.4313, -12.7955)"
3.489999999999999858e+01,"(-31.4823, -0.3442)","(-4.6697, -6.0675)"
3.500000000000000000e+01,"(-11.0064, 3.9797)","(-4.3092, -6.362)"
3.510000000000000142e+01,"(-6.0299, 4.3953)","(-8.4387, -13.1122)"
3.520000000000000284e+01,"(-9.3585, 8.1327)","(-15.2263, -23.3838)"
3.530000000000000426e+01,"(-18.1931, 16.1194)","(-10.8918, -14.7151)"
3.539999999999999858e+01,"(-16.6699, 17.1213)","(-4.3654, -5.0176)"
3.550000000000000000e+01,"(-5.3337, 8.0523)","(-1.4103, -1.8241)"
3.560000000000000142e+01,"(-1.8679, 2.6831)","(-2.3614, -3.6628)"
3.570000000000000284e+01,"(-3.0067, 2.7839)","(-6.7489, -10.7245)"
3.580000000000000426e+01,"(-8.4574, 7.2251)","(-17.6854, -27.8468)"
3.589999999999999858e+01,"(-22.2422, 19.1037)","(-12.9903, -17.1386)"
3.600000000000000000e+01,"(-17.1182, 18.7154)","(-7.2747, -6.6167)"
3.610000000000000142e+01,"(-3.5339, 9.2948)","(-8.2735, -6.1937)"
3.620000000000000284e+01,"(-0.9323, 8.0271)","(-15.0784, -10.9768)"
3.630000000000000426e+01,"(-0.9968, 14.7884)","(-21.299, -15.0294)"
3.639999999999999858e+01,"(-1.4052, 26.7357)","(-12.5965, -7.7865)"
3.650000000000000000e+01,"(1.0975, 19.712)","(-5.4281, -3.1817)"
3.660000000000000142e+01,"(1.6346, 7.3443)","(-4.9863, -3.4564)"
3.670000000000000284e+01,"(0.3093, 3.0111)","(-10.9407, -8.0131)"
3.680000000000000426e+01,"(-0.3259, 5.6433)","(-23.1211, -16.8472)"
3.689999999999999858e+01,"(-1.2428, 15.5315)","(-17.8157, -11.4637)"
3.700000000000000000e+01,"(-2.1159, 34.0893)","(-6.7782, -3.2737)"
3.710000000000000142e+01,"(2.7665, 17.1459)","(-2.3971, -0.8683)"
3.720000000000000284e+01,"(3.7696, 6.8449)","(-3.4921, -0.9782)"
3.730000000000000426e+01,"(5.5512, 6.6349)","(-9.7271, -2.6983)"
3.739999999999999858e+01,"(11.4825, 13.1531)","(-27.9549, -7.7072)"
3.750000000000000000e+01,"(19.3553, 21.0793)","(-27.0417, -5.9206)"
3.760000000000000142e+01,"(12.463, 9.9534)","(-11.4154, -0.2343)"
3.770000000000000284e+01,"(4.8052, 2.7952)","(-10.3317, 0.9329)"
3.780000000000000426e+01,"(1.5716, 1.2992)","(-17.4808, 1.9396)"
3.789999999999999858e+01,"(2.9064, 3.3137)","(-25.0639, 3.0962)"
3.800000000000000000e+01,"(8.4916, 10.0575)","(-15.8839, 2.7896)"
3.810000000000000142e+01,"(22.3674, 25.9157)","(-7.279, 1.4754)"
3.820000000000000284e+01,"(16.1466, 12.5352)","(-6.9509, 0.9474)"
3.830000000000000426e+01,"(9.7171, 2.6635)","(-14.4396, 1.5839)"
3.840000000000000568e+01,"(11.3404, 0.9372)","(-27.7308, 3.135)"
3.850000000000000000e+01,"(19.8688, 1.1402)","(-19.5381, 3.3373)"
3.860000000000000142e+01,"(24.7962, 0.452)","(-6.8859, 1.8622)"
3.870000000000000284e+01,"(13.4133, -1.4309)","(-1.7315, 0.4565)"
3.880000000000000426e+01,"(6.4107, -0.7137)","(-1.7318, 0.2125)"
3.890000000000000568e+01,"(7.8474, 0.221)","(-5.2701, 0.5255)"
3.900000000000000000e+01,"(17.0552, 1.1213)","(-17.5493, 1.6991)"
3.910000000000000142e+01,"(29.3244, 1.3336)","(-39.5855, 4.3796)"
3.920000000000000284e+01,"(16.0911, -1.8821)","(-15.6817, 4.5071)"
3.930000000000000426e+01,"(5.2804, -1.6089)","(-10.838, 5.0147)"
3.940000000000000568e+01,"(1.1865, -0.3156)","(-14.5644, 7.5964)"
3.950000000000000000e+01,"(1.3272, 0.0589)","(-19.577, 10.5273)"
3.960000000000000142e+01,"(4.2102, 0.362)","(-15.2002, 8.8012)"
3.970000000000000284e+01,"(14.7158, 1.3547)","(-8.9046, 5.3825)"
3.980000000000000426e+01,"(39.9748, 2.9346)","(-8.8132, 4.8938)"
3.990000000000000568e+01,"(17.7148, -4.468)","(-14.8292, 7.8318)"
4.000000000000000000e+01,"(10.9334, -7.6671)","(-21.6591, 11.6107)"
4.010000000000000142e+01,"(12.6835, -11.3193)","(-14.6717, 8.7191)"
4.020000000000000284e+01,"(15.1422, -14.4455)","(-6.9959, 4.4265)"
4.030000000000000426e+01,"(11.3583, -12.1238)","(-6.6409, 3.6912)"
4.040000000000000568e+01,"(7.585, -8.3834)","(-13.1769, 6.8697)"
4.050000000000000000e+01,"(8.5592, -8.3858)","(-24.0013, 12.6139)"
4.060000000000000142e+01,"(13.4039, -12.3669)","(-16.707, 9.9449)"
4.070000000000000284e+01,"(16.2379, -15.644)","(-5.9546, 4.2102)"
4.080000000000000426e+01,"(10.1585, -11.4401)","(-2.3408, 1.47)"
4.090000000000000568e+01,"(6.1551, -7.0251)","(-4.5524, 2.3757)"
4.100000000000000000e+01,"(7.8856, -7.5615)","(-12.864, 6.5366)"
4.110000000000000142e+01,"(14.2065, -12.8309)","(-30.1311, 15.5592)"
4.120000000000000284e+01,"(17.8539, -17.1073)","(-15.7933, 10.1921)"
4.130000000000000426e+01,"(9.0932, -10.9777)","(-6.291, 5.7816)"
4.140000000000000568e+01,"(4.3769, -5.4416)","(-6.2089, 6.8707)"
4.150000000000000000e+01,"(5.8845, -5.6082)","(-11.8848, 13.4489)"
4.160000000000000142e+01,"(12.8302, -11.2977)","(-18.0849, 21.0057)"
4.170000000000000284e+01,"(21.1524, -19.374)","(-9.2698, 12.3956)"
4.180000000000000426e+01,"(10.2041, -12.6842)","(-3.1677, 4.7146)"
4.190000000000000568e+01,"(2.8348, -4.9189)","(-2.1734, 2.6836)"
4.200000000000000000e+01,"(1.1912, -1.4967)","(-5.3276, 6.01)"
4.210000000000000142e+01,"(2.9651, -2.6095)","(-14.498, 16.2004)"
4.220000000000000284e+01,"(9.0723, -7.6557)","(-21.3898, 25.0526)"
4.230000000000000426e+01,"(24.8417, -21.2709)","(-6.6539, 10.6622)"
4.240000000000000568e+01,"(14.6706, -17.5653)","(-2.6534, 5.9658)"
4.250000000000000000e+01,"(3.0314, -10.3073)","(-3.4302, 9.135)"
4.260000000000000142e+01,"(0.9878, -11.3762)","(-7.2822, 19.6167)"
4.270000000000000284e+01,"(1.097, -19.4134)","(-9.3604, 26.9371)"
4.280000000000000426e+01,"(0.4907, -24.5087)","(-2.9329, 12.0931)"
4.290000000000000568e+01,"(-1.3282, -13.9246)","(-0.6755, 3.8005)"
4.300000000000000000e+01,"(-0.7169, -6.9422)","(-0.2023, 0.8397)"
4.310000000000000142e+01,"(0.2197, -8.3739)","(-0.572, 1.548)"
4.320000000000000284e+01,"(1.1099, -17.5279)","(-1.9324, 5.057)"
4.330000000000000426e+01,"(1.1783, -28.5718)","(-6.8611, 17.8671)"
4.340000000000000568e+01,"(-1.796, -15.6357)","(-14.1611, 38.8705)"
4.350000000000000000e+01,"(-1.3905, -5.2974)","(-2.5355, 16.4328)"
4.360000000000000142e+01,"(-0.1788, -2.0984)","(-0.2075, 13.7822)"
4.370000000000000284e+01,"(0.3084, -4.6466)","(0.4327, 18.2985)"
4.380000000000000426e+01,"(1.1646, -13.8178)","(0.8296, 20.4588)"
4.390000000000000568e+01,"(2.476, -34.8027)","(0.9998, 14.9487)"
4.400000000000000000e+01,"(-2.7868, -19.1448)","(0.6959, 11.0091)"
4.410000000000000142e+01,"(-4.9171, -8.4402)","(0.4768, 13.2839)"
4.420000000000000284e+01,"(-7.383, -8.6792)","(0.5592, 19.998)"
4.430000000000000426e+01,"(-13.4182, -15.0628)","(0.9604, 21.3204)"
4.440000000000000568e+01,"(-17.3002, -17.8949)","(1.0637, 13.2369)"
4.450000000000000000e+01,"(-10.3245, -8.2312)","(0.6055, 9.2464)"
4.460000000000000142e+01,"(-4.8489, -3.8501)","(0.3861, 12.7672)"
4.470000000000000284e+01,"(-5.2229, -5.5388)","(0.5124, 21.6842)"
4.480000000000000426e+01,"(-11.1105, -12.7032)","(1.0695, 22.5451)"
4.490000000000000568e+01,"(-19.9862, -21.9735)","(1.1622, 11.5944)"
4.500000000000000000e+01,"(-12.8859, -10.1652)","(0.5184, 6.8113)"
4.510000000000000142e+01,"(-4.9735, -2.5344)","(0.272, 10.3878)"
4.520000000000000284e+01,"(-1.1356, -0.463)","(0.3655, 21.4136)"
4.530000000000000426e+01,"(-0.3171, -0.0673)","(1.0468, 26.7596)"
4.540000000000000568e+01,"(-0.6628, -0.0623)","(1.4893, 11.8791)"
4.550000000000000000e+01,"(-2.3578, -0.2221)","(0.5973, 4.0032)"
4.560000000000000142e+01,"(-9.4341, -0.9224)","(0.1376, 3.3322)"
4.570000000000000284e+01,"(-35.0403, -3.2117)","(0.0939, 8.6709)"
4.580000000000000426e+01,"(-25.8911, 2.7038)","(0.2069, 24.2165)"
4.590000000000000568e+01,"(-14.7356, 9.6432)","(1.2836, 31.8116)"
4.600000000000000000e+01,"(-14.1151, 12.671)","(2.4791, 11.5991)"
4.610000000000000142e+01,"(-12.3649, 12.4939)","(2.5987, 7.2592)"
4.620000000000000284e+01,"(-9.0157, 9.6804)","(4.7756, 11.8452)"
4.630000000000000426e+01,"(-8.8496, 8.899)","(9.268, 22.6645)"
4.640000000000000568e+01,"(-12.1034, 11.4196)","(9.5614, 21.1783)"
4.650000000000000000e+01,"(-15.027, 14.4019)","(4.5974, 8.2662)"
4.660000000000000142e+01,"(-11.7143, 12.4092)","(1.6253, 3.0841)"
4.670000000000000284e+01,"(-7.8155, 8.6407)","(1.9304, 4.6322)"
4.680000000000000426e+01,"(-8.4979, 8.3854)","(4.9548, 12.4336)"
4.690000000000000568e+01,"(-13.0747, 12.0997)","(11.8949, 29.4803)"
4.700000000000000000e+01,"(-16.1495, 15.5004)","(9.2139, 18.5761)"
4.710000000000000142e+01,"(-10.5601, 11.7382)","(4.8939, 6.7719)"
4.720000000000000284e+01,"(-6.3944, 7.295)","(4.9141, 5.4354)"
4.730000000000000426e+01,"(-7.8682, 7.5975)","(9.8978, 10.5727)"
4.740000000000000568e+01,"(-13.8931, 12.5871)","(19.2028, 20.2552)"
4.750000000000000000e+01,"(-17.7068, 16.9172)","(14.6039, 13.7634)"
4.760000000000000142e+01,"(-9.4782, 11.2418)","(5.7063, 4.4104)"
4.770000000000000284e+01,"(-4.6723, 5.7494)","(1.3982, 1.0667)"
4.780000000000000426e+01,"(-6.1142, 5.8525)","(0.8841, 0.9007)"
4.790000000000000568e+01,"(-12.9498, 11.447)","(2.6276, 2.841)"
4.800000000000000000e+01,"(-20.6898, 19.0407)","(8.9357, 9.7343)"
4.810000000000000142e+01,"(-10.1552, 12.5198)","(25.7736, 27.729)"
4.820000000000000284e+01,"(-3.0276, 4.9349)","(15.1236, 12.7104)"
4.830000000000000426e+01,"(-1.8388, 2.0567)","(11.2966, 6.3322)"
4.840000000000000568e+01,"(-4.6844, 4.0962)","(14.4075, 6.8818)"
4.850000000000000000e+01,"(-13.4969, 11.4559)","(19.2163, 8.829)"
4.860000000000000142e+01,"(-26.4331, 23.7158)","(16.547, 7.0872)"
4.870000000000000284e+01,"(-8.1395, 12.9703)","(10.6764, 4.3468)"
4.880000000000000426e+01,"(-1.7946, 7.707)","(9.9478, 4.3841)"
4.890000000000000568e+01,"(-0.8083, 10.4227)","(15.0952, 7.0171)"
4.900000000000000000e+01,"(-1.3032, 20.4993)","(21.1063, 9.6831)"
4.910000000000000142e+01,"(-0.5642, 26.8587)","(15.9221, 6.6176)"
4.920000000000000284e+01,"(1.8668, 12.6529)","(8.8093, 3.4506)"
4.930000000000000426e+01,"(0.9009, 4.5247)","(8.4248, 3.7431)"
4.940000000000000568e+01,"(-0.0483, 4.0575)","(14.8954, 7.0218)"
4.950000000000000000e+01,"(-0.7438, 10.13)","(23.4104, 10.8628)"
4.960000000000000142e+01,"(-1.9962, 26.3335)","(16.1132, 6.5122)"
4.970000000000000284e+01,"(0.342, 28.0344)","(7.032, 2.5053)"
4.980000000000000426e+01,"(3.6233, 9.6777)","(5.2675, 2.2901)"
4.990000000000000568e+01,"(3.7542, 5.1346)","(10.7791, 5.1432)"
5.000000000000000000e+01,"(7.2767, 8.4187)","(23.631, 11.3128)"
5.010000000000000142e+01,"(15.7534, 18.0016)","(22.3723, 9.5661)"
5.020000000000000284e+01,"(18.62, 18.5685)","(8.5412, 2.5053)"
5.030000000000000426e+01,"(8.6889, 5.3833)","(2.5432, 0.52)"
5.040000000000000568e+01,"(2.6179, 1.2141)","(2.129, 0.2111)"
5.050000000000000000e+01,"(0.4684, 0.1951)","(5.5837, 0.4817)"
5.060000000000000142e+01,"(0.0528, 0.03)","(17.8786, 1.571)"
5.070000000000000284e+01,"(0.0807, 0.0945)","(38.8381, 2.8569)"
5.080000000000000426e+01,"(0.3106, 0.3766)","(15.805, -1.4454)"
5.090000000000000568e+01,"(1.3054, 1.5948)","(10.7387, -2.6867)"
5.100000000000000000e+01,"(5.8573, 7.1857)","(14.8585, -4.5046)"
5.110000000000000142e+01,"(23.9836, 29.0156)","(21.7215, -6.8422)"
5.120000000000000284e+01,"(20.2997, 15.1793)","(17.7876, -6.2439)"
5.130000000000000426e+01,"(20.1778, 3.6233)","(9.5328, -3.681)"
5.140000000000000568e+01,"(20.1197, 0.7055)","(8.1766, -2.7867)"
5.150000000000000000e+01,"(14.0126, -0.6426)","(14.1257, -4.3698)"
5.160000000000000142e+01,"(10.1019, -0.382)","(23.9295, -7.4399)"
5.170000000000000284e+01,"(12.745, 0.3375)","(18.58, -6.6401)"
5.180000000000000426e+01,"(20.4282, 0.8974)","(7.8689, -3.3167)"
5.190000000000000568e+01,"(22.2877, 0.0904)","(5.0036, -1.785)"
5.200000000000000000e+01,"(12.8199, -1.1355)","(9.7352, -2.9723)"
5.210000000000000142e+01,"(8.1065, -0.447)","(22.3797, -6.7049)"
5.220000000000000284e+01,"(11.4371, 0.4161)","(26.4087, -8.7567)"
5.230000000000000426e+01,"(21.3692, 1.1805)","(9.737, -4.5494)"
5.240000000000000568e+01,"(24.7455, 0.2022)","(2.8709, -1.6695)"
5.250000000000000000e+01,"(11.8573, -1.6263)","(1.8448, -1.3594)"
5.260000000000000142e+01,"(5.2993, -0.6375)","(4.4593, -3.416)"
5.270000000000000284e+01,"(7.0455, 0.2509)","(13.8659, -10.5875)"
5.280000000000000426e+01,"(16.5054, 1.1625)","(30.0139, -23.5433)"
5.290000000000000568e+01,"(30.7825, 1.5825)","(10.884, -11.622)"
5.300000000000000000e+01,"(16.5238, -2.1123)","(5.7813, -8.5605)"
5.310000000000000142e+01,"(5.3918, -2.0981)","(7.3774, -12.3319)"
5.320000000000000284e+01,"(2.1615, -1.5173)","(11.5103, -19.6558)"
5.330000000000000426e+01,"(3.9387, -3.3362)","(9.8353, -18.0451)"
5.340000000000000568e+01,"(11.373, -9.6021)","(4.6091, -9.4215)"
5.350000000000000000e+01,"(26.7224, -23.3478)","(3.4871, -6.4964)"
5.360000000000000142e+01,"(10.4286, -14.7264)","(6.2935, -10.7108)"
5.370000000000000284e+01,"(2.2768, -9.0103)","(12.2234, -20.6255)"
5.380000000000000426e+01,"(0.8875, -11.2293)","(11.2913, -20.5762)"
5.390000000000000568e+01,"(1.1995, -20.3749)","(4.0191, -8.9554)"
5.400000000000000000e+01,"(0.4191, -25.2262)","(1.6567, -3.4737)"
5.410000000000000142e+01,"(-1.5662, -12.8602)","(2.8503, -4.8739)"
5.420000000000000284e+01,"(-0.7264, -5.7195)","(7.5971, -12.5562)"
5.430000000000000426e+01,"(0.2012, -6.9484)","(16.5297, -27.7055)"
5.440000000000000568e+01,"(1.0927, -15.8735)","(8.2159, -16.8925)"
5.450000000000000000e+01,"(1.6049, -30.1364)","(2.1846, -7.0887)"
5.460000000000000142e+01,"(-1.9013, -17.4327)","(1.2017, -6.2554)"
5.470000000000000284e+01,"(-2.0478, -5.7181)","(2.2617, -12.9532)"
5.480000000000000426e+01,"(-1.1168, -1.7764)","(4.6781, -27.5038)"
5.490000000000000568e+01,"(-2.1908, -2.6129)","(2.5588, -22.0353)"
5.500000000000000000e+01,"(-6.3967, -7.6001)","(-0.0453, -7.9328)"
5.510000000000000142e+01,"(-19.0637, -22.4919)","(-0.2573, -2.5049)"
5.520000000000000284e+01,"(-20.3959, -18.9653)","(-0.579, -3.0641)"
5.530000000000000426e+01,"(-11.3717, -3.7651)","(-1.6304, -8.4173)"
5.540000000000000568e+01,"(-11.464, -1.1034)","(-4.9096, -25.3182)"
5.550000000000000000e+01,"(-18.6923, -1.034)","(-7.3315, -31.4015)"
5.560000000000000142e+01,"(-23.9669, -0.5417)","(-5.1927, -11.4902)"
5.570000000000000284e+01,"(-14.7642, 1.1563)","(-5.4201, -8.9266)"
5.580000000000000426e+01,"(-7.8218, 0.7218)","(-9.1558, -14.2021)"
5.590000000000000568e+01,"(-9.1181, -0.2037)","(-13.5704, -20.5395)"
5.600000000000000000e+01,"(-17.9396, -1.0623)","(-10.0179, -13.7754)"
5.610000000000000142e+01,"(-27.3252, -0.9795)","(-5.0201, -6.5059)"
5.620000000000000284e+01,"(-15.3105, 1.6191)","(-4.2397, -6.1995)"
5.630000000000000426e+01,"(-5.7099, 1.1488)","(-7.9941, -12.394)"
5.640000000000000568e+01,"(-4.0742, 0.0533)","(-14.7829, -22.7632)"
5.650000000000000000e+01,"(-9.4135, -0.6465)","(-11.5301, -15.8519)"
5.660000000000000142e+01,"(-24.1655, -1.824)","(-4.7713, -5.557)"
5.670000000000000284e+01,"(-29.7684, -0.214)","(-1.6174, -2.0904)"
5.680000000000000426e+01,"(-10.4652, 3.3532)","(-2.5851, -3.9986)"
5.690000000000000568e+01,"(-4.5553, 3.0433)","(-7.192, -11.4118)"
5.700000000000000000e+01,"(-6.5732, 5.625)","(-17.8854, -28.0614)"
5.710000000000000142e+01,"(-15.1389, 13.086)","(-12.3117, -16.025)"
5.720000000000000284e+01,"(-22.4085, 20.9455)","(-6.6947, -6.1079)"
5.730000000000000426e+01,"(-7.3697, 10.9972)","(-7.5747, -5.6802)"
5.740000000000000568e+01,"(-1.5938, 4.1625)","(-14.4433, -10.5486)"
5.750000000000000000e+01,"(-0.3758, 2.91)","(-22.1943, -15.7779)"
5.760000000000000142e+01,"(-0.5474, 6.7078)","(-13.2769, -8.1951)"
5.770000000000000284e+01,"(-1.6401, 19.5488)","(-5.2098, -2.9062)"
5.780000000000000426e+01,"(-1.6665, 36.1717)","(-3.4785, -2.3508)"
5.790000000000000568e+01,"(4.0245, 13.7192)","(-7.766, -5.6936)"
5.800000000000000000e+01,"(4.9134, 7.1526)","(-19.667, -14.5123)"
5.810000000000000142e+01,"(8.3567, 9.6084)","(-24.1409, -16.6141)"
5.820000000000000284e+01,"(15.3411, 17.1558)","(-9.6979, -4.7496)"
5.830000000000000426e+01,"(16.5518, 16.3026)","(-4.9486, -1.6707)"
5.840000000000000568e+01,"(8.4922, 6.2276)","(-7.9024, -2.1697)"
5.850000000000000000e+01,"(3.87, 3.1923)","(-18.6265, -5.0699)"
5.860000000000000142e+01,"(5.2409, 5.7406)","(-30.4011, -7.7409)"
5.870000000000000284e+01,"(12.1182, 13.9806)","(-13.699, -1.9552)"
5.880000000000000426e+01,"(21.0578, 22.9138)","(-4.863, -0.1268)"
5.890000000000000568e+01,"(11.8523, 8.4082)","(-3.6984, 0.3092)"
5.900000000000000000e+01,"(4.6198, 1.8588)","(-8.4887, 0.861)"
5.910000000000000142e+01,"(2.8774, 0.4073)","(-23.2884, 2.3595)"
5.920000000000000284e+01,"(6.3304, 0.5158)","(-32.0669, 4.1886)"
5.930000000000000426e+01,"(18.2943, 1.5328)","(-11.5399, 3.4941)"
5.940000000000000568e+01,"(36.2723, 1.9002)","(-6.6599, 3.0542)"
5.950000000000000000e+01,"(14.4959, -3.7738)","(-10.549, 5.4222)"
5.960000000000000142e+01,"(7.1546, -4.7215)","(-20.9732, 10.8938)"
5.970000000000000284e+01,"(9.0819, -7.8576)","(-21.6869, 12.1448)"
5.980000000000000426e+01,"(16.5588, -14.7391)","(-8.4209, 5.7644)"
5.990000000000000568e+01,"(17.2898, -17.1963)","(-2.7608, 1.8964)"
6.000000000000000000e+01,"(6.7246, -9.0843)","(-3.1602, 1.702)"
6.010000000000000142e+01,"(3.0632, -3.8982)","(-8.6622, 4.4166)"
6.020000000000000284e+01,"(5.0352, -4.6564)","(-23.9609, 12.202)"
6.030000000000000426e+01,"(12.4725, -10.7982)","(-25.2515, 14.2613)"
6.040000000000000568e+01,"(23.291, -20.9601)","(-8.4804, 7.0523)"
6.050000000000000000e+01,"(10.1015, -13.2345)","(-5.65, 6.0263)"
6.060000000000000142e+01,"(2.2477, -5.4712)","(-9.5445, 10.7862)"
6.070000000000000284e+01,"(0.4943, -3.4318)","(-17.0111, 19.4804)"
6.080000000000000426e+01,"(0.5786, -7.2396)","(-12.7651, 16.0218)"
6.090000000000000568e+01,"(1.6164, -19.9148)","(-4.6146, 6.74)"
6.100000000000000000e+01,"(1.4447, -34.6313)","(-2.2682, 2.9651)"
6.110000000000000142e+01,"(-3.6195, -13.2489)","(-4.5591, 5.2025)"
6.120000000000000284e+01,"(-3.9921, -6.1225)","(-12.0471, 13.4845)"
6.130000000000000426e+01,"(-6.8277, -7.9417)","(-21.8949, 25.1708)"
6.140000000000000568e+01,"(-14.0319, -15.9795)","(-8.4138, 12.2796)"
6.150000000000000000e+01,"(-18.8318, -19.5033)","(-2.7463, 5.561)"
6.160000000000000142e+01,"(-9.8911, -7.0324)","(-2.4437, 6.3628)"
6.170000000000000284e+01,"(-3.4216, -2.1186)","(-5.2785, 14.1101)"
6.180000000000000426e+01,"(-2.0562, -2.061)","(-10.3477, 28.2886)"
6.190000000000000568e+01,"(-4.9471, -5.7501)","(-5.1682, 18.0534)"
6.200000000000000000e+01,"(-14.1722, -16.7142)","(-1.0356, 6.5359)"
6.210000000000000142e+01,"(-23.6243, -25.1463)","(-0.123, 2.772)"
6.220000000000000284e+01,"(-11.6903, -5.8433)","(0.035, 4.992)"
6.230000000000000426e+01,"(-8.1451, -1.3624)","(0.097, 14.0822)"
6.240000000000000568e+01,"(-12.8771, -0.8866)","(0.4643, 34.4272)"
6.250000000000000000e+01,"(-23.7898, -1.3469)","(2.1476, 19.0587)"
6.260000000000000142e+01,"(-22.9903, 0.3261)","(2.6309, 8.8575)"
6.270000000000000284e+01,"(-9.7363, 1.683)","(3.8493, 9.7434)"
6.280000000000000426e+01,"(-4.3228, 0.4663)","(7.2955, 17.9006)"
6.290000000000000568e+01,"(-6.8406, -0.324)","(10.2919, 24.1045)"
6.300000000000000000e+01,"(-17.0834, -1.2703)","(6.3493, 12.5281)"
6.310000000000000142e+01,"(-32.2518, -1.6581)","(2.7214, 5.1173)"
6.320000000000000284e+01,"(-15.6423, 2.5097)","(2.2935, 5.3008)"
6.330000000000000426e+01,"(-5.3674, 2.5391)","(4.9853, 12.3616)"
6.340000000000000568e+01,"(-3.8133, 3.0415)","(10.8993, 26.8357)"
6.350000000000000000e+01,"(-8.1636, 6.9964)","(9.2531, 19.3954)"
6.360000000000000142e+01,"(-20.0206, 17.2831)","(4.1832, 6.4362)"
6.370000000000000284e+01,"(-18.7354, 19.3495)","(2.0921, 2.5233)"
6.380000000000000426e+01,"(-4.2465, 8.8521)","(3.8232, 4.132)"
6.390000000000000568e+01,"(-0.909, 5.0925)","(10.3683, 11.1968)"
6.400000000000000000e+01,"(-0.6769, 8.8129)","(23.5256, 24.9852)"
6.410000000000000853e+01,"(-1.5351, 20.88)","(13.4413, 11.5928)"
6.420000000000000284e+01,"(-0.885, 30.6993)","(6.9767, 4.2418)"
6.429999999999999716e+01,"(2.7449, 12.2538)","(8.2208, 4.0401)"
6.440000000000000568e+01,"(1.9747, 3.9631)","(16.3117, 7.817)"
6.450000000000000000e+01,"(2.5291, 3.1279)","(25.4561, 11.7872)"
6.460000000000000853e+01,"(6.2483, 7.3348)","(14.2916, 5.4086)"
6.470000000000000284e+01,"(16.8327, 19.6971)","(5.2002, 1.6501)"
6.479999999999999716e+01,"(20.954, 20.7772)","(2.712, 1.1409)"
6.490000000000000568e+01,"(10.0325, 4.4627)","(6.2121, 2.9871)"
6.500000000000000000e+01,"(7.2437, 1.0558)","(17.4672, 8.5227)"
6.510000000000000853e+01,"(12.6131, 0.882)","(31.764, 14.8366)"
6.520000000000000284e+01,"(24.911, 1.5058)","(13.4919, 4.0798)"
6.529999999999999716e+01,"(23.4426, -0.4665)","(7.4564, 1.0885)"
6.540000000000000568e+01,"(9.001, -1.9576)","(10.6163, 0.8679)"
6.550000000000000000e+01,"(2.8598, -0.5645)","(21.2383, 1.6228)"
6.560000000000000853e+01,"(3.4641, 0.1296)","(26.7182, 1.4399)"
6.570000000000000284e+01,"(9.621, 0.7676)","(12.0974, -0.3669)"
6.579999999999999716e+01,"(27.1481, 2.1772)","(4.1528, -0.2197)"
6.590000000000000568e+01,"(29.1078, -0.4286)","(3.5283, 0.183)"
6.600000000000000000e+01,"(10.3423, -4.4801)","(9.084, 0.7411)"
6.610000000000000853e+01,"(7.0649, -5.5454)","(24.8983, 2.0794)"
6.620000000000000284e+01,"(11.6474, -10.2357)","(30.6426, 1.4873)"
6.629999999999999716e+01,"(19.1316, -17.421)","(11.3113, -1.3737)"
6.640000000000000568e+01,"(12.5778, -14.0409)","(7.1456, -1.8415)"
6.650000000000000000e+01,"(4.4737, -6.3944)","(11.9406, -3.5695)"
6.660000000000000853e+01,"(3.2537, -3.5158)","(23.4931, -7.1367)"
6.670000000000000284e+01,"(7.2174, -6.3929)","(22.4916, -7.7221)"
6.679999999999999716e+01,"(17.4802, -15.1456)","(8.6659, -3.8754)"
6.690000000000000568e+01,"(20.7696, -20.2841)","(2.8484, -1.2425)"
6.700000000000000000e+01,"(5.5887, -9.5733)","(3.5917, -1.1338)"
6.710000000000000853e+01,"(1.1294, -3.7936)","(9.9239, -2.9209)"
6.720000000000000284e+01,"(0.4181, -4.3717)","(27.1098, -7.9917)"
6.729999999999999716e+01,"(0.8801, -10.9437)","(25.7443, -9.0136)"
6.740000000000000568e+01,"(2.1699, -28.5758)","(9.2194, -5.2622)"
6.750000000000000000e+01,"(-0.9484, -25.9341)","(6.8426, -5.0677)"
6.760000000000000853e+01,"(-3.9411, -9.145)","(11.9467, -9.3099)"
6.770000000000000284e+01,"(-4.6672, -5.9871)","(20.6462, -16.3425)"
6.779999999999999716e+01,"(-9.1221, -10.4697)","(14.5398, -12.7246)"
6.790000000000000568e+01,"(-17.5925, -19.7116)","(5.4054, -5.4071)"
