time,A_x,A_y,A_z,B_x,B_y,B_z,C_x,C_y,C_z,D_x,D_y,D_z,E_x,E_y,E_z,F_x,F_y,F_z,G_x,G_y,G_z,H_x,H_y,H_z,I_x,I_y,I_z
69.8,10.854485,14.230641,21.126235,-1.0555058,0.49498971,21.390102,7.4340549,-14.303651,40.155477,-0.56585647,4.7386774,29.551059,15.891111,-4.3170232,31.489993,-9.3613605,-2.6204128,38.520215,12.136921,10.222488,33.720661,-10.380521,-11.200697,20.695994,-0.66175728,-17.333694,37.793187
70,9.5314346,5.3761089,35.184108,-1.9225892,0.40672809,12.651009,-0.074319096,-2.2497035,24.295778,-0.53612397,1.0835923,17.302755,6.6287413,-2.3817899,27.517077,-4.5069486,3.4116158,22.02454,4.802137,2.6875311,25.969066,-9.9289879,-9.1208898,34.668261,-0.60223098,-2.2963789,25.246572
70.2,2.3457858,1.7748913,21.854729,-10.674259,2.1200585,9.8204608,-1.2212074,-4.4794486,14.790372,-2.8542057,4.3335004,10.761308,9.1570663,-2.0099777,20.226518,-11.235459,9.2369975,20.07854,5.2143794,7.44433,18.450164,-3.4486459,-3.1915419,23.946364,0.033902943,-1.0224023,14.816222
70.4,4.7522615,6.5372585,14.689068,-20.896423,5.9746791,40.15043,-5.025536,-18.314197,18.181472,-12.73483,20.131937,21.465107,17.479475,-4.1414111,28.245465,-9.2588518,11.017039,34.755325,12.346051,14.925683,28.992883,-6.851424,-7.4232985,17.526524,0.38258412,-5.2130166,9.2595377
70.6,14.426917,17.073932,29.383813,-2.8275934,2.6573867,26.680304,-5.1561584,-9.3053185,37.228934,-0.12668782,7.35215,34.738668,7.665825,-2.9963016,30.256272,-2.9009213,3.7025503,24.551888,6.6632868,2.2144912,30.252753,-13.671535,-13.930522,31.72043,1.4594694,-25.194723,22.3279
70.8,5.3168551,1.100538,30.666891,-4.7028702,6.0726983,17.397298,-0.90413224,-0.70670584,21.505707,2.500597,3.1592742,20.006155,6.9089124,-1.6456412,20.742376,-7.2446214,5.9473925,17.470976,3.4774565,4.2145401,19.375898,-4.3298534,-3.4904901,28.741966,-2.2988853,-6.5707792,34.129473
71,0.69493615,0.52872732,17.881802,-12.164185,16.221255,26.42871,-2.2124548,-0.97013156,12.744246,8.3298546,10.060671,16.513324,16.553616,-3.4906685,23.20653,-14.664751,13.544576,30.340335,8.9354946,13.68008,19.811612,-3.5129006,-3.707963,18.038551,-3.653432,-4.1203842,20.145511
71.2,1.9572579,2.848978,10.766087,-3.520586,6.6635573,32.025188,-11.8164,-5.2695866,10.960648,12.698698,11.462622,36.637276,10.441708,-3.917289,33.414344,-2.9628458,5.2875651,29.638897,11.264688,5.8726152,35.781071,-11.484033,-12.538165,19.152039,-10.648921,-11.79912,19.890983
71.4,10.703861,15.656753,14.140167,-1.9889488,2.8194092,19.556057,-17.658051,-4.9573677,41.390569,2.6513837,1.4900428,25.461659,5.1178455,-1.4754268,22.542185,-3.4792221,3.1120666,18.456662,2.8536133,1.5862289,23.013275,-9.2604367,-7.9715864,36.443661,-9.8818016,-8.6329664,35.576728
71.6,10.801655,3.2661885,39.722513,-7.2121225,9.1991487,15.167222,-3.2429648,1.1260571,25.246828,2.3730671,2.7702139,15.383383,12.623245,-2.5062099,18.853265,-12.311374,9.7890794,17.937259,4.1293954,6.5610019,15.32893,-1.7443302,-1.4709341,22.527019,-2.7380025,-2.4033021,23.370448
71.8,2.0360904,-3.5481331,22.357194,-10.775481,15.821058,36.318408,-6.8305969,3.704214,16.56853,9.9394991,12.247932,15.09383,15.790181,-4.7215319,34.421883,-8.193461,11.054316,37.03047,13.164672,17.507102,27.991409,-3.5445809,-3.8927045,14.014007,-5.5756676,-6.2168265,15.900942
72,4.5751801,-10.512579,17.038451,-1.2285154,2.8477246,26.527552,-18.185891,10.419284,27.183551,11.397149,8.4583224,39.236648,4.4620472,-1.7902122,25.991263,-1.148849,2.0534184,23.416025,6.1037338,0.053000795,31.340671,-14.167742,-15.506868,20.579053,-14.691795,-15.58257,29.189571
72.2,4.522892,-18.098855,34.357079,-0.98629174,1.3227101,15.62597,-5.048092,4.6505255,31.674134,1.6557652,0.063234689,23.391138,7.5402031,-1.5355526,17.463055,-3.4329315,2.7397255,14.317295,1.1418876,0.96355697,18.397419,-7.0412891,-5.1811171,35.586699,-4.8285302,-3.3410615,30.614632
72.4,-0.53259806,-4.2852615,27.100557,-4.9173311,6.154551,10.515064,-2.3269419,1.455552,18.997512,2.6090478,-1.002253,13.888526,19.720062,-4.2735207,26.426976,-14.856955,11.572183,17.458299,2.8776814,5.0753353,11.601873,-1.117861,-0.36759776,20.387199,-1.6732826,-1.7018094,18.200577
72.6,1.7602341,-4.4830535,16.794107,-15.012779,20.268198,32.183503,-8.8330424,4.6895215,13.694251,12.907344,-4.8465803,12.319383,6.856167,-3.2720096,32.00683,-5.0865007,9.6293726,37.703257,13.067363,20.135526,23.75923,-3.4518478,-0.73809092,12.251677,-6.1650745,-7.0366163,12.810786
72.8,7.0904304,-16.089153,18.518763,-1.1586522,4.3972098,29.868288,-18.416528,11.378492,34.873366,14.244568,-9.2549728,40.756454,3.4702784,-0.90553052,19.613467,0.48362846,1.3788157,21.675895,6.3061424,-2.2139964,33.592188,-17.548166,-3.7704408,14.436672,-15.847791,-16.293163,34.269651
73,-0.37872928,-11.793389,36.983798,0.16603787,4.8046698,17.897269,-2.2301018,2.7524942,27.989909,0.56170582,-2.6881156,24.673056,11.819217,-2.1689012,15.452146,2.3516681,3.0620759,13.073889,-1.448503,-2.8323032,19.335727,-12.059466,-0.4284414,39.738626,-3.346565,-1.6644826,28.535733
73.2,-0.34636589,-1.4297673,22.179579,0.60716516,16.570358,18.323072,-0.1456478,0.53068906,16.2938,-0.38410272,-6.1511289,15.499437,17.895352,-5.2789959,36.474632,11.168513,14.579083,15.627156,-5.7308495,-9.6773704,14.619868,-2.8808246,1.1100512,22.515645,-1.8263022,-0.14242218,16.635906
73.4,0.98648694,-2.2254657,13.17578,2.1222741,12.628791,36.97748,-0.45708569,2.3151484,9.6761614,-1.6327097,-20.864988,23.013896,2.6009324,-1.5975694,26.261692,10.248382,5.3367558,38.923419,-14.562769,-13.518609,36.198406,-8.0712536,3.6409954,15.390267,-8.0286246,-0.56146437,11.206204
73.6,5.6087419,-11.504087,11.186221,0.42956231,1.983363,22.821524,-2.9157404,14.489343,9.9047547,-3.4220269,-7.4392878,34.15132,2.023063,-0.4305386,15.533409,2.1633288,-1.1436801,22.151574,-3.0313377,0.73651584,26.87061,-19.44131,9.44599,30.832767,-24.68655,-0.70817584,32.119837
73.8,2.3326724,-18.377886,41.087658,0.14359547,3.9776382,13.848294,0.154514,15.797846,42.984864,-0.35867391,-0.92671308,19.931378,9.6222138,-1.6324327,11.213635,5.6643568,-4.4134357,14.358106,-0.53344266,-0.56269775,15.726042,-4.1421291,3.0244224,29.793893,-4.1312976,1.602371,29.802752
74,-3.1062643,-0.99178321,25.325554,0.54172043,18.090615,16.080505,2.9688509,3.8888536,24.499472,-0.1459684,-2.71248,11.878455,22.233391,-5.8085697,36.687901,17.218822,-14.632201,26.911367,-1.7872922,-3.2998301,9.5257401,-1.7166483,0.85806411,17.582283,-2.9318858,2.5835681,17.618599
74.2,-7.1573751,0.7920464,16.332442,2.4779155,11.457105,38.655444,7.6647948,8.5958658,18.791105,-0.62239732,-14.957441,11.644601,2.3577651,-2.6309926,27.809896,2.1015697,-5.8149552,31.987126,-10.336298,-18.46052,15.426591,-7.3037645,3.2346874,11.807463,-10.972358,9.6955837,15.936086
74.4,-20.742752,3.2024559,25.748167,1.1200646,1.5758138,22.169735,12.614307,12.517485,32.930165,-4.7712209,-14.722076,41.703443,1.5400108,-4.3343874,16.755442,0.090863045,-0.414495,18.523373,-9.6058,1.7145151,38.397866,-21.956336,10.53036,31.418792,-10.166434,11.534003,38.195942
74.6,-5.6320194,4.7110228,32.521813,3.5963295,4.0256825,13.744578,4.3350136,3.4524545,27.391847,-3.3310184,-1.3958195,24.111639,5.7211135,-16.14739,17.822971,0.34989863,-0.27172994,10.870533,2.3406108,4.4327305,21.817517,-3.3365063,3.0599632,30.02689,-0.95925132,1.6514028,24.130045
74.8,-2.09015,0.66502379,19.340546,14.409991,15.911027,21.10097,4.8435148,5.3067224,18.225516,-8.8419995,-2.2255951,16.61081,1.5117699,-12.264018,37.435871,2.2887176,-1.6623618,6.5239822,7.4687823,11.48355,18.760077,-1.5332501,2.6397481,17.562982,-0.76627399,0.70470239,14.171689
75,-7.8330008,0.70173166,12.90291,6.8610061,4.7701887,35.241206,13.004591,14.269893,24.67002,-20.307817,-3.9525193,30.475374,-0.060890271,-1.4142311,22.482608,15.894231,-11.678238,11.218175,12.511368,9.4743219,35.254339,-6.0398773,10.466463,13.880642,-4.177695,3.6004989,8.9335958
75.2,-23.308502,4.1242585,30.134159,1.2833621,0.31261609,20.160797,7.0014922,5.3159341,32.982943,-5.6265502,0.57263906,29.763077,0.52991519,-1.5203572,13.258205,3.3680735,-10.781013,41.046536,3.8469498,1.7357471,25.181498,-8.3036315,17.141643,37.974308,-19.329875,17.303989,23.851596
75.4,-2.5436683,4.1651503,30.488623,4.2362203,0.62551624,12.262207,2.7228294,2.6902345,20.525996,-3.4417623,-0.68207343,18.038268,3.0983709,-8.2144438,9.3376352,-4.2500646,-5.5199259,23.459692,4.1561346,6.2194304,16.729393,-0.50609184,2.4600948,25.990823,-2.6981864,5.993773,33.380981
75.6,0.79521323,1.3446131,17.64951,20.146029,2.9231328,17.265985,7.7760429,8.8848406,16.027283,-12.723945,-3.3449915,15.066235,6.9688712,-23.999596,36.058779,-9.6147817,-11.270623,22.515966,12.264094,16.713911,26.314512,0.10105661,1.0966922,15.19692,-0.33704262,5.9045168,19.975349
75.8,3.643726,5.3143125,11.297036,9.7879703,-0.85420263,37.601838,13.427206,13.007601,35.698995,-17.289769,-1.6340928,37.972562,-1.6644276,-4.036407,28.568439,-10.051675,-8.5630934,32.965207,7.1971483,1.2307055,32.154057,0.52780492,5.3284755,9.514019,-0.81331321,16.608082,20.888084
76,15.200365,19.55584,26.346206,2.4803398,-1.392685,21.287673,2.9235468,1.8943474,26.558268,-2.2114501,0.63674345,25.212586,-4.5046698,-5.2009753,18.058182,-4.7727903,-4.2910937,24.481178,1.9911614,1.9403688,19.33256,2.8096719,25.052347,22.782182,0.9313645,12.110442,35.065532
76.2,5.8522295,-0.28320427,32.321918,7.6074631,-4.7295878,14.628615,2.1379951,2.3554698,15.936459,-0.59508829,-0.11127327,14.76751,-12.853137,-14.427764,23.967713,-7.9396078,-9.3935388,20.331121,5.0016004,8.4883146,13.848899,2.8122136,6.2265414,33.929416,0.17779423,3.8386214,22.807365
76.4,1.5296089,-3.1754403,18.782262,18.293757,-12.29151,31.711138,8.9884174,10.462978,13.889043,-3.0114285,-0.84970414,8.8650492,-7.3150822,-5.2526445,33.451759,-11.768271,-11.292739,32.557059,14.802264,15.904579,34.428268,3.5500911,3.91448,19.97934,-0.51972401,9.4838326,16.178906
76.6,5.2441406,-11.516654,15.202611,3.1918659,-3.3798367,29.459029,12.607137,11.065136,39.439999,-18.50197,-5.1891082,12.719069,-2.4440298,-2.3536785,20.623062,-5.0115271,-3.8388744,26.825634,3.4984962,-1.1568116,28.186961,10.608302,11.540489,19.378832,-0.35329753,20.727573,31.653125
76.8,3.2488746,-17.669777,37.400763,0.76291667,-0.55571528,17.210224,1.9565698,0.58757733,24.659317,-11.15041,1.969747,40.456521,-6.853778,-8.0379291,15.214946,-6.0341786,-7.0519306,19.413473,0.029820968,-0.30411772,16.407628,10.015937,9.0159472,35.89103,0.87978139,5.017828,29.155263
77,-1.0001016,-2.3938037,25.652765,3.4599974,-2.115387,10.466506,2.7115633,-0.10216621,14.602389,-3.0536957,4.4862034,22.800695,-14.363349,-14.43838,34.554365,-12.555591,-13.728511,28.664618,-0.49114833,-0.91323851,9.6474392,2.5573187,2.2586895,23.522598,-0.085717097,3.1777042,17.535986
77.2,0.42936583,-1.1649692,15.070728,18.159487,-11.181541,16.631788,12.935014,-0.4225851,12.285605,-7.1101802,11.603237,19.625141,-3.3377169,-1.8209838,27.687484,-6.3351691,-4.2524697,30.215887,-3.1205706,-6.1673671,6.5205802,5.1049841,5.5713065,15.58626,-0.80687397,12.522349,14.217688
77.4,2.7319288,-5.5777516,9.653627,6.4369993,-6.8793715,37.723868,17.92407,-3.0238136,40.234433,-6.3498203,14.107544,34.459708,-1.3184747,-1.4222263,16.347751,-4.3301963,-4.7505193,20.065641,-16.718632,-22.780088,32.123422,14.869909,15.781067,27.259081,0.58669042,18.338045,38.167618
77.6,9.9043534,-24.009328,26.516522,1.4030758,-4.0430088,21.396525,2.0327607,-1.717581,25.221418,-1.7218598,4.6244046,25.380818,-5.5959202,-6.7438752,11.316985,-10.854825,-13.026334,21.948068,-1.7624333,5.7335972,30.378817,5.1939631,3.8460296,31.718663,0.7563588,2.2441294,25.63105
77.8,-3.8681885,-4.4209586,32.23725,3.8574341,-11.975909,17.234776,3.0658774,-4.2094062,15.490485,-4.5609442,7.5074323,17.717419,-16.568485,-17.449489,34.132801,-9.3304302,-6.7821266,34.360637,5.1230271,7.4391367,20.491714,1.2118798,1.1744647,18.673591,0.47223025,0.56806458,14.982763
78,-5.3226399,0.56382887,19.235628,4.1773233,-16.90341,35.544686,11.435444,-15.841593,19.91009,-9.8100265,17.411981,28.87851,-3.843362,-1.0484736,28.923528,-3.2706806,-2.9091946,22.54114,11.329111,13.872039,27.557781,4.3026384,4.7879526,11.955111,2.3659765,2.7430266,9.0592879
78.2,-16.31272,1.9820983,19.618166,0.52741587,-3.7479166,26.012115,3.7505531,-9.1407028,36.097267,-1.7224164,6.5016523,30.486244,-3.9119658,0.70813386,17.181117,-6.9251914,-8.5862929,17.084036,7.7230192,3.7926475,30.701582,16.47431,17.760136,25.911039,13.83524,15.915761,14.878154
78.4,-11.277505,5.7644441,35.965838,1.5302293,-4.8854857,16.196617,0.1956121,-0.86231424,21.028892,-2.2108757,3.9918415,19.01575,-14.944749,2.7099003,16.075896,-13.466568,-13.439527,33.667197,4.5220175,5.2008633,21.008098,5.1303793,3.183401,32.532023,8.4900582,5.1041506,38.699294
78.6,-2.718225,1.3672884,22.939424,5.7462532,-17.835544,19.534659,0.2611256,-0.36770894,12.337034,-7.9823022,12.672985,17.63674,-13.77518,5.1739752,38.311136,-4.0677907,-2.2185896,27.572354,9.5553512,13.434121,22.619457,2.7058921,0.60707751,18.773906,5.3442191,0.38681597,22.022107
78.8,-7.1600941,0.7985604,15.017293,1.5280398,-10.476504,36.347494,1.6185522,-2.1339983,7.374547,-5.3455042,13.62336,36.966425,-1.382983,1.0163237,23.749057,-3.147898,-3.6948859,17.122019,10.189489,5.7994901,33.694553,10.109835,2.1425439,13.670354,14.092084,0.70839154,19.473439
79,-21.796255,3.3902551,26.589422,0.1056881,-1.1942802,21.457816,10.999791,-14.53273,10.638594,-0.6531189,2.5502724,23.970604,-0.62572892,0.13694374,13.9262,-10.798744,-13.591568,18.584523,4.019174,3.4039987,22.932669,21.03523,3.36401,35.542089,15.019052,-0.5768205,34.963902
79.2,-4.5777714,4.6316587,32.124405,0.63639036,-1.9525274,12.700736,4.010336,-11.618203,41.943554,-2.4365458,3.9037614,14.721073,-3.4328809,0.56124955,8.4126122,-10.059407,-6.5347695,36.912648,6.8516223,10.261323,18.666268,3.3257517,-0.26767568,27.630227,4.4990879,-0.32999703,24.888134
79.4,-0.86722971,0.42858934,18.730584,3.6304479,-10.694461,10.050153,-1.5771988,-6.1436582,23.633202,-10.209392,16.00847,18.119835,-20.810597,3.5095009,14.271378,-1.4832272,-0.73595939,22.310916,12.753112,11.347696,34.021393,0.62612906,-0.24927763,16.095619,8.5254514,0.4178212,17.152503
79.6,-3.4304319,0.28377839,11.271434,4.9767463,-20.431213,40.533871,-4.0015453,-13.546268,21.355873,-2.464701,10.363075,37.267339,-8.2972043,5.6384697,38.997909,-1.9309249,-2.4464715,13.361904,4.5880509,1.942469,26.496499,2.7625004,-1.2114996,9.6345365,20.446937,0.57868705,28.720347
79.8,-18.42682,1.4191364,14.101513,-0.88289487,-3.6630443,26.372141,-5.2242232,-13.305399,33.433237,0.3920604,1.1067016,21.51578,-2.0152325,5.4642355,22.269048,-9.3649043,-12.391841,13.21073,4.2101816,6.026666,17.635639,16.539263,-7.2482447,12.310832,6.4675412,-0.95282264,30.687438
80,-8.7957003,7.655667,39.855196,-2.9016581,-7.1025746,17.206882,-2.2434139,-5.5301226,25.075901,1.6097288,1.9968304,12.768581,-4.6575282,13.818356,20.418915,-12.224885,-8.1180103,40.614294,11.704581,16.107564,25.430743,9.9991882,-7.0225015,41.032902,3.8412224,0.070096853,18.79769
80.2,1.7947762,3.2873033,22.456926,-8.0252592,-18.785962,26.522099,-3.1090541,-10.526639,19.387788,8.4496346,10.660099,11.382856,-2.8965021,13.938146,34.50206,-2.457933,1.0769066,23.658173,7.8541444,2.0562066,32.586729,2.5311425,-4.1828415,23.042442,13.408073,0.80889524,15.922528
80.4,6.2718142,8.5418454,16.446766,-3.9668449,-6.2580604,31.991291,-5.8051575,-16.847317,31.617592,13.500325,10.870053,41.442818,-0.93007832,4.8555271,24.550196,-5.3885392,4.2331313,15.158332,2.4883308,2.4466627,19.994932,6.1545424,-10.940333,18.615915,16.806772,-0.68241798,37.451886
80.6,13.818561,14.118913,33.529545,-1.3766189,-2.9739439,19.445721,-2.7110641,-5.7792499,28.123683,3.2648599,-0.55327168,24.830559,-3.1574844,9.3387006,17.84592,-16.698798,14.00895,25.381406,5.9147733,9.753854,15.308088,7.4616914,-15.170316,34.326105,2.4556649,-0.5305805,25.069791
80.8,4.2188164,1.5128199,27.921378,-4.2036472,-10.474997,14.803813,-2.2230058,-7.2822496,19.147929,7.2250738,-2.8898419,16.314737,-5.411741,18.701762,31.001928,-2.7592656,6.45543,32.786762,14.262597,13.175978,35.804763,1.8372287,-4.4267424,26.270051,2.2269568,0.10336704,14.857025
81,2.4142652,2.9399452,16.959771,-8.495066,-17.824963,36.088332,-5.4235751,-17.895398,25.218458,19.368563,-8.5227573,27.380049,-0.55302292,5.9418338,29.116424,-0.53408925,0.78617861,19.109649,3.3198785,-0.2794358,26.827652,3.5308143,-6.3537097,17.413448,10.816583,0.76597798,11.280024
81.2,8.6555959,12.15513,15.673707,-1.9289313,-2.5170638,26.858717,-3.9655758,-8.1222315,32.499398,4.9421178,-4.5000348,31.588246,-1.6009383,5.1042412,18.434115,-2.4901719,1.9028451,11.449176,1.1954712,1.5864233,15.852112,9.6762107,-17.578347,25.338133,21.451093,-0.27672732,38.686985
81.4,12.463786,8.5051584,38.526937,-0.45091984,-1.0156435,15.751253,-1.5857242,-4.5731301,20.875773,2.2280043,-1.1364925,18.850469,-5.569308,16.122216,19.724021,-13.682342,10.27062,12.977112,4.4666485,8.0806641,11.190867,2.8486943,-7.5271306,32.666398,2.8593445,-1.4776663,26.798368
81.6,1.7254647,-0.060876484,23.92214,-1.9465634,-4.9825955,9.8543206,-3.7358017,-13.21677,18.116981,8.6730306,-3.3413704,13.22337,-1.6813688,11.921541,36.033748,-6.2407479,11.401926,40.794056,15.849513,17.527214,35.478742,1.4626021,-2.8979402,19.919504,3.8816241,-3.4507976,16.383157
81.8,0.076212893,0.020991183,14.00679,-9.3720007,-23.069713,22.592005,-5.8677702,-14.731407,35.807193,20.359881,-9.7508864,33.752423,-0.4021459,2.6144919,22.4823,1.9173932,3.1679572,23.076711,2.4193438,-2.8695904,28.362767,5.3589554,-9.3589701,14.829892,13.940009,-12.465087,19.658921
82,0.15780507,0.2364915,8.2186698,-4.5585972,-5.1722929,34.054126,-1.6584957,-3.3479246,25.064371,2.2491356,-3.1475956,28.696028,-2.1686721,6.1433076,14.421996,6.26968,7.875779,16.519654,-2.2595178,-3.7370881,16.986309,9.1887582,-18.105623,35.279008,6.4588711,-8.3979574,36.266815
82.2,1.113706,1.7451412,4.8948525,-4.3539571,-2.336855,19.92446,-1.7667933,-6.1639757,16.103888,-0.0058592149,-1.1746846,16.685357,-7.0597339,21.041151,24.741921,13.941407,14.559562,32.511418,-8.4897903,-14.000756,17.144876,0.96933874,-3.3417507,27.374209,0.73649506,-1.0518897,21.466219
82.4,8.8749039,13.828162,7.5268082,-13.365812,-7.0390313,18.56972,-5.7569167,-19.810348,23.566129,-0.2245407,-5.1635043,10.370893,0.095727477,7.0187804,33.152362,4.3820732,2.1629312,28.552001,-12.095926,-5.3761507,37.814571,0.59677205,-1.1260864,16.065763,1.8641041,-1.6511804,12.759953
82.6,13.393867,4.2520896,44.354589,-13.233576,-5.347533,36.284678,-4.0782537,-7.1413839,33.810703,-1.540352,-24.084903,21.530656,0.11827563,0.48949258,19.153113,2.4838876,2.8352947,17.350177,-1.5095635,0.28454415,22.969203,3.0182964,-5.1725796,10.205568,10.07908,-8.7199085,11.209056
82.8,3.3252943,-6.8689935,25.007915,-3.0054171,-1.0904127,23.933909,-0.63621859,-1.4817012,19.954545,-4.2879776,-5.8782023,34.659156,0.14164707,0.17729915,11.234443,8.8958007,11.438937,15.618096,-0.74980377,-1.1495112,13.521865,12.421832,-22.105417,25.204135,11.742728,-13.300601,41.434086
83,4.853714,-13.214131,23.458841,-5.6970501,-2.9975318,15.350942,-1.3734882,-5.1049232,12.414729,-4.2519068,-1.1625133,20.051094,0.87527854,1.0804105,6.6263005,12.311838,9.5967162,38.378948,-3.4924509,-6.5787786,9.0530308,1.2329306,-6.0372976,32.827261,0.64516425,-3.2948754,25.000126
83.2,2.5094902,-13.11113,31.713062,-18.930466,-9.8100952,24.007512,-6.0366614,-21.67083,21.20674,-13.480193,-3.415684,17.349443,6.6426868,8.2670557,5.8067904,1.8352495,0.40444397,24.224333,-15.967379,-20.999015,31.977945,-0.50016041,-4.662347,19.293748,0.43849681,-7.7569738,16.414373
83.4,1.5615127,-7.4804754,25.253417,-7.3888871,-2.1014907,33.563603,-4.4594296,-6.4443011,35.061506,-15.841563,-1.40428,36.592832,16.733008,15.437172,43.635112,0.32924662,0.35840316,14.193547,-2.707523,4.1906588,30.128406,-1.6914392,-15.037915,17.970606,0.7501173,-21.067559,27.281422
83.6,4.3919418,-11.910467,22.084557,-0.94377518,-0.33157598,19.581129,-2.2138286,-1.0748233,19.994949,-3.0778957,0.19850721,24.825053,6.4624337,-0.53213532,27.099477,1.5514309,2.0998305,8.4643676,3.5295096,5.5018415,18.713729,-2.9548933,-14.086169,36.777351,-1.1070205,-6.6709273,31.634169
83.8,3.4371032,-14.676787,31.52606,-2.666672,-1.4378584,11.714765,-7.8391124,-3.4060972,13.57472,-4.7052549,-1.1479339,15.334304,11.675103,-2.4746217,21.610466,10.081713,13.702502,10.543125,10.467674,15.198799,22.79545,-0.69860568,-2.6645229,23.872096,0.0010825472,-2.5932605,18.91369
84,1.1374322,-7.4095163,26.641545,-14.450663,-7.8839458,12.648677,-21.4206,-8.1983676,31.540562,-18.381239,-4.7039028,18.823315,15.343231,-4.1945042,31.168219,11.925967,5.8769308,42.367766,9.3793434,3.5337252,34.110355,-0.58315902,-5.1194205,14.829598,0.61486908,-9.5411392,13.401544
84.2,3.7738701,-10.296982,21.22807,-12.9751,-4.3397469,41.067083,-4.531386,-0.13450523,29.726478,-10.507628,0.75176479,36.8135,7.0893753,-2.4361666,27.392062,4.6091378,-3.2170716,23.767439,2.7574545,2.2799641,21.352308,-2.2352845,-19.929897,19.958729,0.2692131,-22.231905,34.204845
84.4,4.5993615,-16.019756,30.10069,-3.5393897,0.51767102,23.353653,-0.61001984,0.25037162,17.238257,-0.86100506,0.41232729,21.425524,9.814558,-2.1805205,20.914527,10.140459,-8.3902228,20.025563,5.4497923,8.8096014,15.634279,-2.7026307,-9.1015439,36.03818,-1.0884115,-3.5775214,28.423597
84.6,0.77920439,-7.8594527,28.471704,-9.3547641,2.0072694,16.381036,-2.3219692,1.2078301,10.260946,-0.3413802,0.50503092,12.566683,16.77103,-4.1181568,28.930829,10.609898,-11.614769,33.740726,14.07573,14.712327,33.817395,-0.42416792,-0.75224039,20.810218,-0.59022903,-0.72813395,16.532416
84.8,3.012237,-8.5965109,21.020518,-19.963467,5.0343499,31.633272,-13.927819,7.1867025,10.927666,-1.9499422,2.8882813,7.6054833,7.7652606,-2.8798965,29.519336,3.3452653,-4.3821213,25.876214,4.1605904,0.024869068,28.003402,-0.8698044,-0.9731114,12.238842,-2.7093479,-3.1277422,10.067574
85,5.5834913,-16.434022,27.181038,-4.7289514,2.0624871,29.12706,-11.214636,9.4507863,42.288153,-12.076389,18.210042,14.357575,7.9256307,-1.8593206,21.082918,7.0707472,-5.9304835,18.484214,1.5899814,2.0527576,16.670168,-4.9903011,-5.637405,8.2804325,-14.454275,-16.500633,17.044921
85.2,0.64501345,-9.126829,30.731485,-3.3235027,0.80180777,17.596947,-1.0944371,4.3904982,23.974405,-0.29606278,9.7372509,38.688083,16.754301,-3.7144091,25.24277,14.243946,-13.032165,29.25602,5.5068726,9.7104128,12.703995,-18.458583,-19.423848,32.980964,-7.7982405,-4.6218433,37.347122
85.4,2.1827737,-7.0204229,21.605007,-12.973083,2.7037305,14.786545,-1.9181427,11.049143,18.085246,4.074526,4.9841434,22.357723,9.5297284,-3.5534354,32.017257,3.6553238,-5.8910503,30.075345,15.34421,13.7487,37.841422,-4.7385479,-2.0093732,29.870657,-4.5945386,-0.3471006,21.279991
85.6,5.7929331,-15.196322,23.324829,-16.539259,5.1038102,38.293533,-2.040951,18.273394,33.100193,9.9842406,11.492253,21.652189,6.2569422,-1.6509944,22.160243,4.1499094,-3.7519748,19.318948,2.0089192,-1.9997356,26.66462,-7.3684227,-1.4775584,19.111745,-13.337274,-0.7301907,17.887246
85.8,1.1628016,-11.595222,33.068422,-1.8840465,1.1082608,25.111054,0.10659741,5.2046792,27.58377,10.027841,8.5709965,33.88605,14.588668,-3.0111713,21.257093,12.872755,-10.482723,20.150802,-1.3947782,-2.4199068,15.736301,-18.46032,-3.5027908,25.071722,-16.339225,0.52114516,35.714894
86,1.32904,-5.8173036,23.122093,-0.099667553,0.091323997,14.685305,-0.97440645,6.1268919,17.777405,4.0772813,3.6467814,24.048248,12.928743,-4.3069411,33.989068,7.2456593,-10.021233,35.602082,-6.1116007,-10.851443,12.793995,-9.0034411,-0.65600291,32.626136,-3.7584937,0.43617352,25.380184
86.2,4.9479637,-12.267218,19.943052,-0.27682096,0.34383978,8.6188218,-3.1410741,18.623547,22.248774,7.443282,8.6519574,18.806827,5.1463464,-1.6815773,24.330133,2.0363518,-2.6213268,22.818534,-15.060105,-11.229811,39.351143,-4.5886493,-0.73025141,20.83175,-6.0792678,-0.29977382,16.172701
86.4,3.0947907,-15.379718,33.833546,-1.9790356,2.4329164,5.226585,0.23430865,9.8288309,34.536092,12.64175,12.557894,32.737979,10.766943,-2.1774293,18.651386,6.3526458,-5.064828,15.38279,-1.3205076,2.1130297,25.594993,-13.120552,-2.6680942,17.707769,-20.203882,-1.0014507,22.538624
86.6,0.45156778,-5.422697,25.801319,-14.052237,17.469355,12.747856,-0.186349,2.7669561,21.111171,4.5716202,3.3243521,27.510996,17.634491,-4.6516857,32.24902,16.382137,-14.441841,28.98079,1.8601129,3.1382376,15.296515,-16.221196,-2.1314021,35.880508,-8.6646227,1.3354558,34.433325
86.8,3.407649,-8.5437044,18.39304,-3.2859216,9.5010962,39.175795,-1.4967744,8.1640732,14.284046,4.7755846,5.4165608,18.344898,5.3463087,-2.2589546,27.959938,2.2223823,-5.3255411,30.798442,7.9125289,13.659703,15.009956,-3.6420829,-0.21998203,25.32412,-1.5025022,0.12346976,20.320102
