time,A_x,A_y,A_z,B_x,B_y,B_z,C_x,C_y,C_z,D_x,D_y,D_z,E_x,E_y,E_z,F_x,F_y,F_z,G_x,G_y,G_z,H_x,H_y,H_z,I_x,I_y,I_z
150.4,17.114222,16.830674,39.618052,2.1925664,-6.7153115,23.058243,0.55586252,-0.015127043,9.2030074,-1.1669515,-16.365333,19.236745,20.16575,-3.9281681,21.871191,-12.07743,12.67524,34.108378,-14.422039,-12.435499,36.865751,5.8504617,-2.5812363,23.209708,3.7660694,4.2577081,13.440373
150.6,3.5378905,-3.2308649,27.565045,4.44484,-14.537986,22.758332,3.828577,-0.078106597,5.6570813,-3.6026517,-12.259991,36.239061,7.7262607,-4.0531703,34.844216,-2.5908313,4.0438735,26.681291,-2.7767172,0.66273019,26.303356,13.141848,-6.1324589,21.478646,14.827528,16.503259,22.308718
150.8,3.4868785,-8.3884298,18.856083,2.808679,-12.462477,33.003539,24.970062,-0.80538177,16.502265,-0.82370379,-2.6647126,22.950508,0.75013332,-0.4344612,20.293105,-5.1244064,4.298509,17.384259,-0.59330725,-0.69728747,15.414381,12.193542,-6.6887491,33.594487,6.4822459,4.1395371,34.498624
151,6.1245791,-18.126472,28.736074,1.5155403,-6.1484049,24.114151,7.554063,-4.3948055,36.679064,-0.42399242,-6.4157115,14.695822,1.6477014,-0.29680341,11.975982,-15.130359,12.645717,23.767071,-2.1480435,-3.9780227,9.4747136,5.1010771,-2.8055981,24.719003,1.4205039,0.20730123,19.740076
151.2,-0.22530329,-7.2777186,30.3454,3.723152,-12.046963,20.304677,4.666515,-6.5756268,22.511223,-1.7850952,-21.816212,24.314493,9.6000219,-1.5610543,8.881096,-4.3584316,7.622197,33.623826,-11.936129,-20.314149,18.940113,10.138749,-4.7203194,19.24296,4.9562309,0.33212517,12.166571
151.4,1.8218446,-5.4385797,19.639557,3.9602772,-15.573171,32.918798,9.1071713,-13.357463,24.748659,-3.3177155,-6.4916384,33.391023,22.995092,-6.1922953,38.898017,-1.900784,2.0804924,20.403627,-7.5146443,3.009367,36.005523,15.831313,-8.0426889,32.043809,22.069998,1.311341,19.997657
151.6,6.3476031,-15.229325,20.416519,1.2394088,-5.9763757,26.491837,5.3197226,-9.7895357,31.975814,-0.30921314,-0.47086422,19.331111,2.4117415,-3.6837341,27.599029,-7.1576903,5.5822479,14.185405,2.5707837,4.4723725,20.835672,5.2508208,-3.1747308,27.856523,8.0809814,-1.8937262,35.765435
151.8,0.71892449,-12.37167,35.370341,2.7568947,-8.9877256,19.204367,3.720218,-5.9641314,23.13639,-0.039367216,-0.67910006,11.350777,2.6481359,-7.7088878,18.226207,-16.309231,15.080957,32.386549,8.0243635,12.365988,19.051952,6.8589457,-3.2437389,18.894761,2.1308326,-1.7483659,20.350384
152,0.41063094,-3.57525,22.901752,5.1838628,-17.996996,29.054979,8.2325733,-11.872174,21.968677,-0.13694211,-4.2145083,6.9906195,5.9168154,-18.778253,27.088344,-1.2416821,4.1753139,29.186859,12.114335,8.0060993,35.706663,17.099123,-8.0797203,25.30017,6.9612748,-6.1370241,14.170916
152.2,3.4921572,-8.0514568,15.803589,1.2638026,-7.2537945,30.013981,6.8282952,-11.923597,33.124996,-1.2629295,-24.986237,18.222318,0.74173145,-7.6183365,31.510391,-0.20798163,0.3347517,16.992097,3.4077352,1.6623945,24.27938,7.5155712,-4.6836591,32.492207,15.87914,-15.345149,32.873208
152.4,6.8779617,-20.214088,30.322484,1.7794034,-6.0985489,19.819256,3.1332593,-5.4379392,24.815511,-5.3884135,-6.1595854,35.962432,1.2375583,-4.3223009,19.760073,-1.1740913,0.88395723,10.016687,4.1531617,6.3815398,16.15071,4.1395737,-2.0985356,20.701835,2.1361639,-3.6157569,28.938417
152.6,-1.2405738,-5.2954465,29.997525,5.1009901,-16.336036,21.861804,6.7088279,-9.6157831,19.97678,-6.9982223,-1.7275272,21.690545,4.6680181,-13.328563,17.440659,-7.6766141,5.590355,7.5449092,12.655637,17.056802,27.04917,12.292375,-5.6013346,17.706142,0.22353549,-0.28508285,16.851432
152.8,0.72647122,-2.3346172,17.838327,2.1460497,-11.219188,34.470744,8.9533089,-14.387798,32.162315,-16.027505,-3.5841083,23.361313,3.1062403,-15.317705,36.651431,-17.335019,17.392051,39.72003,6.7219986,0.72081415,31.786156,14.250285,-7.7703852,35.979944,1.0155248,-0.8820753,9.9261298
153,4.1671183,-8.8853297,12.790962,0.97040997,-4.064504,22.415273,2.9208326,-5.6724965,27.39111,-11.493249,-0.63899239,33.12983,0.24423558,-3.0140516,24.648781,1.9134808,4.7815022,27.745443,1.6602168,1.5855434,18.904665,3.0142781,-1.9247341,25.215591,6.6704298,-5.6991735,7.2365177
153.2,6.1847539,-21.382865,35.317186,3.2719414,-10.21376,16.737095,4.8973464,-7.1030006,19.344696,-5.7870367,-0.78880259,22.973232,1.5978314,-4.6474814,15.245547,6.1455218,7.4429954,19.438281,4.2796604,7.3896908,12.904557,5.2235539,-2.4036077,15.919754,18.460347,-18.057176,38.145178
153.4,-2.0633738,-2.7786208,28.017564,5.0871275,-18.79741,33.482639,10.477826,-15.532582,27.377216,-12.858112,-3.0283704,19.743472,6.3893027,-18.11031,19.072019,12.613512,13.594531,29.429348,14.809568,18.046852,32.10056,18.209863,-8.3422151,21.584805,1.1549056,-5.2013979,28.372412
153.6,-1.9866589,0.12850835,16.371883,0.57016879,-4.5614593,27.836157,3.5193049,-7.3461914,31.081042,-15.677489,-1.8693836,33.986325,0.67524149,-10.281802,36.643871,6.0424121,4.0587188,29.725572,3.962545,-1.7355998,29.560165,7.5806998,-5.113797,35.02796,0.44526936,-9.4760187,19.698231
153.8,-8.8264387,0.66999188,11.354536,1.24976,-4.1043289,17.075379,3.2001528,-4.8845261,20.377282,-5.2896523,-0.23373092,25.789811,-0.23018693,-0.89573001,21.290438,4.4513282,4.9502824,19.805533,-0.65945116,-1.425456,17.162631,0.99265905,-0.64843684,20.562458,0.37814716,-18.411435,28.936637
154,-23.419371,5.0655481,34.334773,4.9966811,-15.32495,16.996364,9.2063306,-12.985994,20.459768,-8.7119783,-2.02662,18.17936,-0.42909608,-0.52537857,12.490022,11.201502,13.366743,22.600297,-3.2491181,-5.8565968,11.074052,2.7689996,-1.238758,12.301294,-0.7083398,-7.5748116,29.986618
154.2,-1.0406509,3.7945856,28.82861,2.4789242,-13.298788,37.867705,6.0452164,-11.432236,35.130203,-19.227486,-3.8340421,28.888589,-2.459992,-3.0221679,7.6187283,8.9170637,6.2965133,34.020146,-14.332487,-20.548229,27.484886,14.661339,-6.4573262,12.758848,0.16384814,-6.7287983,20.111312
154.4,2.2973539,3.2187825,17.126445,0.079149465,-1.6035723,23.133057,1.9563809,-3.5706069,23.374451,-6.9298898,0.26614878,30.381784,-14.963065,-17.99234,16.396561,3.2609992,2.993616,22.13194,-4.7717137,2.8286275,31.806236,11.964527,-7.5591891,40.991049,0.74526361,-17.197922,22.64417
154.6,8.8197831,12.350099,16.015922,0.44365459,-1.3958802,13.625919,5.4748133,-7.6416767,16.551182,-5.0170684,-0.98416445,19.254392,-8.221562,-3.2299365,37.223083,7.2632364,9.0194263,17.1925,1.8886248,3.3084696,18.590288,1.8075947,-2.7004252,23.500674,-0.89328887,-11.057061,33.924424
154.8,12.24604,8.2023602,38.354195,2.5350102,-7.4590318,9.2550859,11.303153,-17.167715,31.138488,-15.386174,-3.8154323,18.963023,-6.4588329,1.2002533,21.850958,13.247287,12.847875,34.366569,7.0013964,11.655651,15.814731,4.2645599,-7.4916571,15.911822,-0.095185846,-4.6604074,22.313111
155,1.7049284,0.041673227,23.756386,7.3511041,-24.902521,33.325214,1.9843851,-5.0300643,29.372257,-13.385367,-0.58384745,36.27258,-15.44403,3.1934382,22.002318,3.813795,2.1255372,27.005846,13.652919,9.5367935,37.673589,10.102308,-18.820158,29.848072,0.62381223,-11.861125,17.617486
155.2,0.3333215,0.38797843,13.924566,-0.67378962,-4.6805157,29.60512,2.0164655,-2.9977277,17.822898,-2.9881632,-0.029964897,23.362032,-11.864343,4.162928,33.884816,3.2891122,3.9048244,16.847537,2.355783,-0.28120719,24.926386,1.8037889,-5.3353044,30.251569,-0.19322321,-17.973808,34.382636
155.4,1.5404458,2.3222319,8.3244586,-2.4576872,-6.008598,18.421972,8.061248,-11.004387,15.282454,-6.3447328,-1.5943935,15.013444,-5.1045313,1.5826528,23.562046,11.301678,14.151341,19.361547,1.0513583,1.5211867,14.718246,1.1449789,-2.1907854,18.001972,-0.55832027,-4.4489653,26.77871
155.6,9.9680019,15.02195,11.228693,-7.1915951,-17.228756,22.784364,8.1172764,-14.609553,38.155692,-21.126214,-4.9680362,24.514255,-11.533369,2.3109306,18.686571,9.5061963,5.8413584,36.438008,4.4067813,8.106545,10.448956,4.9026287,-8.4833625,12.895111,0.25264153,-5.7738244,16.989629
155.8,11.862988,3.4921184,41.676317,-5.0267927,-8.4770148,34.151526,0.527559,-2.0822454,24.843689,-7.2492271,1.0722241,33.276067,-16.944634,4.7049976,33.308485,1.3792829,0.73887433,21.818062,16.173274,17.679965,36.172527,10.216441,-19.743393,35.186906,0.97937351,-19.058455,21.3153
156,2.6436416,-5.0955,23.413271,-1.4852591,-3.0037806,21.203498,0.35892903,-0.53780259,14.55802,-0.76452714,0.063245691,19.340338,-4.937183,2.0481522,27.105878,2.0668969,2.6353117,13.108073,1.9948996,-3.3403791,28.249861,0.71480589,-3.4107676,28.054641,-1.2758167,-9.8319295,35.176565
156.2,5.1219223,-12.582022,20.237527,-3.7075404,-9.173589,15.223975,2.0358689,-2.7030342,8.7748665,-2.0066001,-0.53806625,11.451865,-7.0616233,1.4813871,18.020511,10.038156,13.237893,13.919527,-2.9152316,-4.6850274,17.293371,-0.17363616,-1.8040218,16.376107,-0.14875996,-1.9461826,21.08719
156.4,2.8344221,-14.984681,33.932083,-8.6857012,-19.104842,33.28988,12.223128,-16.328844,13.829107,-11.687829,-3.3214439,9.6388381,-19.08566,4.0281942,24.859604,11.475265,6.935891,40.180697,-9.989239,-15.495235,20.420288,-0.81588123,-8.0555804,11.059535,0.34683473,-5.588785,13.211005
156.6,0.53467229,-5.3984111,25.483508,-2.4813321,-3.4549644,28.443793,3.0368681,-9.9990909,39.46745,-19.623157,-1.6675937,41.908759,-7.8183743,3.5509828,32.891131,2.3993519,-1.1683638,23.084002,-10.137897,-3.2680693,35.739073,-3.3260075,-24.529539,32.402054,1.2056416,-22.239587,22.090945
156.8,3.5647636,-8.8923282,18.432421,-0.78192554,-1.7674393,16.789789,-1.3841074,-5.3571394,22.387988,-2.8525796,3.016402,25.800334,-3.5635055,0.97875607,20.360839,5.6962599,-4.4665726,14.965825,-1.7957897,-0.79404116,21.549705,-1.9519847,-3.9375282,29.70425,-1.6929653,-7.5197608,34.610278
157,5.8837697,-18.292408,29.998306,-3.1104769,-7.9018846,11.493798,-3.9015299,-13.533821,19.828682,-4.8125971,7.7530982,17.742095,-11.428194,2.1189629,15.753493,16.848919,-14.339427,26.695694,-2.6786393,-4.4538472,13.381116,-2.7705101,-3.0597008,17.621919,-1.0131488,-1.3182297,19.782284
157.2,-0.29420057,-6.6088862,29.606148,-9.7728643,-22.145105,33.208644,-5.5191998,-13.871625,34.653282,-9.6850827,17.403594,29.626009,-18.275988,5.2092235,35.702342,2.4118844,-5.9799013,32.072108,-11.342537,-18.216955,20.531591,-10.231594,-11.276497,16.505574,-3.8389818,-4.3855712,12.423174
157.4,1.9160784,-5.4607913,19.068817,-2.8732891,-2.9894181,29.291601,-1.9237168,-4.3981499,24.952322,-1.6434215,6.2106599,30.036169,-2.9773238,1.7179651,26.692038,0.52520592,-0.73165136,18.685303,-8.4903309,0.25750019,35.564138,-10.893606,-9.7138029,37.984432,-15.569982,-17.297549,23.288835
157.6,6.5939246,-15.808148,20.704986,-3.1892637,-1.7142219,17.292027,-2.5213155,-8.7092546,17.573234,-2.3190358,4.1313562,18.778799,-2.6732436,0.5649663,15.913824,2.5214783,-1.9200196,11.201276,0.34597549,1.6282059,20.293455,-1.5268776,-1.0423555,23.733037,-6.0340639,-3.5559267,33.887546
157.8,0.33060246,-11.728086,35.327356,-12.408506,-6.6597274,15.168414,-6.107154,-19.057869,29.610322,-8.2867012,13.18574,18.086743,-12.013245,2.0783628,12.775217,13.960096,-10.477607,13.075486,2.7771453,4.8250982,12.659246,-1.1114124,-1.2038684,13.99439,-2.3417566,-0.22373106,19.408175
158,0.39688745,-3.284823,22.420303,-14.997844,-6.1048213,38.536759,-3.0114776,-5.6254302,30.067113,-4.8846719,13.003979,36.857703,-18.280108,5.7282846,39.096998,5.8843764,-11.210515,40.683417,12.197374,19.161357,22.168528,-5.7023016,-6.4128941,9.7328801,-8.5057917,-0.55483984,13.181785
158.2,3.4296765,-7.8148621,15.31896,-1.9122715,-0.31096125,24.502658,-1.3949579,-4.3804418,18.727617,-0.68175697,2.4621853,23.53732,-1.6884182,1.8977078,25.797836,-2.0375337,-3.2649024,22.956414,7.4025744,-1.2182041,34.525059,-17.430718,-17.977071,35.106537,-23.186309,-0.5831235,31.810143
158.4,7.1374448,-20.574874,30.10386,-0.12642042,0.0077249275,14.338021,-4.1099879,-14.76081,17.738251,-2.6237414,4.1829584,14.549744,-1.1664618,3.2366694,15.368438,-6.5430001,-8.2042147,16.735996,-0.77654684,-2.0378453,19.723234,-3.9458596,-1.7374714,28.846476,-4.2403296,1.2477679,29.656464
158.6,-1.4306609,-5.1682779,30.198406,-0.45047433,0.088801276,8.4154104,-5.7142858,-13.039661,37.035953,-10.64009,16.801358,19.291851,-5.1564328,14.137373,14.417601,-13.763241,-14.090498,33.102542,-3.8809781,-6.7067104,13.053605,-6.0890297,-1.2420374,17.894264,-0.92222293,0.75064265,17.199901
158.8,0.46645918,-1.7011753,17.786207,-3.2362332,0.6210832,5.1241103,-1.1811344,-2.1841569,23.710844,-2.0118755,9.5404737,36.461643,-2.3343705,14.943922,39.574262,-4.2146434,-2.1589741,28.103202,-14.273257,-18.797009,29.642222,-18.486544,-3.6636403,22.221218,-3.8061271,3.3049494,10.65231
159,3.1098377,-6.5563441,11.667967,-22.825728,4.5344807,13.622444,-1.2023383,-4.2822386,14.515341,0.36786731,0.98920476,20.98513,0.67422954,1.7254663,23.843842,-2.7376505,-3.1685897,17.210889,-4.7798694,1.5915547,30.708536,-9.8530274,-0.61669284,34.555588,-17.677008,15.697811,20.852107
159.2,8.7839127,-23.046148,29.106503,-8.2254122,5.1175993,38.457755,-4.9497704,-18.133068,17.626768,1.5382342,1.9116764,12.44482,2.0854052,2.4768525,14.220458,-9.7062376,-12.389843,16.713417,0.50792736,1.2892059,17.75915,-2.7693357,-0.34946269,21.140825,-3.656644,6.616733,35.067478
159.4,-2.8907535,-4.2222106,31.060586,-4.9735755,6.4643556,23.205146,-5.2693945,-9.5314627,37.597617,8.2613124,10.446981,10.97618,9.7676035,11.718592,13.663483,-11.352655,-8.1683873,37.985957,2.7540256,4.9462295,11.143281,-8.152863,-1.6984831,14.317863,-0.29894269,4.1193866,20.17474
159.6,-3.1302423,0.23251734,18.09832,-9.3266802,12.553073,24.680045,-1.092903,-0.77698627,21.664523,13.776093,11.233699,41.62714,11.767442,9.2402036,40.218027,-1.6070217,-0.4951706,23.383351,13.043091,20.377728,23.273669,-22.177405,-4.032458,30.349871,-0.76407458,13.151867,16.754265
159.8,-11.935336,1.0819759,14.206419,-6.2354817,9.7495404,31.75985,-3.0302824,-1.3235062,12.965373,3.460487,-0.61536823,25.02049,2.2799914,0.096424354,23.761053,-0.87982552,-1.075999,13.765519,6.3102426,-2.4876573,33.812468,-5.0226618,0.15211084,30.214066,0.55644558,16.896689,36.528416
160,-18.111791,6.0287167,37.561785,-4.226809,6.0937098,23.65323,-15.121493,-6.6648571,13.716109,7.5919858,-3.0497381,16.649371,5.2812954,-0.96135755,14.685474,-4.4279879,-5.9800265,9.2022739,-1.7312017,-3.226347,19.512305,-0.49379115,-0.032744458,17.571847,0.49751689,3.0853078,25.393084
160.2,-1.2450816,2.2946482,26.117536,-8.5443534,11.388477,22.455294,-13.254226,-2.6747278,40.323461,19.090357,-8.5362499,28.204941,20.196807,-3.8378789,20.676334,-17.281055,-19.813207,31.817738,-6.4497221,-10.696976,15.643218,-1.726376,-0.37220851,10.379757,-0.1985644,4.0585256,15.45322
160.4,0.16357589,0.35482841,15.252867,-7.540415,11.437471,32.58135,-2.582334,1.0194803,23.150201,4.8603169,-4.3222656,31.076316,7.9220551,-4.2675811,35.56809,-4.9436477,0.45921168,30.17029,-13.99757,-11.380205,36.844401,-10.800007,-2.3989046,8.4077439,-1.0619793,16.914229,16.342873
160.6,0.99123575,1.4847003,9.0132108,-3.7541425,5.6695907,25.05874,-6.6260789,3.5570349,15.132242,2.7515739,-1.3431071,18.727655,0.52213368,-0.63054452,20.503746,-4.9483896,3.9752822,18.644989,-2.8738505,0.19155238,25.855535,-21.466457,-2.9063637,41.781854,1.406278,12.695937,38.477397
160.8,6.5072749,9.9965169,7.9014205,-7.2763906,9.6569952,20.771243,-19.160666,10.923046,27.43208,10.471489,-4.0625315,14.229961,0.49430607,-1.3348016,12.067683,-14.11414,11.68537,22.3251,-1.2802565,-1.8074858,15.318348,-4.5149711,1.5454617,26.56398,0.57577971,1.2253059,22.669614
161,16.038896,12.268178,43.27579,-9.2313601,13.356691,31.94743,-4.3945824,4.4200539,31.663517,17.686767,-9.3788309,36.531072,2.9329529,-7.7196052,8.4037559,-5.5771687,8.6164311,34.413683,-5.0806066,-9.1976399,11.424365,-8.9364273,4.1164212,18.801442,1.2639451,1.447949,13.36649
161.2,3.1870945,-4.2767924,26.094228,-3.5923336,5.7698835,27.122372,-0.95206105,0.66870795,18.508924,1.8127958,-2.3825937,26.816964,7.4630589,-24.945271,35.398283,-2.2448423,2.5361443,21.483456,-15.893549,-15.058705,37.97422,-16.950037,8.3609773,30.246667,6.6626617,7.7198975,9.9774655
161.4,4.1958751,-10.314521,19.689388,-5.7385665,7.658996,20.01481,-3.9053848,2.0520236,11.319929,0.1022515,-0.11582797,15.654218,-1.9524275,-4.4456272,29.013538,-7.623636,6.0264029,15.322698,-1.685181,2.7797786,27.113731,-5.6466628,3.52036,29.358524,16.197887,16.009834,38.794007
161.6,4.6739219,-16.941499,31.662058,-10.630362,14.625122,28.765038,-19.061385,10.12746,17.983597,0.35475955,-0.13268975,9.1865274,-5.1215802,-5.8702099,18.815552,-15.293001,14.504854,32.842467,2.4444595,4.0143499,16.404838,-5.6232637,2.6989902,19.170679,3.6967238,1.0077595,27.257526
161.8,0.23858039,-6.4596183,27.990593,-4.021892,6.7924762,29.964435,-6.1220731,6.6029857,36.944868,2.4755634,-0.88263079,5.510513,-12.87297,-14.164747,25.884105,-1.6258329,4.1223049,28.676158,9.2425942,15.060138,18.151842,-15.979819,7.3977573,21.81641,6.8780792,0.37827354,17.325585
162,2.7659781,-7.4326536,19.289385,-4.2043822,5.7451876,20.451733,-0.7544185,3.4787291,20.960771,18.298965,-6.6204528,10.170169,-6.8201099,-5.0416854,32.163565,-1.515954,1.3886651,16.95126,11.164501,3.77904,37.252133,-9.4106376,5.7055019,34.628384,19.946285,0.86458794,24.333482
162.2,6.4716038,-17.530255,25.872043,-10.371589,13.732932,23.383828,-2.0017451,10.993741,15.759592,7.5518954,-8.8426248,41.675721,-3.2724801,-3.3285761,20.425138,-7.091425,5.3734077,11.768228,1.2354798,-0.25217889,22.152316,-3.2574794,1.7722509,22.032472,8.359476,-1.1554779,33.291587
162.4,-0.06630291,-8.8013422,32.058546,-5.5939645,9.29499,33.38179,-2.0667887,19.395408,35.06306,-0.44368224,-7.5313978,23.937832,-9.0454971,-10.473834,17.784964,-17.362131,16.133998,34.078734,0.66211852,1.0401523,13.032817,-9.1067013,4.1338016,15.916737,2.8423384,-0.048950914,20.166909
162.6,1.4470584,-5.0031912,20.768658,-2.9306021,4.2842775,22.283849,0.40387486,3.68381,27.153014,-1.4863815,-14.741342,23.461081,-11.787313,-10.589694,36.166307,-0.18377073,3.9028907,28.855876,3.2151628,6.1054372,8.589588,-18.36358,9.1613505,32.897619,9.3409434,0.57818265,14.168632
162.8,5.6564915,-13.379849,18.934696,-7.8727721,10.237481,18.636694,-0.42939834,2.7418224,16.200191,-2.7534824,-12.479568,32.220852,-2.7828038,-2.0116114,24.930604,2.0327062,2.643924,17.007607,15.727761,21.820844,30.23982,-3.724745,2.6459593,28.480311,22.005384,0.35234364,33.063759
163,2.0032458,-14.633809,35.66193,-9.2008233,13.72469,34.652013,-2.2854101,11.934477,12.957789,-1.3159869,-7.0169407,24.504927,-3.7844811,-4.3374704,15.733552,8.1832313,10.633396,14.41045,3.0228089,-4.4690946,30.80877,-2.670157,1.2795068,17.052582,4.0095571,-1.0341268,28.835074
163.2,0.13387414,-3.8517444,24.45379,-2.320515,3.9902972,25.912136,-1.4940127,19.115522,38.887019,-1.2587807,-13.01457,21.575854,-13.263529,-15.247598,21.670292,13.231303,10.952748,38.747642,-3.7137088,-5.7334155,19.206086,-11.140861,4.9574458,13.611515,0.3696514,-0.041178964,16.79515
163.4,2.9345953,-6.9532617,16.239789,-4.4808763,5.8692297,17.213673,0.90051689,2.345704,25.843867,-2.7763424,-14.800334,32.324449,-7.5490254,-4.8981839,34.973461,2.069157,0.17141283,24.956886,-10.508665,-14.959138,23.35939,-16.698899,8.9873027,38.340839,1.4196372,0.10005635,9.8978092
163.6,7.4821191,-19.785499,26.806437,-12.205271,16.205866,25.762565,1.9808875,2.2957845,15.319873,-1.551396,-6.6649835,26.177009,-0.88857442,-0.58430201,20.468182,0.89717944,-0.65510926,14.615472,-9.2569727,-3.7560419,33.688676,-1.7727544,1.6922253,25.866807,9.2390289,0.72410519,7.3877588
163.8,-1.2555347,-6.7765263,31.915898,-3.6162736,6.8677214,32.432146,8.8776404,10.369342,13.292211,-1.0470931,-10.763142,20.419985,-1.6442976,-1.9477106,12.175039,4.5001348,-3.337721,9.219514,-3.0890102,-2.7440866,21.428022,-0.86948757,1.4888767,15.167661,24.983091,0.07119345,39.322282
164,0.56890442,-2.2787228,19.006232,-1.8032105,2.5886574,19.70047,12.820965,11.245852,39.859891,-2.5011926,-17.096895,30.526407,-8.8942938,-10.805804,11.207561,20.120464,-16.153876,24.086333,-6.2123753,-9.8608185,16.652616,-4.1918354,7.1758073,10.372487,4.3805578,-2.8686916,27.935734
164.2,3.6439179,-7.8478668,13.023494,-6.6119068,8.421386,14.617261,2.1750932,0.52580016,24.748153,-1.9852819,-7.052144,28.514433,-13.033818,-10.589315,41.768889,0.4715877,-6.4765255,33.291759,-13.676204,-12.623396,34.942938,-11.769064,22.03529,33.688114,7.1477463,-6.5030295,19.573178
164.4,7.3842855,-21.992091,32.305821,-11.72562,16.789822,35.341395,3.8838044,-0.15856143,14.867228,-0.90629721,-8.3622368,20.253705,-3.5549124,0.13200778,24.632147,-3.5025526,-4.4304062,19.82825,-3.9114294,-0.61808726,26.824975,-0.57697212,4.2700344,29.284468,13.285005,-12.797468,29.352507
164.6,-2.1522583,-3.6905722,29.442589,-1.3106628,3.1756552,27.414669,16.878097,-0.6535273,15.713231,-1.9409327,-17.854699,26.316668,-8.4462133,1.6015889,16.638176,-10.353276,-12.695847,20.26866,-2.4526959,-3.4827513,16.414109,0.57217656,5.1461876,17.719225,4.6992863,-5.684278,29.737652
164.8,-1.4073015,0.023041468,17.092903,-0.53629197,0.75483916,16.049434,12.541833,-3.0961341,38.923996,-2.6324643,-8.7454911,31.547026,-20.329288,4.6545829,29.242907,-10.096426,-7.4495741,35.456998,-8.5796101,-14.245431,16.921424,1.9708728,17.355763,19.365775,4.9144231,-4.6635326,19.915098
165,-6.0156231,0.45093602,10.836658,-2.7345264,3.4194064,9.8292446,1.2245394,-1.0324412,22.750722,-0.87478772,-6.2006683,21.274535,-5.4337169,2.8018239,30.478141,-2.7990209,-2.211311,22.992102,-12.032663,-4.9419237,38.021438,2.7776318,11.404968,36.371841,12.85361,-11.79087,22.833695
165.2,-24.661078,3.1442341,24.988418,-14.161105,17.942476,18.185208,2.0478282,-2.7801974,13.625923,-1.3081074,-15.508584,21.130638,-3.1855169,0.77475406,18.418251,-5.3687939,-6.7078458,15.762941,-1.2475448,0.55731917,22.816875,0.50197837,2.0029652,22.214187,6.9913191,-8.2835635,33.851674
165.4,-2.8097054,5.558343,32.949614,-3.0539671,7.8994375,36.539276,9.8379919,-13.265654,14.260283,-3.1941062,-12.659699,34.447921,-11.960287,2.1510975,14.615284,-14.333045,-15.956759,29.902546,-0.19342345,-0.22847523,13.373618,0.53107735,4.82624,13.698162,3.1853064,-3.3052262,22.118912
165.6,2.2787208,3.295608,19.177178,0.11975393,4.8262187,20.975739,5.604338,-12.256852,39.93886,-1.0690662,-4.728036,23.712637,-17.950203,5.4241033,37.386702,-5.0991946,-2.246844,30.238758,-0.78526803,-1.4982442,7.901944,2.2412769,20.365836,19.19009,8.8790911,-7.9830812,17.4995
165.8,8.0022963,11.060231,16.350017,0.55101703,14.016539,18.330755,-0.28924471,-2.3512452,23.081389,-0.82435646,-10.64329,17.79905,-2.1308591,1.5571234,26.017969,-1.6063539,-1.6808245,17.952084,-5.4019702,-10.694775,7.1958232,2.8009141,8.9345831,36.45967,12.549922,-12.852646,34.564379
166,12.882715,10.243727,37.257057,1.9129086,15.368409,35.85498,-1.6511936,-6.0456225,14.579317,-2.8057385,-18.740218,32.484854,-0.36267455,0.1092544,15.215048,-5.6470843,-7.3894095,12.616347,-16.995124,-10.777773,43.96387,0.95474985,1.2550682,20.815978,2.6649521,-3.4536209,26.692011
166.2,2.5114544,0.72533478,24.933811,0.65638871,3.6436227,24.830099,-6.0583118,-20.991927,23.789368,-1.8723911,-5.0313684,28.128915,-1.8492812,0.30667321,8.9993721,-15.710889,-16.634127,34.316081,1.5790758,5.6558883,26.175497,3.3017959,3.6671536,12.805206,4.1363473,-3.7864558,16.851737
166.4,1.7990118,2.3458318,14.905661,0.27893856,6.6428748,16.052746,-3.9791397,-6.3096469,33.689664,-0.55424875,-5.6656046,17.898643,-12.329998,1.9642372,8.1582332,-3.7138431,-0.44177423,28.559007,6.7813143,9.6923796,20.586471,14.434205,15.873956,19.672563,14.093773,-12.684774,20.850423
166.6,7.8074937,11.326464,13.068693,0.98294575,20.851796,24.30845,-0.37604469,-0.40374553,19.462996,-1.3543903,-18.057467,20.789761,-18.109845,6.4787362,43.511884,-1.7090072,1.2660543,16.675101,11.904844,11.521721,31.856881,7.0902748,5.0304124,36.047567,6.1786082,-8.0160284,35.478707
166.8,13.750179,9.894405,40.110521,1.8132225,7.6452172,33.371213,-0.14025434,-0.066532769,11.415234,-3.5205708,-10.255539,35.444716,-2.2686334,4.8096736,25.776097,-7.3730353,5.5734425,11.719062,5.8474598,3.3589299,27.36634,2.1585368,0.55543037,20.503672,1.1266677,-1.3626437,21.204526
167,1.9762709,-1.2448805,24.676132,0.21807203,1.6760556,19.700466,-0.84697975,-0.38435326,6.7127102,-0.65135822,-2.4315654,21.729719,-3.6104246,10.735715,19.639495,-16.971858,16.080947,35.001901,5.4968406,7.355901,19.858386,7.3104633,1.5459373,13.437823,3.6081023,-3.1871102,13.061597
167.2,1.8639844,-4.1102624,14.976365,0.17044324,5.7656345,12.393297,-6.5296847,-2.9997364,4.8037672,-0.42236796,-6.8884828,14.081102,-4.5302748,16.868176,31.970581,-0.065290179,3.714327,28.449724,11.657652,14.083318,28.146265,22.945273,4.3377552,28.479087,15.69608,-13.918531,19.1864
