time,y
0,8.083436
0.2,10.759816
0.4,-0.084135085
0.6,-0.98645855
0.8,-1.8789909
1,-1.1042466
1.2,-0.90817284
1.4,-1.8298308
1.6,-1.2641892
1.8,-0.81029678
2,-1.66354
2.2,-1.5032148
2.4,-0.74598228
2.6,-1.3959722
2.8,-1.8100526
3,-0.73252465
3.2,-1.0855243
3.4,-2.0934676
3.6,-0.80693375
3.8,-0.80443318
4,-2.1311263
4.2,-1.0569748
4.4,-0.59822658
4.6,-1.6900005
4.8,-1.6371425
5,-0.49342473
5.2,-0.97154862
5.4,-2.4132516
5.6,-0.59272567
5.8,-0.4611353
6,-1.9455236
6.2,-1.5498042
6.4,-0.2355898
6.6,-0.42990737
6.8,-2.6269653
7,-1.3123217
7.2,-1.277186
7.4,-6.0858494
7.6,-21.070064
7.8,-4.7110947
8,-4.8208714
8.2,-16.152782
8.4,-11.321306
8.6,-1.9839866
8.8,-4.6996214
9,-19.530766
9.2,-8.1670382
9.4,-0.72885944
9.6,-1.6274539
9.8,-7.7399322
10,-1.4543191
10.2,1.0639364
10.4,3.805731
10.6,11.292388
10.8,3.8913039
11,0.37255004
11.2,1.0180693
11.4,6.0907813
11.6,10.7045
11.8,4.3022407
12,10.136052
12.2,18.895615
12.4,5.8723399
12.6,5.8125784
12.8,17.639025
13,10.938469
13.2,2.9613743
13.4,8.0221107
13.6,22.070111
13.8,5.3321811
14,0.92926554
14.2,3.6677287
14.4,19.616278
14.6,10.348781
14.8,3.1448871
15,8.7876524
15.2,12.925568
15.4,2.3425626
15.6,3.3905709
15.8,13.026916
16,7.4942985
16.2,0.64794552
16.4,0.9662008
16.6,5.4689075
16.8,19.680727
17,1.4247005
17.2,-0.34948955
17.4,-1.1426279
17.6,-2.2613973
17.8,-0.51613496
18,-0.53720192
18.2,-2.2688852
18.4,-1.1934154
18.6,-0.24305377
18.8,-0.59775262
19,-2.9419356
19.2,-0.83095588
19.4,-0.78175277
19.6,-4.1151185
19.8,-20.713238
20,-6.9068407
20.2,-5.791924
20.4,-15.791436
20.6,-11.210119
20.8,-3.8129618
21,-9.5982885
21.2,-19.101241
21.4,-4.3698877
21.6,-3.7482575
21.8,-14.275807
22,-13.906086
22.2,-1.5086339
22.4,-1.0170841
22.6,-5.4572585
22.8,-25.117136
23,-4.6758161
23.2,-2.3289643
23.4,-6.4119627
23.6,-2.9201512
23.8,-1.0801822
24,-3.7295052
24.2,-7.1871442
24.4,-0.68483427
24.6,-1.1426894
24.8,-5.0223437
25,-5.3904195
25.2,0.094263072
25.4,0.37058996
