time,z
0,51.805656
0.2,30.439736
0.4,24.131324
0.6,26.72408
0.8,29.653214
1,24.2497
1.2,25.718517
1.4,30.259668
1.6,24.640486
1.8,24.665739
2,30.716218
2.2,25.233611
2.4,23.659194
2.6,30.876929
2.8,26.04872
3,22.811526
3.2,30.549807
3.4,27.103937
3.6,22.233923
3.8,29.537509
4,28.408208
4.2,22.025714
4.4,27.742361
4.6,29.935286
4.8,22.272089
5,25.313763
5.2,31.545815
5.4,23.05232
5.6,22.722383
5.8,32.787642
6,24.45882
6.2,20.630603
6.4,32.560853
6.6,26.625268
6.8,19.619771
7,29.281074
7.2,29.73421
7.4,20.03272
7.6,23.108998
7.8,33.654132
8,22.09924
8.2,17.86011
8.4,34.724006
8.6,26.350542
8.8,16.88613
9,22.549032
9.2,34.405545
9.4,20.596291
9.6,13.226173
9.8,25.671963
10,32.656593
10.2,18.774
10.4,11.627127
10.6,20.905612
10.8,35.15399
11,20.081266
11.2,14.885069
11.4,35.301781
11.6,27.344335
11.8,16.057097
12,10.284089
12.2,26.445873
12.4,32.271632
12.6,19.026632
12.8,17.901903
13,36.903961
13.2,23.738752
13.4,14.641483
13.6,18.880398
13.8,36.74372
14,21.174064
14.2,12.548618
14.4,10.852752
14.6,41.520089
14.8,25.221832
15,16.686807
15.2,27.762924
15.4,31.326548
15.6,18.871202
15.8,14.153046
16,36.153111
16.2,27.09007
16.4,15.806232
16.6,9.2734903
16.8,5.4764705
17,5.4308088
17.2,45.143269
17.4,26.739089
17.6,22.469503
17.8,31.226201
18,26.739144
18.2,21.604588
18.4,30.009045
18.6,28.353823
18.8,21.359137
19,27.594623
19.2,30.318041
19.4,21.765395
19.6,24.300051
19.8,32.401805
20,22.937987
20.2,21.089315
20.4,33.627421
20.6,25.036074
20.8,19.091818
21,31.492694
21.2,28.343261
21.4,18.996936
21.6,24.236813
21.8,33.142929
22,21.090051
22.2,17.113893
22.4,35.58046
22.6,26.041083
22.8,16.154372
23,19.038018
23.2,36.674826
23.4,21.652748
23.6,12.76419
23.8,8.9703823
24,35.987038
24.2,28.680282
24.4,18.335826
24.6,24.899764
24.8,32.844064
25,20.466676
25.2,16.190524
25.4,35.884925
25.6,26.325143
25.8,15.85312
26,14.497375
26.2,39.363712
26.4,24.093691
26.6,14.241253
26.8,11.462276
27,40.078469
27.2,25.884578
27.4,16.091274
27.6,21.765469
27.8,34.917034
28,20.546217
28.2,12.381903
28.4,14.590565
28.6,39.635138
28.8,22.473811
29,15.227302
29.2,30.336716
29.4,30.091459
29.6,17.695909
29.8,11.458162
30,27.626161
30.2,31.733636
30.4,18.467322
30.6,14.770371
30.8,37.521333
31,25.823657
31.2,15.112333
31.4,9.0116947
31.6,10.791379
31.8,42.261306
32,23.72624
32.2,19.397169
32.4,33.813862
32.6,26.25425
32.8,18.107503
33,27.573642
33.2,31.213522
33.4,19.596838
33.6,17.714801
33.8,36.669338
34,24.337664
34.2,15.13583
34.4,19.973924
34.6,36.04253
34.8,20.896717
35,12.254821
35.2,7.2972752
35.4,9.4086744
35.6,43.157612
35.8,24.214048
36,21.272063
36.2,33.141732
36.4,25.533359
36.6,19.618366
36.8,31.079566
37,28.436501
37.2,19.490644
37.4,25.193742
37.6,32.449782
37.8,21.092868
38,18.716516
38.2,35.541032
38.4,24.841908
38.6,16.414005
38.8,26.156317
39,32.273959
39.2,19.260845
39.4,13.202778
39.6,32.199329
39.8,29.463321
40,17.096195
40.2,10.56174
40.4,20.340406
40.6,35.348322
40.8,20.316893
41,16.944713
41.2,36.430607
41.4,25.349582
41.6,15.52409
41.8,17.369693
42,37.796403
42.2,22.163021
42.4,13.014244
42.6,8.3924101
42.8,27.38386
43,31.889118
43.2,19.680839
43.4,22.956407
43.6,33.863369
43.8,21.837917
44,17.047762
44.2,34.66593
44.4,26.844087
44.6,16.655174
44.8,18.764546
45,36.835046
45.2,21.997829
45.4,13.061479
45.6,11.02318
45.8,41.117578
46,25.421134
46.2,16.459818
46.4,26.081133
46.6,32.319911
46.8,19.285238
47,13.187147
47.2,32.02617
47.4,29.549711
47.6,17.142686
47.8,10.605698
48,20.636895
48.2,35.183766
48.4,20.235392
48.6,16.852277
48.8,36.488391
49,25.36012
49.2,15.480641
49.4,16.853213
49.6,38.142121
49.8,22.406887
50,13.182465
50.2,9.1507022
50.4,35.117023
50.6,28.962344
50.8,18.288516
51,23.945574
51.2,33.441199
51.4,20.744701
51.6,15.57717
51.8,34.891726
52,27.335571
52.2,16.251939
52.4,12.391839
52.6,38.084165
52.8,26.657765
53,15.830784
53.2,14.26727
53.4,39.453004
53.6,24.245346
53.8,14.35795
54,12.060554
54.2,40.369983
54.4,25.2733
54.6,15.642229
54.8,21.072079
55,35.351011
55.2,20.641728
55.4,12.184961
55.6,9.0611963
55.8,38.966209
56,27.509876
56.2,18.069524
56.4,26.784784
56.6,31.721181
56.8,19.7684
57,16.864812
57.2,36.721707
57.4,25.086879
57.6,15.278547
57.8,16.514511
58,38.374348
58.2,22.497299
58.4,13.291783
58.6,10.502994
58.8,40.264353
59,26.292788
59.2,16.829223
59.4,24.972721
59.6,32.942986
59.8,19.760873
60,13.54637
60.2,31.936779
60.4,29.533388
60.6,17.133519
60.8,10.21276
61,11.326046
61.2,41.9832
61.4,23.700396
61.6,18.063737
61.8,33.425473
62,27.342761
62.2,17.627025
62.4,22.438752
62.6,34.429267
62.8,20.969831
63,14.139779
63.2,30.139057
63.4,30.344907
63.6,17.618082
63.8,10.344942
64,6.3903791
64.2,18.380144
64.4,35.759969
64.6,21.908293
64.8,24.259296
65,32.496123
65.2,22.847288
65.4,20.86087
65.6,33.772097
65.8,25.070055
66,18.852865
66.2,31.248904
66.4,28.614114
66.6,18.928142
66.8,23.256216
67,33.768863
67.2,21.372524
67.4,16.37116
67.6,34.783838
67.8,27.075469
68,16.426736
68.2,15.6314
68.4,38.720569
68.6,23.620388
68.8,13.839345
69,8.4357761
69.2,16.672764
69.4,37.235243
69.6,21.596483
69.8,20.695994
70,34.668261
70.2,23.946364
70.4,17.526524
70.6,31.72043
70.8,28.741966
71,18.038551
71.2,19.152039
71.4,36.443661
71.6,22.527019
71.8,14.014007
72,20.579053
72.2,35.586699
72.4,20.387199
72.6,12.251677
72.8,14.436672
73,39.738626
73.2,22.515645
73.4,15.390267
73.6,30.832767
73.8,29.793893
74,17.582283
74.2,11.807463
74.4,31.418792
74.6,30.02689
74.8,17.562982
75,13.880642
75.2,37.974308
75.4,25.990823
75.6,15.19692
75.8,9.514019
76,22.782182
76.2,33.929416
76.4,19.97934
76.6,19.378832
76.8,35.89103
77,23.522598
77.2,15.58626
77.4,27.259081
