time,x,y,z
0,11.494925,9.6707478,51.805656
0.2,8.5114726,1.7350581,30.439736
0.4,9.897332,1.7063791,24.131324
0.6,14.551271,2.5079473,26.72408
0.8,10.94761,1.4525621,29.653214
1,9.4140949,1.5359892,24.2497
1.2,14.350109,2.527052,25.718517
1.4,11.655529,1.5615709,30.259668
1.6,8.9166464,1.4024498,24.640486
1.8,13.876372,2.4880886,24.665739
2,12.548914,1.7294555,30.716218
2.2,8.5173207,1.2742853,25.233611
2.4,13.128089,2.3830885,23.659194
2.6,13.599113,1.9623908,30.876929
2.8,8.2725561,1.1594602,26.04872
3,12.133774,2.2137656,22.811526
3.2,14.713265,2.2523325,30.549807
3.4,8.2586437,1.0697235,27.103937
3.6,10.955845,1.9900647,22.233923
3.8,15.694588,2.5625198,29.537509
4,8.5787425,1.0243424,28.408208
4.2,9.6837763,1.7281174,22.025714
4.4,16.225022,2.8165106,27.742361
4.6,9.3670507,1.0573033,29.935286
4.8,8.4262353,1.446964,22.272089
5,15.935169,2.9101846,25.313763
5.2,10.784058,1.2290831,31.545815
5.4,7.3127223,1.1658854,23.05232
5.6,14.593772,2.7605887,22.722383
5.8,12.971314,1.6332309,32.787642
6,6.5235574,0.90538064,24.45882
6.2,12.305696,2.3650879,20.630603
6.4,15.798844,2.3385473,32.560853
6.6,6.3751825,0.6975076,26.625268
6.8,9.5170716,1.8116474,19.619771
7,18.065477,3.134764,29.281074
7.2,7.4490019,0.62369062,29.73421
7.4,6.805182,1.2229094,20.03272
7.6,17.132558,3.3081387,23.108998
7.8,10.700438,0.96905159,33.654132
8,4.7282355,0.68961291,22.09924
8.2,12.098229,2.4391374,17.86011
8.4,17.230076,2.4937124,34.724006
8.6,4.371489,0.27917239,26.350542
8.8,6.0707124,1.1890664,16.88613
9,19.31337,3.8327287,22.549032
9.2,9.1335159,0.42688141,34.405545
9.4,2.0949375,0.24310722,20.596291
9.6,6.4454015,1.3552472,13.226173
9.8,22.823078,4.4762425,25.671963
10,6.3273848,-0.2520051,32.656593
10.2,1.2725424,-0.49673625,18.774
10.4,4.7036019,-2.0819977,11.627127
10.6,20.90939,-9.4553233,20.905612
10.8,6.049362,-4.8352356,35.15399
11,1.6493668,-2.7569434,20.081266
11.2,5.3857889,-9.393533,14.885069
11.4,9.1561079,-18.056192,35.301781
11.6,0.97343367,-3.3371206,27.344335
11.8,0.62983677,-1.1842651,16.057097
12,3.1729346,-5.4384792,10.284089
12.2,12.443375,-22.269708,26.445873
12.4,1.1250732,-5.7302073,32.271632
12.6,-0.49964359,-4.6344098,19.026632
12.8,-1.7052509,-15.20389,17.901903
13,-2.9600881,-13.918103,36.903961
13.2,-0.67230082,-2.5131486,23.738752
13.4,-0.54426735,-4.7920861,14.641483
13.6,-2.1451176,-19.44233,18.880398
