time,x
0,-24.798588
0.2,3.4720743
0.4,8.0632428
0.6,7.5847024
0.8,8.9958883
1,8.838833
1.2,7.550695
1.4,8.8717212
1.6,9.0215404
1.8,7.503733
2,8.7128767
2.2,9.2072309
2.4,7.4870559
2.6,8.5238199
2.8,9.3870377
3,7.5066289
3.2,8.308666
3.4,9.5498179
3.6,7.5685066
3.8,8.0731237
4,9.6824462
4.2,7.6786125
4.4,7.8244315
4.6,9.770278
4.8,7.842344
5,7.5712954
5.2,9.7980324
5.4,8.0639339
5.6,7.3238807
5.8,9.7511403
6,8.3454662
6.2,7.093919
6.4,9.6175026
6.6,8.6854112
6.8,6.8949893
7,9.3894586
7.2,9.0765054
7.4,6.7430215
7.6,9.0656359
7.8,9.5028018
8,6.657026
8.2,8.6522994
8.4,9.9358696
8.6,6.6599458
8.8,8.1639144
9,10.330692
9.2,6.7793049
9.4,7.6228938
9.6,10.623118
9.8,7.046938
10,7.0588825
10.2,10.732669
10.4,7.4965144
10.6,6.508388
10.8,10.575536
11,8.1567287
11.2,6.016116
11.4,10.089607
11.6,9.0361812
11.8,5.6401157
12,9.2645222
12.2,10.09094
12.4,5.463616
12.6,8.1606674
12.8,11.158003
13,5.6149439
13.2,6.9033982
13.4,11.857828
13.6,6.2852316
13.8,5.6573069
14,11.603712
14.2,7.7067507
14.4,4.6105464
14.6,9.9921532
14.8,10.019372
15,4.0348096
15.2,7.3570371
15.4,12.661828
15.6,4.5606471
15.8,4.6283173
16,12.518586
16.2,7.5108803
16.4,2.6767443
16.6,7.1865866
16.8,13.730923
17,3.2266824
17.2,1.8833401
17.4,7.7559187
17.6,13.894991
17.8,2.3255704
18,2.4519293
18.2,11.214994
18.4,10.015134
18.6,-0.46412237
18.8,-2.5715629
19,-10.939014
19.2,-10.26275
19.4,-1.3822768
19.6,-2.5354984
19.8,-12.655651
20,-7.7343357
20.2,1.119364
20.4,4.3404965
20.6,14.138807
20.8,6.2553968
21,0.79448955
21.2,2.0416833
21.4,10.894591
21.6,10.75711
21.8,3.1208598
22,8.1049236
22.2,14.342231
22.4,2.0053425
22.6,2.7660259
22.8,11.392402
23,9.6837259
23.2,0.29252044
23.4,-0.057275697
23.6,-0.3597796
23.8,-2.5465899
24,-16.472835
24.2,-8.0271941
24.4,-6.6624831
24.6,-12.275683
24.8,-6.4421849
25,-5.3881379
25.2,-11.579149
25.4,-8.0192201
25.6,-4.4809532
25.8,-9.9251334
26,-10.550958
26.2,-3.9013751
26.4,-7.6603124
26.6,-13.284548
26.8,-4.0246005
27,-5.3092924
27.2,-13.62154
27.4,-5.8126343
27.6,-3.3167158
27.8,-9.9191926
28,-11.44246
28.2,-2.2039697
28.4,-4.8238362
28.6,-15.4286
28.8,-4.2099989
29,-1.2360883
29.2,-4.9499336
29.4,-17.945865
29.6,-1.9112928
29.8,0.90367402
30,3.8343396
30.2,15.2716
30.4,6.0661489
30.6,2.1204636
30.8,7.6829869
31,15.960395
31.2,0.68549443
31.4,-0.53494034
31.6,-2.5872059
31.8,-13.708889
32,-8.3755845
32.2,-3.7152983
32.4,-10.600025
32.6,-10.544972
