time,x,y,z
0,-16.9879,3.61147,20.7425
0.5,-5.65202,-1.89572,28.6467
1,-13.4967,-13.8449,33.2722
1.5,-4.63532,-7.53637,14.9919
2,-1.68433,-0.10673,22.6697
2.5,-13.6499,-20.6039,25.0974
3,3.51245,5.715,15.6705
3.5,2.63168,-0.1987,25.378
4,10.9707,18.4305,18.5256
4.5,-2.64135,-4.30589,16.5321
5,-4.05698,0.546555,28.4629
5.5,-6.12807,-11.3193,11.038
6,2.14976,3.79016,19.74
6.5,6.96873,0.972908,31.9873
7,9.44458,15.6721,17.6404
7.5,-0.329196,-0.888285,16.7536
8,-16.6386,-16.2873,38.6857
8.5,7.0202,11.078,17.6727
9,2.45394,2.39435,19.9967
9.5,9.11045,1.80778,35.0367
10,4.0831,7.40931,10.9139
10.5,-0.742903,-2.76305,22.1964
11,-12.1089,-5.70215,37.5883
11.5,-2.52328,-4.50859,11.0111
12,-0.614096,3.16002,25.8557
12.5,13.8626,11.4565,36.4707
13,3.06683,5.25477,12.6545
13.5,1.09819,-2.0114,25.0207
14,-14.3855,-19.0926,29.6007
14.5,1.80079,3.08025,13.9109
15,4.09026,-2.41915,30.4249
15.5,-11.551,-17.9736,21.8148
16,0.450151,0.937783,15.3538
16.5,16.0961,11.1808,41.6852
17,-8.27868,-12.7934,19.1465
17.5,-2.70451,-3.19265,18.8395
18,-6.66285,-0.469333,31.9114
18.5,-7.46389,-13.1296,13.9284
19,1.08004,2.17799,18.3294
19.5,10.5935,1.99876,37.5264
20,-3.67252,-6.64473,11.0126
