time,x,y,z
0,-0.71194776,-12.513207,39.620964
0.2,-0.43090213,-1.4227304,24.334207
0.4,-0.0027578136,-0.20771313,14.259036
0.6,0.082036012,-1.0997456,8.3896638
0.8,0.62789038,-7.7947787,5.9938686
1,0.66478739,-27.675317,36.30092
1.2,-3.2535162,-5.1114549,29.238454
1.4,-6.8056378,-7.4199741,20.82325
1.6,-12.12483,-12.505545,29.166376
1.8,-6.1042759,-5.2710942,29.44336
2,-5.5292408,-5.8100421,20.848255
2.2,-11.836144,-12.661593,25.133855
2.4,-7.6458068,-6.5798561,32.158546
2.6,-4.3993812,-4.4199468,22.021155
2.8,-9.9570368,-10.899476,20.821712
3,-10.260827,-9.3925744,34.260963
3.2,-3.8185107,-3.4748397,24.419797
3.4,-7.0171563,-7.7187037,18.218152
3.6,-13.233815,-13.469636,31.725096
3.8,-4.5792353,-3.6256363,28.507939
4,-4.1407905,-4.4413998,18.39196
4.2,-12.197641,-13.445308,21.665038
4.4,-8.2254582,-6.659079,34.839018
4.6,-2.2781306,-2.0955577,21.646604
4.8,-5.8060368,-6.5322111,14.88016
5,-15.162666,-15.919833,30.973423
5.2,-4.1707145,-2.6675098,29.802053
5.4,-0.90005036,-0.88482691,17.455466
5.6,-3.5125487,-4.0356545,10.893755
5.8,-15.964832,-17.884207,22.099129
6,-6.2764018,-3.4215011,34.4081
6.2,-3.8939668,-0.28329515,19.831525
6.4,-12.862573,-0.76448934,16.218189
6.6,-17.392078,0.52392614,36.731873
6.8,-2.917693,0.5451778,25.579694
7,-3.1509181,-0.1476807,15.336826
7.2,-14.127406,-0.94746803,13.696638
7.4,-16.291907,1.0681481,39.799697
7.6,-1.8533782,0.95970652,24.411582
7.8,-2.7226142,2.3987871,14.620038
8,-12.24834,10.734236,14.896624
8.2,-8.5871427,10.613309,39.464102
8.4,-0.45716205,1.8027574,23.126166
8.6,-0.26990405,4.2602094,14.01442
8.8,-1.1780656,18.702894,17.002061
9,1.6606119,10.914068,38.004548
9.2,0.94578413,1.4144219,21.783016
9.4,3.1605663,3.5957381,13.346506
9.6,13.691246,15.444209,18.973104
9.8,7.7099018,5.2246466,36.5675
10,1.8476701,0.27114204,20.825486
10.2,6.0089232,0.38941921,13.119275
10.4,22.850098,1.1626029,23.66389
10.6,6.8415422,-1.6454773,33.718717
10.8,1.2841971,-1.0060954,19.318433
11,4.4726553,-3.9104046,12.172653
11.2,17.541265,-15.819846,23.855757
11.4,3.3560372,-5.8521395,33.572556
11.6,0.22706743,-2.577577,19.266224
11.8,0.60780482,-9.3873603,13.509784
12,0.32206553,-22.329288,33.752503
12.2,-1.0955947,-3.7162719,28.631857
12.4,-0.47118831,-0.59990357,16.644119
12.6,-2.1530236,-2.4860867,9.9964139
12.8,-12.406233,-14.309109,13.429593
13,-9.4497124,-6.3869311,40.141982
13.2,-4.6234605,-0.41400865,22.575986
13.4,-12.425542,-0.66082636,18.097689
13.6,-17.225261,0.30075333,34.651051
