time,x
0,11.494925
0.2,8.5114726
0.4,9.897332
0.6,14.551271
0.8,10.94761
1,9.4140949
1.2,14.350109
1.4,11.655529
1.6,8.9166464
1.8,13.876372
2,12.548914
2.2,8.5173207
2.4,13.128089
2.6,13.599113
2.8,8.2725561
3,12.133774
3.2,14.713265
3.4,8.2586437
3.6,10.955845
3.8,15.694588
4,8.5787425
4.2,9.6837763
4.4,16.225022
4.6,9.3670507
4.8,8.4262353
5,15.935169
5.2,10.784058
5.4,7.3127223
5.6,14.593772
5.8,12.971314
6,6.5235574
6.2,12.305696
6.4,15.798844
6.6,6.3751825
6.8,9.5170716
7,18.065477
7.2,7.4490019
7.4,6.805182
7.6,17.132558
7.8,10.700438
8,4.7282355
8.2,12.098229
8.4,17.230076
8.6,4.371489
8.8,6.0707124
9,19.31337
9.2,9.1335159
9.4,2.0949375
9.6,6.4454015
9.8,22.823078
10,6.3273848
10.2,1.2725424
10.4,4.7036019
10.6,20.90939
10.8,6.049362
11,1.6493668
11.2,5.3857889
11.4,9.1561079
11.6,0.97343367
11.8,0.62983677
12,3.1729346
12.2,12.443375
12.4,1.1250732
12.6,-0.49964359
12.8,-1.7052509
13,-2.9600881
13.2,-0.67230082
13.4,-0.54426735
13.6,-2.1451176
13.8,-2.8200798
14,-0.57726814
14.2,-1.6020567
14.4,-8.6341953
14.6,-13.495923
14.8,-3.3476185
15,-7.8571602
15.2,-20.534964
15.4,-6.6848712
15.6,-2.9661669
15.8,-10.706488
16,-20.160615
16.2,-3.1221283
16.4,-0.15264193
16.6,-0.20238525
16.8,-1.400633
17,-11.239372
17.2,-20.845407
17.4,-6.5257154
17.6,-11.401264
17.8,-13.257913
18,-6.8183008
18.2,-10.029065
18.4,-14.592099
18.6,-7.0609854
18.8,-8.5280174
19,-15.326712
19.2,-7.9120073
19.4,-7.0591015
19.6,-14.827957
19.8,-9.6677369
20,-5.8064908
20.2,-12.814412
20.4,-12.627163
20.6,-5.0507303
20.8,-9.7304355
21,-16.221347
21.2,-5.3844124
21.4,-6.4797979
21.6,-16.841271
21.8,-8.037397
22,-3.8800695
22.2,-11.403306
22.4,-15.453728
22.6,-3.1246953
22.8,-4.4970377
23,-16.811978
23.2,-9.173165
23.4,-0.92597882
23.6,-1.4011994
23.8,-7.9098729
24,-22.730533
24.2,-2.9249077
24.4,-3.5794205
24.6,-9.3262562
24.8,-3.1913975
25,-1.7670227
25.2,-5.9742453
25.4,-8.0947852
25.6,-1.1049412
25.8,-1.6567711
26,-7.3220973
26.2,-6.2822676
26.4,-0.22895476
26.6,0.25251509
26.8,1.2011025
27,3.5975455
27.2,1.6473536
27.4,3.9355241
27.6,13.552155
27.8,7.1765197
28,1.0013854
28.2,2.3870957
28.4,12.00635
28.6,9.4636661
28.8,2.8850963
29,8.4226788
29.2,21.488702
29.4,5.2505746
29.6,1.6188864
29.8,6.6523476
30,24.328034
30.2,5.4835355
30.4,3.0727862
30.6,11.316127
30.8,16.212894
31,1.9808527
31.2,0.4680389
31.4,2.4258224
31.6,15.384892
31.8,11.174191
32,2.7424525
32.2,6.2012206
32.4,7.2540321
32.6,2.0990548
32.8,4.0411729
33,9.3862419
33.2,2.6988471
33.4,2.1445763
33.6,7.1677732
33.8,6.2909967
34,1.0698738
34.2,2.5455823
34.4,9.7882874
34.6,3.2649217
34.8,0.14529785
35,-0.03785163
35.2,-0.22715163
35.4,-1.5817032
35.6,-3.9107373
35.8,-4.1563679
36,-9.3202079
36.2,-10.641136
36.4,-4.5375903
36.6,-7.3433345
36.8,-12.533142
37,-5.066996
37.2,-5.2896191
37.4,-12.643437
37.6,-7.0258627
37.8,-3.6215238
38,-9.5227795
38.2,-11.176325
38.4,-3.0113843
38.6,-4.9854978
38.8,-14.344091
39,-5.7247852
39.2,-1.7162364
39.4,-5.8076052
39.6,-16.01224
39.8,-3.6629583
40,-1.1192196
40.2,-4.804066
40.4,-22.979431
40.6,-7.7216137
40.8,-3.8559822
41,-12.070792
41.2,-14.725363
41.4,-2.6563171
41.6,-3.9920826
41.8,-16.20175
42,-9.9652122
42.2,-0.81388403
42.4,-0.56385538
42.6,-3.1445246
42.8,-13.161237
43,-0.81824146
43.2,0.77150112
43.4,2.1666405
43.6,2.3965384
43.8,0.74091577
44,1.3264389
44.2,3.0188229
44.4,1.1233893
44.6,0.59741117
44.8,1.9857745
45,2.8356369
45.2,0.42530648
45.4,0.26213186
45.6,1.2548305
45.8,3.6537152
46,1.9272946
46.2,4.9535463
46.4,14.33228
46.6,5.7499043
46.8,1.7067232
47,5.7610779
47.2,16.039174
47.4,3.7031829
47.6,1.1388044
47.8,4.8740664
48,23.085319
48.2,7.6157778
48.4,3.820782
48.6,12.048801
48.8,14.775474
49,2.6135478
49.2,3.8407581
49.4,15.851422
49.6,10.372702
49.8,0.8624668
50,0.7766968
50.2,4.2521086
50.4,11.965397
50.6,0.38912874
50.8,-0.78901322
51,-2.3435215
51.2,-2.2728928
51.4,-0.59646203
51.6,-1.2044495
51.8,-3.1399099
52,-1.1671575
52.2,-0.32287081
52.4,-1.1394679
52.6,-3.4758711
52.8,-1.3503191
53,-2.2532807
53.2,-9.6422813
53.4,-11.851597
53.6,-1.7214088
53.8,-2.5944129
54,-12.572679
54.2,-18.191569
54.4,-2.6728333
54.6,-5.0851065
54.8,-18.220201
55,-7.6682672
55.2,-0.76369229
55.4,-1.5645509
55.6,-9.0195581
55.8,-20.993663
56,-2.6524347
56.2,-3.9193718
56.4,-9.4629187
56.6,-2.7863157
56.8,-1.9561288
57,-6.6923454
57.2,-7.0128857
57.4,-1.0132356
57.6,-2.0154814
57.8,-8.5921954
58,-4.5947151
58.2,-0.14026927
58.4,0.22357497
58.6,1.1263878
58.8,3.6757142
59,1.9681668
59.2,4.7414134
59.4,13.9838
59.6,6.2138657
59.8,1.8105003
60,5.8209718
60.2,15.858455
60.4,3.7203741
60.6,0.65177711
60.8,2.6707308
61,15.893957
61.2,13.960481
61.4,4.2072069
61.6,10.393067
61.8,16.200483
62,4.2745018
62.2,5.6597083
62.4,17.31788
62.6,8.1108548
62.8,2.3658184
63,7.4792633
63.2,20.473086
63.4,3.9847255
63.6,0.26169063
63.8,0.58985296
64,3.8628165
64.2,23.353773
64.4,5.8857609
64.6,3.7650469
64.8,7.9153014
65,4.5321091
65.2,2.8782676
65.4,6.827666
65.6,6.2427905
65.8,2.3604184
66,5.0794334
66.2,8.5113775
66.4,2.394053
66.6,3.2338721
66.8,8.9038863
67,3.7780774
67.2,1.7618575
67.4,5.6084586
67.6,8.5539398
67.8,1.310168
68,1.8378066
68.2,7.6618002
68.4,5.7746027
68.6,0.297739
68.8,-0.069739383
69,-0.38647229
69.2,-2.3569943
69.4,-3.3524903
69.6,-3.9786438
69.8,-10.380521
70,-9.9289879
70.2,-3.4486459
70.4,-6.851424
70.6,-13.671535
70.8,-4.3298534
71,-3.5129006
71.2,-11.484033
71.4,-9.2604367
71.6,-1.7443302
71.8,-3.5445809
72,-14.167742
72.2,-7.0412891
72.4,-1.117861
72.6,-3.4518478
72.8,-17.548166
73,-12.059466
73.2,-2.8808246
73.4,-8.0712536
73.6,-19.44131
73.8,-4.1421291
74,-1.7166483
74.2,-7.3037645
74.4,-21.956336
74.6,-3.3365063
74.8,-1.5332501
75,-6.0398773
75.2,-8.3036315
75.4,-0.50609184
75.6,0.10105661
75.8,0.52780492
76,2.8096719
76.2,2.8122136
76.4,3.5500911
76.6,10.608302
76.8,10.015937
77,2.5573187
77.2,5.1049841
77.4,14.869909
77.6,5.1939631
77.8,1.2118798
78,4.3026384
78.2,16.47431
78.4,5.1303793
78.6,2.7058921
78.8,10.109835
79,21.03523
79.2,3.3257517
79.4,0.62612906
79.6,2.7625004
79.8,16.539263
80,9.9991882
80.2,2.5311425
80.4,6.1545424
80.6,7.4616914
80.8,1.8372287
81,3.5308143
81.2,9.6762107
81.4,2.8486943
81.6,1.4626021
81.8,5.3589554
82,9.1887582
82.2,0.96933874
82.4,0.59677205
82.6,3.0182964
82.8,12.421832
83,1.2329306
83.2,-0.50016041
83.4,-1.6914392
83.6,-2.9548933
83.8,-0.69860568
84,-0.58315902
84.2,-2.2352845
84.4,-2.7026307
84.6,-0.42416792
84.8,-0.8698044
85,-4.9903011
85.2,-18.458583
85.4,-4.7385479
85.6,-7.3684227
85.8,-18.46032
86,-9.0034411
86.2,-4.5886493
86.4,-13.120552
86.6,-16.221196
86.8,-3.6420829
87,-5.6827404
87.2,-19.615672
87.4,-9.1272458
87.6,-1.2613869
87.8,-3.3138814
88,-16.97727
88.2,-12.639168
88.4,-2.8713812
88.6,-7.856573
88.8,-19.520026
89,-4.3350138
89.2,-1.7096171
89.4,-7.1794564
89.6,-21.983542
89.8,-3.4418677
90,-1.4739958
90.2,-5.8040495
90.4,-8.7089182
90.6,-0.53744497
90.8,0.11982291
91,0.60707518
91.2,3.0215089
91.4,2.5565435
91.6,3.4432191
91.8,10.822426
92,9.8839446
92.2,2.2104537
92.4,4.3735137
92.6,14.791711
92.8,5.9275718
93,0.54775899
93.2,1.0546694
93.4,6.2651036
93.6,17.20386
93.8,4.3889236
94,8.4023834
94.2,19.06273
94.4,7.5455034
94.6,5.0770717
94.8,15.107631
95,13.764054
95.2,3.2871744
95.4,6.8748591
95.6,21.226419
95.8,6.9965662
96,1.3103391
96.2,4.6209559
96.4,21.519341
96.6,8.5464626
96.8,2.9181142
97,9.4379189
97.2,18.49818
97.4,3.0249361
97.6,1.3365965
97.8,6.2337645
