time,x
0,0.085597858
0.2,0.25056902
0.4,3.0270498
0.6,3.9248386
0.8,8.7320727
1,11.174186
1.2,4.753007
1.4,6.8765766
1.6,12.639758
1.8,5.522305
2,5.0304668
2.2,12.159679
2.4,7.6841213
2.6,3.597381
2.8,8.9541594
3,11.753439
3.2,3.2679235
3.4,4.8092511
3.6,13.979778
3.8,6.177328
4,1.8564833
4.2,5.9836265
4.4,15.699933
4.6,3.6083968
4.8,0.54675788
5,2.2069006
5.2,13.677866
5.4,17.085942
5.6,4.1548665
5.8,9.2123292
6,15.091461
6.2,4.3649257
6.4,5.5512292
6.6,15.797869
6.8,7.3240166
7,2.8194867
7.2,8.7965825
7.4,16.795015
7.6,2.8443079
7.8,1.9237182
8,8.6255667
8.2,18.191949
8.4,1.8798059
8.6,1.0427526
8.8,4.3794058
9,3.4617645
9.2,-0.18435619
9.4,-0.73627087
9.6,-3.6275471
9.8,-9.6894664
10,-2.7522786
10.2,-5.0682228
10.4,-16.877102
10.6,-9.4704807
10.8,-1.7458497
11,-4.6350421
11.2,-19.261278
11.4,-7.9979286
11.6,-1.8235534
11.8,-6.1732643
12,-22.859852
12.2,-5.756377
12.4,-1.2146028
12.6,-4.3808944
12.8,-14.572683
13,-1.8925748
13.2,0.032518455
13.4,0.2554209
13.6,1.6585479
13.8,1.422045
14,1.2920049
14.2,5.6439762
14.4,16.749613
14.6,3.7084441
14.8,3.5995301
15,13.998292
15.2,16.099616
15.4,1.8884204
15.6,0.1024341
15.8,0.30044922
16,2.1663749
16.2,16.482261
16.4,8.0100347
16.6,2.4171414
16.8,4.2375947
17,2.8875705
17.2,1.8373177
17.4,3.8481221
17.6,3.539016
17.8,1.6172096
18,3.291749
18.2,4.3328832
18.4,1.5156167
18.6,2.6351061
18.8,4.944388
19,1.6512903
19.2,1.9691105
19.4,4.8624059
19.6,2.2920345
19.8,1.3750655
20,3.8929691
20.2,3.8801324
20.4,0.96104984
20.6,2.4722653
20.8,5.6873234
21,1.0533226
21.2,1.1852162
21.4,4.3489477
21.6,3.4147209
21.8,0.35682069
22,1.2898138
22.2,5.5634525
22.4,1.7439337
22.6,-0.21664818
22.8,-0.90836802
23,-4.6954777
23.2,-8.5346864
23.4,-2.6476052
23.6,-6.4236929
23.8,-18.725987
24,-6.9519675
24.2,-2.0265649
24.4,-7.0548794
24.6,-21.113136
24.8,-4.6803951
25,-1.5074605
25.2,-6.2391263
25.4,-24.202806
25.6,-5.0800484
25.8,-2.2571734
26,-7.9522576
26.2,-9.6850566
26.4,-1.0069564
26.6,-0.94661766
26.8,-4.8758982
27,-15.199703
27.2,-1.112326
27.4,0.19318596
27.6,0.68771133
27.8,2.0397672
28,0.39208283
28.2,0.20395925
28.4,0.90334203
28.6,2.0531311
28.8,0.50683309
29,1.7898138
29.2,9.8897334
29.4,11.856523
29.6,3.6205761
29.8,9.2562064
30,20.366801
30.2,5.5693304
30.4,3.7684795
30.6,13.87333
30.8,16.147931
31,2.1123158
31.2,1.2826042
31.4,6.6085549
31.6,26.114326
31.8,5.260407
32,4.9012
32.2,14.62619
32.4,8.8809758
32.6,2.517079
32.8,7.06961
33,18.327649
33.2,3.7991096
33.4,1.1806428
33.6,5.0745894
33.8,20.60474
34,4.1301067
34.2,1.1257875
34.4,3.8234164
34.6,4.3907081
34.8,0.15107827
35,0.45237929
35.2,2.4375555
35.4,7.3318853
35.6,-0.44766796
35.8,-1.9161081
36,-6.4086122
36.2,-6.0808961
36.4,-1.1559072
36.6,-1.9607514
36.8,-7.8813629
37,-4.9988095
37.2,-0.9719338
37.4,-3.1305903
37.6,-15.847085
37.8,-11.450114
38,-3.0236668
38.2,-8.6075634
38.4,-21.058041
38.6,-4.6502387
38.8,-1.7669634
39,-7.4579224
39.2,-23.938495
39.4,-4.0777113
39.6,-1.9760418
39.8,-7.610703
40,-10.348342
40.2,-0.80622226
40.4,-0.0039052361
40.6,0.058033979
40.8,0.35021709
41,3.007383
41.2,3.4136866
41.4,8.6036511
41.6,11.781878
41.8,3.990872
42,5.6696338
42.2,13.580386
42.4,5.78082
42.6,3.208048
42.8,9.7521879
43,11.168864
43.2,2.3088671
43.4,3.4571995
43.6,13.253124
43.8,7.7690293
44,0.76010164
44.2,0.54271953
44.4,3.1536773
44.6,20.519048
44.8,10.362225
45,5.5227608
45.2,12.545753
45.4,10.699732
45.6,4.5758538
45.8,9.6598162
46,14.380249
46.2,4.5346414
46.4,6.4143197
46.6,16.039164
46.8,6.5000047
47,3.7079876
47.2,11.401368
47.4,13.094721
47.6,2.5544275
47.8,4.4625794
48,16.475215
48.2,7.2882206
48.4,0.67928229
48.6,1.1962508
48.8,6.9389533
49,21.719007
49.2,2.4084869
49.4,2.2750258
49.6,5.5630111
49.8,1.4127324
50,1.1427619
50.2,4.0144192
50.4,3.9204819
50.6,0.47497302
50.8,1.4857367
51,5.7709514
51.2,1.5065939
51.4,0.017933773
51.6,0.22522123
51.8,1.3916287
52,7.7255608
52.2,-0.27260223
52.4,-2.4833656
52.6,-6.2658795
52.8,-5.7492654
53,-2.2822902
53.2,-4.5201553
53.4,-7.5879975
53.6,-2.5685159
53.8,-2.6597061
54,-7.5765266
54.2,-4.6027718
54.4,-1.3826876
54.6,-3.7731179
54.8,-8.7553805
55,-2.3326145
55.2,-0.53475275
55.4,-2.1628037
55.6,-9.5523963
55.8,-4.1641663
56,-3.88608
56.2,-12.826554
56.4,-14.090972
56.6,-2.5694244
56.8,-3.8139165
57,-15.991876
57.2,-10.955946
57.4,-1.3075436
57.6,-2.6927689
57.8,-13.907906
58,-15.585514
58.2,-2.1542444
58.4,-4.5257763
58.6,-12.892531
58.8,-3.0106243
59,-1.0315734
59.2,-4.2540311
59.4,-14.593887
59.6,-1.976286
59.8,0.031734992
60,0.26002632
60.2,1.6633576
60.4,1.3959992
60.6,1.1569161
60.8,5.1059595
61,17.091711
61.2,4.1747525
61.4,3.851804
61.6,14.273466
61.8,15.633586
62,1.9895831
62.2,1.2590062
62.4,6.5555629
62.6,26.196539
62.8,5.3041589
63,5.0034495
63.2,14.703375
63.4,8.7489274
63.6,2.6333694
63.8,7.4542335
64,18.021903
64.2,3.6099342
64.4,1.4987859
64.6,6.4767859
64.8,20.578772
65,2.9654154
65.2,1.011564
65.4,3.8646321
65.6,4.3767251
65.8,-0.040696267
66,-0.17105066
66.2,-0.89123534
66.4,-5.7051967
66.6,-7.664409
66.8,-4.577366
