time,z
158.2,19.144196
158.4,17.313787
158.6,37.083761
158.8,24.194013
159,14.740986
159.2,16.71214
159.4,38.244856
159.6,22.174669
159.8,13.245873
160,13.401225
160.2,40.517567
160.4,23.469556
160.6,15.123578
160.8,26.008209
161,32.440146
161.2,18.917532
161.4,11.378638
161.6,13.998546
161.8,39.958181
162,22.527169
162.2,16.350495
162.4,33.250195
162.6,28.135867
162.8,17.036357
163,15.209269
163.2,38.634309
163.4,24.323789
163.6,14.234885
163.8,8.394039
164,6.8119118
164.2,42.115352
164.4,27.174259
164.6,20.359028
164.8,30.892471
165,28.301938
165.2,20.023491
165.4,26.447273
165.6,31.521217
165.8,21.080978
166,20.862089
166.2,34.664233
166.4,23.690128
166.6,17.443392
166.8,32.093747
167,28.521545
167.2,17.87112
167.4,19.111073
167.6,36.494102
167.8,22.453644
168,13.876617
168.2,19.520699
168.4,36.257575
168.6,20.732634
168.8,12.609796
169,17.338808
169.2,37.602306
169.4,21.312212
169.6,14.236886
169.8,29.843435
170,30.485769
170.2,17.704826
170.4,10.410686
170.6,6.9094698
170.8,30.423768
171,30.878064
171.2,20.303069
171.4,26.580077
171.6,31.411373
171.8,21.132454
172,21.205605
172.2,34.462854
172.4,23.57647
172.6,17.718331
172.8,32.628186
173,28.058471
173.2,17.805416
173.4,20.587704
173.6,35.581561
173.8,21.764217
174,13.95093
174.2,24.976537
174.4,33.024145
174.6,19.017745
174.8,11.25789
175,9.7358836
175.2,42.202737
175.4,25.532628
175.6,17.77003
175.8,30.217332
176,29.659097
176.2,18.614679
176.4,18.638336
176.6,36.621971
176.8,23.126568
177,14.44829
177.2,21.040787
177.4,35.324898
177.6,20.322864
177.8,12.00222
178,9.4519911
178.2,40.711554
178.4,26.572238
178.6,17.732533
178.8,27.907814
179,31.090306
179.2,19.276752
179.4,16.817112
179.6,37.06287
179.8,24.730118
180,14.958631
180.2,15.340989
180.4,39.1529
180.6,23.020115
180.8,13.775935
181,14.156235
181.2,39.99957
181.4,23.210322
181.6,14.567862
181.8,22.937101
182,34.182584
182.2,19.723919
182.4,11.575655
182.6,7.0753168
182.8,16.520881
183,37.008759
183.2,21.981026
183.4,22.867474
183.6,33.338619
183.8,23.33385
184,19.555258
184.2,33.689858
184.4,26.236877
184.6,18.291564
184.8,28.049253
185,30.883556
185.2,19.559011
185.4,18.561498
185.6,36.361693
185.8,23.788866
186,15.19282
186.2,23.609023
186.4,33.796814
186.6,19.663583
186.8,11.651981
187,9.9421893
187.2,41.921684
187.4,25.587942
187.6,17.502273
187.8,29.484804
188,30.174379
188.2,18.706557
188.4,17.259494
188.6,37.24014
188.8,23.999534
189,14.532583
189.2,15.589684
189.4,39.016347
189.6,22.68435
189.8,13.722551
190,16.525017
190.2,38.323912
190.4,21.914298
190.6,13.649974
190.8,21.861415
191,34.774803
191.2,19.903028
191.4,12.12993
191.6,17.682488
191.8,37.286428
192,21.117794
192.2,14.690493
192.4,32.438912
192.6,29.056979
192.8,16.999852
193,10.466918
193.2,19.433797
193.4,35.871899
193.6,20.566071
193.8,17.139279
194,36.247296
194.2,25.392342
194.4,15.672275
194.6,18.542567
194.8,37.00746
195,21.67453
195.2,12.705773
195.4,7.4545562
195.6,4.4107419
195.8,5.1730101
196,46.100138
196.2,26.470709
196.4,23.323817
196.6,31.023994
196.8,26.259774
197,22.40304
197.2,30.462253
197.4,27.475088
197.6,21.908451
197.8,29.065616
198,28.970132
198.2,21.863288
198.4,26.797898
198.6,30.688064
198.8,22.358681
199,23.996848
199.2,32.362985
199.4,23.486916
199.6,21.364117
199.8,33.163337
200,25.372829
200.2,19.672181
200.4,31.340793
200.6,28.21264
200.8,19.440078
201,25.639602
201.2,32.17613
201.4,20.929836
201.6,19.014623
201.8,35.548009
202,24.530504
202.2,16.391413
202.4,27.191027
202.6,31.681434
202.8,18.945761
203,13.417742
203.2,34.164285
203.4,28.440411
203.6,16.541141
203.8,10.049904
204,16.482542
204.2,37.740557
204.4,21.455113
204.6,17.92049
204.8,35.583795
205,25.495658
205.2,16.289514
205.4,22.753378
205.6,34.299137
205.8,20.289911
206,12.580886
206.2,20.548344
206.4,35.474229
206.6,20.202885
206.8,13.489854
207,30.228859
207.2,30.380559
207.4,17.586218
207.6,10.543196
207.8,13.144993
208,40.509699
208.2,22.781174
208.4,17.444255
208.6,34.126483
208.8,27.087359
209,17.041668
209.2,20.27171
209.4,35.841026
209.6,21.521095
209.8,13.217156
210,18.578028
210.2,36.819497
210.4,20.948596
210.6,13.326245
210.8,25.001293
211,33.007162
211.2,18.958673
211.4,11.67441
211.6,19.786852
211.8,35.832326
212,20.403743
212.2,14.956533
212.4,34.815067
212.6,27.622353
212.8,16.238002
213,10.573821
213.2,28.628113
213.4,31.325928
213.6,18.51426
213.8,17.362518
214,37.316346
214.2,23.742143
214.4,14.331411
214.6,14.97988
214.8,39.43015
215,22.951248
215.2,14.028084
215.4,18.655067
215.6,36.850293
215.8,21.091581
216,12.801208
216.2,16.930665
216.4,37.92365
216.6,21.509574
216.8,14.167373
217,28.617068
217.2,31.117174
217.4,18.033968
217.6,10.579617
217.8,6.2354334
218,5.291899
218.2,42.821374
218.4,27.601623
218.6,21.903933
218.8,30.799968
219,27.557149
219.2,21.28002
219.4,28.824926
219.6,29.447261
219.8,21.40107
220,25.676278
220.2,31.627531
220.4,22.279216
220.6,22.143174
220.8,33.481141
221,24.056304
221.2,19.485355
221.4,32.946946
221.6,26.978899
221.8,18.663431
222,27.028703
222.2,31.44928
222.4,20.061882
222.6,18.61408
222.8,36.128367
223,24.115674
223.2,15.600067
223.4,24.784064
223.6,33.109503
223.8,19.411544
224,11.897834
224.2,18.41591
224.4,36.748344
224.6,20.843607
224.8,14.840078
225,33.600049
225.2,28.376722
225.4,16.648498
225.6,10.565328
225.8,25.003613
226,32.932643
226.2,19.237187
226.4,17.029501
226.6,37.119329
226.8,24.457741
227,14.826979
227.2,15.772188
227.4,38.884563
227.6,22.707736
227.8,13.60247
228,14.286551
228.2,39.921926
228.4,23.055653
228.6,14.577682
228.8,23.920142
229,33.615102
229.2,19.423023
229.4,11.391665
229.6,6.6883513
229.8,4.2234288
230,19.501216
230.2,34.850101
230.4,22.91147
230.6,26.693314
230.8,30.458892
231,23.004316
231.2,24.6242
231.4,31.676159
231.6,23.829419
231.8,22.598957
232,32.400573
232.2,25.155779
232.4,21.01884
232.6,31.832126
232.8,27.075245
233,20.252922
233.2,29.046387
233.4,29.685201
233.6,20.548596
233.8,24.192829
234,32.84655
234.2,22.090176
234.4,19.482509
234.6,34.698844
234.8,25.186462
235,17.449749
235.2,28.718718
235.4,30.635171
235.6,18.933098
235.8,16.760768
236,37.278645
236.2,24.509499
236.4,14.744251
236.6,14.298658
236.8,39.782613
237,23.591664
237.2,14.284431
237.4,16.948669
237.6,38.061095
237.8,21.892779
238,13.267217
238.2,16.737544
238.4,38.123399
238.6,21.694886
238.8,13.853821
239,25.353364
239.2,32.822876
239.4,18.9
239.6,11.226989
239.8,10.782819
240,42.243575
240.2,24.487857
240.4,17.353169
240.6,31.380639
240.8,29.029349
241,18.052618
241.2,18.102208
241.4,37.049219
241.6,23.073877
241.8,14.025351
242,16.398259
242.2,38.437709
242.4,22.073175
242.6,13.552341
242.8,19.391798
243,36.311377
243.2,20.71203
243.4,12.849942
243.6,21.223128
243.8,35.092754
244,20.014331
244.2,13.021405
244.4,27.872487
244.6,31.562153
244.8,18.205372
245,11.475632
245.2,24.007978
245.4,33.458468
245.6,19.290587
245.8,14.876555
246,36.56938
246.2,26.495279
246.4,15.541031
246.6,9.7238424
246.8,22.604005
247,34.036237
247.2,19.956202
247.4,18.871816
247.6,36.140879
247.8,23.781734
248,15.435611
248.2,25.300326
248.4,32.820598
248.6,19.209519
248.8,11.722926
249,17.490851
249.2,37.354199
249.4,21.148043
249.6,15.250297
249.8,33.880562
250,28.093538
250.2,16.591082
250.4,11.469611
250.6,33.952841
250.8,28.971724
251,17.151698
251.2,15.453772
251.4,38.544029
251.6,24.179791
251.8,14.154334
252,8.303801
252.2,4.8819437
252.4,3.569151
252.6,33.670424
252.8,30.386596
253,22.946343
253.2,29.086397
253.4,28.498032
253.6,22.610363
253.8,27.670429
254,29.71448
254.2,22.784519
254.4,25.824432
254.6,30.975309
254.8,23.344648
255,23.786177
255.2,32.027695
255.4,24.350539
255.6,21.934619
255.8,32.326634
256,25.876826
256.2,20.667837
256.4,30.992789
256.6,28.018527
256.8,20.296014
257,27.369564
257.2,30.83321
257.4,21.022629
257.6,22.344101
257.8,33.854298
258,23.043578
258.2,18.457039
258.4,33.84675
258.6,26.773527
258.8,17.631768
259,24.495667
259.2,33.156202
259.4,20.283998
259.6,14.868875
259.8,34.609166
260,27.772363
260.2,16.30911
260.4,10.464863
260.6,26.684673
260.8,32.16688
261,18.923784
261.2,17.433346
261.4,37.135248
261.6,23.965057
261.8,14.588502
