time,y
0,-5.088162
0.2,3.2289695
0.4,1.9046995
0.6,2.3806395
0.8,4.3961722
1,2.3589973
1.2,1.8776304
1.4,4.1160335
1.6,3.1311854
1.8,1.4922828
2,3.2398461
2.2,4.242151
2.4,1.394186
2.6,2.0691649
2.8,4.8596768
3,2.1352446
3.2,1.091687
3.4,3.3287692
3.6,4.5073784
3.8,0.79421111
4,0.8766758
4.2,3.7304223
4.4,4.547481
4.6,1.4725948
4.8,4.9356411
5,20.758208
5.2,8.1355636
5.4,1.672861
5.6,5.460228
5.8,17.566166
6,2.3771452
6.2,-0.16759345
6.4,-0.96144232
6.6,-4.5186803
6.8,-4.0721389
7,-3.1230796
7.2,-10.92716
7.4,-18.741909
7.6,-3.0584439
7.8,-1.2600286
8,-5.9673537
8.2,-24.407842
8.4,-5.6059295
8.6,-3.782704
8.8,-12.056144
9,-8.4984821
9.2,-1.6338005
9.4,-4.3829943
9.6,-16.002263
9.8,-4.2335248
10,-0.16350843
10.2,0.095269558
10.4,0.55828987
10.6,3.7345922
10.8,5.7740641
11,6.4332986
11.2,14.790587
11.4,12.365322
11.6,5.6625424
11.8,11.655218
12,16.236893
12.2,5.5753036
12.4,7.9482931
12.6,18.536589
12.8,7.6633566
13,4.7684777
13.2,14.153359
13.4,14.164943
13.6,3.2239928
13.8,6.1096447
14,20.169107
14.2,7.6901643
14.4,1.0645171
14.6,3.1515814
14.8,16.62493
15,12.315491
15.2,2.7933462
15.4,7.3412681
15.6,14.960826
15.8,2.5153945
16,2.1674164
16.2,9.1827326
16.4,13.145332
16.6,0.79618762
16.8,-0.23222416
17,-1.1493953
17.2,-5.3502058
17.4,-3.6493242
17.6,-4.9080774
17.8,-15.803302
18,-12.316609
18.2,-2.5756726
18.4,-5.758825
18.6,-20.658504
18.8,-7.5889839
19,-0.57511103
19.2,-0.69945271
19.4,-4.2690927
19.6,-20.684972
19.8,-1.495578
20,1.4558802
20.2,3.6800295
20.4,3.6947735
20.6,1.4612423
20.8,2.7138439
21,4.6313148
21.2,1.6349432
21.4,1.6781061
21.6,4.5186789
21.8,2.8974486
22,0.94303842
22.2,2.5058426
22.4,5.1560016
22.6,1.2528746
22.8,0.5503852
23,2.2574333
23.2,5.7524944
23.4,2.0022661
23.6,4.5090826
23.8,17.852862
24,10.578439
24.2,0.94723276
24.4,0.87475956
24.6,4.9897233
24.8,20.349592
25,1.184864
25.2,-1.3486255
25.4,-3.7036463
25.6,-3.7930269
25.8,-1.243427
26,-2.3604245
26.2,-4.9449437
26.4,-1.6865882
26.6,-1.1168503
26.8,-3.6815203
27,-4.2133749
27.2,-0.60319941
27.4,-0.72337291
27.6,-3.3745224
27.8,-5.0378667
28,-2.3162181
28.2,-7.3606935
28.4,-21.598206
28.6,-5.5045805
28.8,-0.44709028
29,-1.1734205
29.2,-7.3961432
29.4,-25.753086
29.6,-4.8449571
29.8,-6.5901372
30,-13.607895
30.2,-4.9802379
30.4,-4.4145982
30.6,-12.153901
30.8,-7.9961985
31,-2.8702181
31.2,-7.692204
31.4,-14.186035
31.6,-2.8159985
31.8,-3.2582348
32,-12.147938
32.2,-8.522045
32.4,-0.9156847
32.6,-1.8948116
32.8,-9.7798647
33,-12.339878
33.2,-0.16940298
33.4,1.1652179
33.6,4.0702665
33.8,3.7879163
34,0.51128516
34.2,0.81607873
34.4,3.8284256
34.6,4.6508759
34.8,2.5166594
35,8.444234
35.2,21.320553
35.4,4.4631524
35.6,0.46956672
35.8,1.7497356
36,11.017475
36.2,19.961886
36.4,4.0534908
36.6,7.7260427
36.8,13.380419
37,3.8412763
37.2,4.844078
37.4,13.579485
37.6,6.2439541
37.8,2.6415362
38,8.2140384
38.2,13.913295
38.4,2.1712302
38.6,2.5309048
38.8,10.72393
39,10.657144
39.2,0.55554099
39.4,-0.21376539
39.6,-1.0884667
39.8,-5.339688
40,-3.8990583
40.2,-5.519671
40.4,-16.460731
40.6,-11.33153
40.8,-3.1784211
41,-8.0682594
41.2,-20.900235
41.4,-5.2733665
41.6,-1.5543892
41.8,-6.2585235
42,-23.498537
42.2,-5.5713188
42.4,-2.6071393
42.6,-9.4666248
42.8,-12.526841
43,-1.0838238
43.2,-0.49963655
43.4,-2.7001096
43.6,-15.819196
43.8,-4.7137545
44,0.85196044
44.2,2.6774959
44.4,4.6539472
44.6,1.6251318
44.8,1.6363516
45,4.4916293
45.2,2.9657979
45.4,0.90149186
45.6,2.3654949
45.8,5.2464082
46,1.363898
46.2,0.43747086
46.4,1.7599544
46.6,5.8924977
46.8,2.5475359
47,4.777206
47.2,17.335069
47.4,10.90502
47.6,1.3149142
47.8,2.2222951
48,11.844916
48.2,18.424074
48.4,2.9892934
48.6,5.7498794
48.8,15.503162
49,3.8358268
49.2,1.8697099
49.4,7.3237722
49.6,15.89982
49.8,1.4856421
50,-0.061592066
50.2,-0.47334764
50.4,-2.8042476
50.6,-5.9041325
50.8,-4.3687466
51,-11.382373
51.2,-16.980652
51.4,-4.8758524
51.6,-6.4755262
51.8,-18.705194
52,-8.6668367
52.2,-2.9262073
52.4,-9.1344875
52.6,-20.713873
52.8,-4.0310372
53,-0.80641753
53.2,-3.5032189
53.4,-19.337887
53.6,-10.043338
53.8,-3.5722304
54,-9.7366254
54.2,-11.528763
54.4,-2.4057284
54.6,-4.6423818
54.8,-15.041523
55,-4.9405731
55.2,-1.1881665
55.4,-4.4103131
55.6,-17.249859
55.8,-3.2746475
56,0.22540935
56.2,1.2221071
56.4,4.915902
56.6,3.2927466
56.8,1.7785332
57,7.1002294
57.2,23.189181
57.4,4.8638162
57.6,2.0607618
57.8,8.0934367
58,14.966278
58.2,1.0296411
58.4,-0.26061059
58.6,-1.2534924
58.8,-5.4336423
59,-3.3246806
59.2,-4.3209363
59.4,-15.039409
59.6,-13.411518
59.8,-2.0710012
60,-3.3521727
60.2,-15.578926
60.4,-13.276579
60.6,-1.8480855
60.8,-4.1445739
61,-15.945286
61.2,-4.3924587
61.4,-0.052654815
61.6,0.44935277
61.8,2.3746285
62,5.9580262
62.2,3.1773157
62.4,8.3228463
62.6,19.907091
62.8,5.8991886
63,3.2242859
63.2,11.809457
63.4,17.757626
63.6,2.4790795
63.8,0.42546565
64,2.0820435
64.2,13.616961
64.4,15.972324
64.6,4.2749122
64.8,9.0493292
65,11.830703
65.2,3.638055
65.4,6.1723511
65.6,14.18773
65.8,4.6890809
66,3.6340843
66.2,11.302263
66.4,9.3944247
66.6,2.074132
66.8,5.1401786
67,15.976076
67.2,3.8354275
67.4,0.88417943
