time,y
0,3.6114748
0.2,-13.529959
0.4,-5.4923939
0.6,-2.6262926
0.8,-9.022237
1,-13.844938
1.2,-0.94318147
1.4,-3.7531762
1.6,-14.306693
1.8,-4.9280687
2,-0.10672953
2.2,-2.3322252
2.4,-12.200038
2.6,-8.1521758
2.8,2.8824311
3,5.7150046
3.2,17.484989
3.4,0.64174992
3.6,0.68044796
3.8,3.9662104
4,18.430484
4.2,-0.84215527
4.4,-2.7944182
4.6,-8.4023279
4.8,-15.760158
5,0.54655473
5.2,-0.88008942
5.4,-4.7871952
5.6,-20.763068
5.8,2.9244664
6,3.7901632
6.2,11.931526
6.4,8.9401478
6.6,0.57753025
6.8,3.7433831
7,15.672061
7.2,2.7882912
7.4,-0.98079535
7.6,-1.584753
7.8,-8.7774815
8,-16.287292
8.2,3.9283668
8.4,6.1735431
8.6,16.14177
8.8,2.0357488
9,2.3943485
9.2,9.612023
9.4,13.466783
9.6,-0.34406392
9.8,1.4367921
10,7.4093089
10.2,18.877971
10.4,-3.0308137
10.6,-3.8153132
10.8,-13.814365
11,-5.7021514
11.2,0.029908076
11.4,-1.9726255
11.6,-10.556546
11.8,-11.83746
12,3.1600182
12.2,5.5428298
12.4,16.949871
12.6,1.3254405
12.8,1.023109
13,5.2547721
13.2,19.474807
13.4,-1.5079553
13.6,-1.9132005
13.8,-6.6249425
14,-19.092596
14.2,1.8532564
14.4,1.7168767
14.6,6.7214484
14.8,19.44675
15,-2.4191526
15.2,-2.6192378
15.4,-10.168227
15.6,-12.661385
15.8,1.3357941
16,0.93778268
16.2,4.4066571
16.4,21.010995
16.6,-3.3703428
16.8,-4.4717716
17,-12.793377
17.2,-7.3166332
17.4,-1.5643973
17.6,-6.2846146
17.8,-17.335839
18,-0.4693328
18.2,-1.2150074
18.4,-6.035406
18.6,-19.734938
18.8,2.0616912
19,2.1779912
19.2,8.1849322
19.4,16.800908
19.6,-1.7734683
19.8,-1.5342559
20,-6.6447307
20.2,-19.954368
20.4,2.946518
20.6,3.4893751
20.8,12.640574
21,7.7001045
21.2,-0.23445345
21.4,1.5292837
21.6,8.2996667
21.8,17.31479
22,-3.5007857
22.2,-5.0930419
22.4,-15.907162
22.6,-2.7035921
22.8,-1.2161881
23,-5.8426278
23.2,-18.909395
23.4,1.0444693
23.6,0.93335124
23.8,2.9745461
24,16.071844
24.2,1.2763766
24.4,-3.5621111
24.6,-9.0682337
24.8,-14.0331
25,-0.6260879
25.2,-3.2115986
25.4,-13.243644
25.6,-6.5952112
25.8,0.57425373
26,-0.41281586
26.2,-2.5354181
26.4,-16.315616
26.6,0.035830561
26.8,5.1603128
27,11.366918
27.2,9.2737173
27.4,2.8152669
27.6,7.9978216
27.8,14.444934
28,2.0804315
28.2,4.6005372
28.4,14.425071
28.6,4.7217385
28.8,1.8227016
29,7.3551077
29.2,16.872528
29.4,-0.10406434
29.6,1.2653535
29.8,6.3631687
30,19.897124
30.2,-2.5286211
30.4,-2.8075473
30.6,-10.565396
30.8,-11.785192
31,1.0270212
31.2,0.2533551
31.4,0.94963
31.6,6.643155
31.8,22.067821
32,-5.9158591
32.2,-7.9115223
32.4,-13.43192
32.6,-3.7751004
32.8,-5.7869778
33,-13.740929
33.2,-5.0616816
33.4,-4.0075623
33.6,-11.44655
33.8,-9.2151701
34,-2.4799164
34.2,-7.5522196
34.4,-15.21832
34.6,-1.7167083
34.8,-3.7935951
35,-13.36044
35.2,-6.4375152
35.4,-0.88877831
35.6,-4.6703294
35.8,-17.582355
36,-0.58352721
36.2,0.64725069
36.4,1.0650713
36.6,6.3462459
36.8,21.835367
37,-4.8502925
37.2,-6.3837882
37.4,-14.926228
37.6,-3.422164
37.8,-3.5590279
38,-11.67569
38.2,-9.1763595
38.4,-1.4521982
38.6,-5.7223395
38.8,-17.081848
39,-1.0672367
39.2,-1.2004658
39.4,-5.9146531
39.6,-19.49555
39.8,1.7242278
40,1.7625134
40.2,6.5021473
