time,z
0,13.350831
0.2,35.582293
0.4,28.833994
0.6,26.029785
0.8,26.257287
1,28.570071
1.2,26.175225
1.4,25.941807
1.6,28.663792
1.8,26.394994
2,25.633222
2.2,28.695155
2.4,26.665269
2.6,25.34398
2.8,28.648492
3,26.984819
3.2,25.088945
3.4,28.50896
3.6,27.350609
3.8,24.883124
4,28.264214
4.2,27.757115
4.4,24.741161
4.6,27.906667
4.8,28.195311
5,24.676955
5.2,27.436053
5.4,28.651174
5.6,24.703421
5.8,26.861867
6,29.103586
6.2,24.832404
6.4,26.205143
6.6,29.521612
6.8,25.074706
7,25.498972
7.2,29.861384
7.4,25.440135
7.6,24.787342
7.8,30.06346
8,25.937415
8.2,24.122313
8.4,30.052694
8.6,26.573619
8.8,23.560046
9,29.744212
9.2,27.352422
9.4,23.15663
9.6,29.060197
9.8,28.269709
10,22.964881
10.2,27.960299
10.4,29.303359
10.6,23.03304
10.8,26.480721
11,30.390909
11.2,23.405956
11.4,24.76417
11.6,31.384786
11.8,24.128793
12,23.055536
12.2,31.978292
12.4,25.252656
12.6,21.652235
12.8,31.639627
13,26.839311
13.2,20.832084
13.4,29.730177
13.6,28.950364
13.8,20.80561
14,26.08633
14.2,31.543456
14.4,21.728466
14.6,21.769383
14.8,33.923563
15,23.781809
15.2,18.690486
15.4,33.03284
15.6,27.330536
15.8,18.149721
16,24.60265
16.2,33.033975
16.4,20.507653
16.6,15.851008
16.8,35.578819
17,26.736031
17.2,15.979528
17.4,13.214652
17.6,39.294603
17.8,25.354913
18,15.056663
18.2,13.410396
18.4,40.002487
18.6,24.460268
18.8,14.770998
19,16.678764
19.2,38.269605
19.4,22.195848
19.6,13.257739
19.8,13.393265
20,40.521345
20.2,23.480222
20.4,15.12184
20.6,25.948429
20.8,32.473188
21,18.934586
21.2,11.381045
21.4,13.819654
21.6,40.104174
21.8,22.615106
22,16.386752
22.2,33.149602
22.4,28.188595
22.6,17.083435
22.8,15.323568
23,38.583723
23.2,24.266691
23.4,14.20266
23.6,8.3391239
23.8,5.2207869
24,19.726114
24.2,34.886612
24.4,22.313568
24.6,25.925035
24.8,31.246742
25,22.708695
25.2,23.138321
25.4,32.725891
25.6,24.036499
25.8,20.781061
26,32.918255
26.2,26.148902
26.4,19.514193
26.6,30.021838
26.8,29.250978
27,19.74721
27.2,23.700315
27.4,33.344409
27.6,21.718653
27.8,17.910214
28,35.121171
28.2,25.9512
28.4,16.644421
28.6,22.872336
28.8,34.21543
29,20.386091
29.2,12.979261
29.4,24.644557
29.6,33.18839
29.8,19.043932
30,12.120782
30.2,25.369995
30.4,32.799656
30.6,18.88812
30.8,13.400652
31,34.485127
31.2,28.281017
31.4,16.455559
31.6,10.055199
31.8,17.853613
32,36.797926
32.2,21.043502
32.4,17.911527
32.6,35.880253
32.8,25.175233
33,16.022995
33.2,22.519261
33.4,34.447213
33.6,20.27345
33.8,12.329283
34,16.689763
34.2,38.030618
34.4,21.522334
34.6,14.689748
34.8,31.208423
35,29.713988
35.2,17.362133
35.4,10.590172
35.6,17.348485
35.8,37.243977
36,21.163963
36.2,16.993288
36.4,35.696851
36.6,26.025926
36.8,16.057365
37,18.30175
37.2,37.163468
37.4,21.943504
37.6,12.880647
37.8,7.889605
38,17.536689
38.2,36.553532
38.4,21.526933
38.6,21.769774
38.8,34.124514
39,23.436189
39.2,18.219541
39.4,33.245508
39.6,27.388634
39.8,17.802578
40,23.06682
40.2,34.022262
40.4,20.836301
40.6,14.582083
40.8,32.452491
41,29.069027
41.2,16.988461
41.4,10.341549
41.6,16.844914
41.8,37.545327
42,21.329783
42.2,17.428306
42.4,35.647759
42.6,25.787073
42.8,16.159764
43,20.430619
43.2,35.763976
43.4,21.081254
43.6,12.564035
43.8,11.837719
44,41.444258
44.2,24.304407
44.4,16.156886
44.6,28.377487
44.8,31.041818
45,18.506963
45.2,13.134311
45.4,34.504623
45.6,28.33826
45.8,16.500044
46,10.491774
46.2,25.473127
46.4,32.712574
46.6,19.159442
46.8,17.255425
47,37.095248
47.2,24.244296
47.4,14.75539
47.6,16.508709
47.8,38.385848
48,22.282919
48.2,13.319834
48.4,13.616971
48.6,40.376145
48.8,23.358927
49,14.994078
49.2,25.629584
49.4,32.653828
49.6,18.999736
49.8,11.311313
50,11.177912
50.2,42.046344
50.4,24.210106
50.6,17.157759
50.8,31.53742
51,28.983832
51.2,17.916885
51.4,17.500228
51.6,37.402287
51.8,23.333931
52,13.993151
52.2,13.594012
52.4,40.297804
52.6,23.698626
52.8,14.767108
53,21.911391
53.2,34.802635
53.4,20.099885
53.6,11.791559
53.8,7.0797795
54,11.772584
54.2,40.728603
54.4,23.213981
54.6,21.920926
54.8,33.382456
55,24.536273
55.2,19.62631
55.4,32.41947
55.6,27.359427
55.8,18.995811
56,26.804131
56.2,31.525361
56.4,20.322057
56.6,19.160719
56.8,35.787833
57,23.991467
57.2,15.957459
57.4,27.238755
57.6,31.697284
57.8,18.787014
