time,z
0,51.425377
0.2,30.749812
0.4,18.325541
0.6,13.793822
0.8,36.64816
1,26.930072
1.2,15.708523
1.4,9.4309831
1.6,13.083863
1.8,40.294697
2,22.676842
2.2,18.86326
2.4,34.640863
2.6,25.785414
2.8,17.294333
3,26.484869
3.2,31.992888
3.4,19.519298
3.6,15.108432
3.8,36.315248
4,26.558825
4.2,15.631317
4.4,10.370994
4.6,30.82961
4.8,30.431298
5,18.195223
5.2,18.427419
5.4,36.861411
5.6,22.934462
5.8,14.051509
6,17.905926
6.2,37.369225
6.4,21.404185
6.6,13.020035
6.8,17.464361
7,37.56903
7.2,21.337406
7.4,13.820914
7.6,27.051931
7.8,31.937195
8,18.431281
8.2,10.910185
8.4,9.5254493
8.6,42.426655
8.8,25.523139
9,18.031461
9.2,30.725985
9.4,29.263044
9.6,18.590691
9.8,19.916057
10,35.890895
10.2,22.484995
10.4,14.605537
10.6,26.090052
10.8,32.41293
11,18.794831
11.2,11.064872
11.4,7.6627492
11.6,34.870814
11.8,29.336376
12,19.434036
12.2,26.999745
12.4,31.338794
12.6,20.467071
12.8,20.017833
13,35.328329
13.2,23.647701
13.4,16.419674
13.6,30.074661
13.8,30.025746
14,18.104113
14.2,14.435396
14.4,37.647012
14.6,25.918551
14.8,15.144275
15,8.8851296
15.2,5.2540737
15.4,5.6875391
15.6,45.632011
15.8,26.333125
16,22.699493
16.2,31.379171
16.4,26.387
16.6,21.726934
16.8,30.432102
17,27.922784
17.2,21.338031
17.4,28.283167
17.6,29.826904
17.8,21.58144
18,25.098773
18.2,31.948842
18.4,22.571424
18.6,21.731364
18.8,33.550148
19,24.452617
19.2,19.359214
19.4,32.443415
19.6,27.478123
19.8,18.810283
20,26.092732
20.2,32.009528
20.4,20.417685
20.6,18.160873
20.8,36.091788
21,24.667303
21.2,15.780745
21.4,23.343566
21.6,33.950292
21.8,19.919115
22,12.096124
22.2,16.371274
22.4,38.228514
22.6,21.61272
22.8,15.022349
23,32.147093
23.2,29.144303
23.4,17.12373
23.6,11.051511
23.8,27.34151
24,31.870413
24.2,18.625249
24.4,15.862985
24.6,37.648846
24.8,24.912456
25,14.721539
25.2,10.61604
25.4,36.947109
25.6,27.869933
25.8,17.075195
26,20.375269
26.2,35.779873
26.4,21.46863
26.6,13.194971
26.8,18.729468
27,36.714385
27.2,20.888902
27.4,13.301869
27.6,25.144901
27.8,32.931408
28,18.918455
28.2,11.668115
28.4,20.102472
28.6,35.637735
28.8,20.31033
29,14.921975
29.2,34.933622
29.4,27.561321
29.6,16.193994
29.8,10.468175
30,27.707805
30.2,31.721538
30.4,18.724829
30.6,17.545346
30.8,37.164434
31,23.762907
31.2,14.450125
31.4,16.408339
