time,x
0,-2.81789
0.5,5.93147
1,2.31996
1.5,12.5912
2,1.06282
2.5,7.92899
3,6.01061
3.5,3.7597
4,0.264192
4.5,1.23593
5,2.00815
5.5,-2.99668
6,-18.4103
6.5,-5.37926
7,-0.419031
7.5,14.8437
8,1.22957
8.5,-3.06679
9,-20.4218
9.5,-0.344102
10,-25.2244
10.5,6.68725
11,4.03265
11.5,7.89958
12,12.7907
12.5,4.18052
13,2.78189
13.5,14.8688
14,1.45883
14.5,-2.70907
15,-20.0175
15.5,0.883789
16,12.0327
16.5,6.38061
17,0.489809
17.5,-0.429042
18,-11.1007
18.5,0.144067
19,15.5841
19.5,3.48532
20,-0.0355663
