time,y
0,18.608846
0.2,11.738309
0.4,8.2467497
0.6,7.611732
0.8,9.4123624
1,8.4703706
1.2,7.4601119
1.4,9.3281553
1.6,8.6952288
1.8,7.3298011
2,9.1972025
2.2,8.9460964
2.4,7.2235186
2.6,9.0192349
2.8,9.2150232
3,7.1490093
3.2,8.7964752
3.4,9.490258
3.6,7.1149107
3.8,8.5333218
4,9.7558687
4.2,7.1308724
4.4,8.2362334
4.6,9.991804
4.8,7.207609
5,7.9135465
5.2,10.17466
5.4,7.3567764
5.6,7.5753006
5.8,10.279341
6,7.5904705
6.2,7.2331625
6.4,10.281649
6.6,7.9199967
6.8,6.9005583
7,10.161532
7.2,8.3533464
7.4,6.5931422
7.6,9.9064691
7.8,8.890597
8,6.329748
8.2,9.5142195
8.4,9.5164707
8.6,6.1339929
8.8,8.9942557
9,10.190095
9.2,6.0367198
9.4,8.3675046
9.6,10.834428
9.8,6.0794497
10,7.6646103
10.2,11.332131
10.4,6.3187879
10.6,6.923575
10.8,11.53845
11,6.8304562
11.2,6.1883271
11.4,11.318627
11.6,7.7064108
11.8,5.5106402
12,10.601816
12.2,9.0226968
12.4,4.9592539
12.6,9.4232572
12.8,10.725755
13,4.642211
13.2,7.9240819
13.4,12.395193
13.6,4.7526811
13.8,6.3058783
14,13.089749
14.2,5.6647065
14.4,4.7752201
14.6,11.87726
14.8,8.08317
15,3.5458521
15.2,8.9115036
15.4,12.455371
15.6,3.0288552
15.8,5.4407624
16,14.754826
16.2,4.5513184
16.4,2.6098542
16.6,9.1008529
16.8,13.126983
17,1.3755909
17.2,2.2167584
17.4,10.180324
17.6,11.793794
17.8,-0.18587845
18,-1.892197
18.2,-8.5259344
18.4,-13.060539
18.6,-2.1545627
18.8,-3.3060982
19,-14.101156
19.2,-5.9506785
19.4,0.35657008
19.6,1.9457052
19.8,9.5701749
20,11.995412
20.2,2.4516712
20.4,5.526766
20.6,16.746916
20.8,2.6262645
21,0.56940782
21.2,2.6759694
21.4,14.44841
21.6,5.3481535
21.8,-1.9661539
22,-6.4378574
22.2,-13.941249
22.4,-4.1487371
22.6,-2.4049293
22.8,-8.8325462
23,-12.426566
23.2,-1.8208765
23.4,-0.13432721
23.6,-0.48884064
23.8,-3.543916
24,-21.494176
24.2,0.36881709
24.4,5.5601977
24.6,10.968576
24.8,8.1354932
25,5.2656344
25.2,9.9938949
25.4,9.626504
25.6,4.8235135
25.8,8.4025014
26,11.363937
26.2,4.8770814
26.4,6.5139879
26.6,12.533725
26.8,5.8666841
27,4.7257615
27.2,11.561985
27.4,8.3899443
27.6,3.447025
27.8,8.0188269
28,12.526213
28.2,3.5411887
28.4,3.9924043
28.6,12.715037
28.8,7.7743577
29,1.5298502
29.2,3.8319803
29.4,14.752598
29.6,6.3574029
29.8,1.4360269
30,5.0325053
30.2,18.530979
30.4,1.413489
30.6,-1.5087078
30.8,-5.904553
31,-15.30882
31.2,-3.5928983
31.4,-0.81053821
31.6,-3.4589917
31.8,-17.816733
32,-2.2457001
32.2,2.7613772
32.4,8.4967606
32.6,12.156996
32.8,3.1147363
33,3.8361114
33.2,12.878679
33.4,7.7440654
33.6,1.1395896
33.8,2.5206928
34,12.116326
34.2,9.387256
34.4,2.4126584
34.6,6.9168899
34.8,16.359258
35,1.5923242
35.2,0.67302642
35.4,3.3748903
35.6,17.234113
35.8,2.7218147
36,-2.4418421
36.2,-7.7979478
36.4,-12.946122
36.6,-3.2199984
36.8,-3.0063071
37,-11.169649
37.2,-9.8013752
37.4,-1.1115251
37.6,-0.45660475
37.8,-2.447602
38,-14.515827
38.2,-8.3362217
38.4,-5.045063
38.6,-12.201778
38.8,-7.7419641
39,-3.3488186
39.2,-8.8287011
39.4,-12.728965
39.6,-2.7814446
39.8,-4.9570636
40,-14.74414
40.2,-4.8324861
40.4,-2.0072093
40.6,-7.280048
40.8,-16.000473
41,-1.3864171
41.2,-0.64081022
41.4,-3.276827
41.6,-17.136812
41.8,-2.7818947
42,2.5712951
42.2,8.0204809
42.4,12.656101
42.6,3.2552485
42.8,3.4393485
43,12.075274
43.2,8.7153429
43.4,1.1021292
43.6,1.6747978
43.8,8.6946782
44,13.110816
44.2,2.9665686
44.4,6.3546097
44.6,15.988326
44.8,2.6603766
45,1.7973325
45.2,7.6019481
45.4,16.14928
45.6,0.59448661
45.8,-0.78560038
46,-3.6587557
46.2,-15.956898
46.4,-6.0397939
46.6,-3.4804167
46.8,-11.44652
47,-9.4568471
47.2,-1.2068263
47.4,-3.201419
47.6,-13.988185
47.8,-6.0829338
48,0.36614829
48.2,1.9876195
48.4,9.7039776
48.6,11.833861
48.8,2.3892386
49,5.4300188
49.2,16.812363
49.4,2.6300229
49.6,0.43790249
49.8,2.0769628
50,11.963404
50.2,8.6183883
50.4,-1.9147572
50.6,-6.156897
50.8,-13.690286
51,-4.8159693
51.2,-2.9647414
51.4,-9.8143642
51.6,-11.113673
51.8,-1.8243743
52,-2.0019665
52.2,-9.2983748
52.4,-12.237896
52.6,-2.2184054
52.8,-4.5203727
53,-16.376589
53.2,-3.4404432
53.4,-0.0047728316
53.6,0.29058291
53.8,1.732393
54,11.768233
54.2,10.608307
54.4,5.2695063
54.6,11.246458
54.8,8.7686164
55,3.9632159
55.2,8.960333
55.4,12.033913
55.6,3.5738836
55.8,6.270048
56,14.258181
56.2,4.4463785
56.4,3.8242263
56.6,11.717149
56.8,8.8112073
57,2.1399628
57.2,5.9411442
57.4,16.194334
57.6,2.7876294
57.8,1.4679158
58,6.3148775
58.2,17.889792
58.4,0.85170483
58.6,-1.159612
58.8,-4.9713954
59,-16.144152
59.2,-4.3365928
59.4,-2.4078972
59.6,-9.596357
