time,x
0,10.207652
0.2,13.894711
0.4,7.4844646
0.6,13.478357
0.8,13.77796
1,7.7154916
1.2,12.143061
1.4,15.332292
1.6,7.6976506
1.8,10.550564
2,16.621675
2.2,8.1995583
2.4,8.8806689
2.6,16.990139
2.8,9.4865772
3,7.3217141
3.2,15.80429
3.4,11.899904
3.6,6.1044541
3.8,13.028032
4,15.597311
4.2,5.6380991
4.4,9.4150444
4.6,18.947882
4.8,6.8087313
5,5.9944935
5.2,17.044873
5.4,11.407687
5.6,3.6486898
5.8,9.5063961
6,20.781528
6.2,4.6738815
6.4,2.8417606
6.6,11.565548
6.8,19.658244
7,2.3359275
7.2,0.96256145
7.4,4.559639
7.6,14.382222
7.8,0.50769969
8,-1.3315058
8.2,-4.5213043
8.4,-5.3269566
8.6,-1.0083289
8.8,-1.3018321
9,-5.3871614
9.2,-4.8751511
9.4,-1.1629258
9.6,-3.723791
9.8,-17.764625
10,-10.542543
10.2,-2.4171978
10.4,-7.1252543
10.6,-19.493629
10.8,-3.6324754
11,-0.46975642
11.2,-1.9442347
11.4,-11.847257
11.6,-14.288878
11.8,-1.229079
12,-1.7509302
12.2,-2.3603636
12.4,0.13735206
12.6,-0.88592403
12.8,-3.013248
13,0.044481409
13.2,-0.16048748
13.4,-1.454317
13.6,-3.2744912
13.8,0.7310265
14,-0.059006964
14.2,-0.7087433
14.4,-3.7726203
14.6,1.2565053
14.8,2.5480195
15,7.7211825
15.2,13.22428
15.4,3.3235343
15.6,3.0710176
15.8,11.377254
16,9.6186828
16.2,1.1702503
16.4,0.85378823
16.6,4.6044128
16.8,18.070598
17,5.0187652
17.2,6.7561367
17.4,18.366158
17.6,9.6609419
17.8,3.9167596
18,11.293062
18.2,18.983199
18.4,3.7709214
18.6,3.696066
18.8,15.069964
19,14.660461
19.2,1.428573
19.4,0.59194901
19.6,3.1039702
19.8,15.035762
20,1.1109052
20.2,-1.6100066
20.4,-4.5694663
20.6,-4.9975137
20.8,-1.5467433
21,-2.7113251
21.2,-6.3912845
21.4,-2.494356
21.6,-1.1568613
21.8,-3.8964111
22,-6.0693967
22.2,-1.104602
22.4,-0.30085456
22.6,-1.404436
22.8,-7.0804452
23,-4.4258411
23.2,-5.4893209
23.4,-15.499242
23.6,-11.612824
23.8,-3.6729521
24,-8.8351224
24.2,-19.399415
24.4,-4.9613859
24.6,-2.9605857
24.8,-11.546936
25,-17.48526
25.2,-2.3449934
25.4,-0.74618869
25.6,-3.6450261
25.8,-20.077873
26,-5.6276948
26.2,-1.0107447
26.4,-2.4859063
26.6,-0.83716236
26.8,-0.13065506
27,-1.43928
27.2,-2.9973859
27.4,0.42224801
27.6,-0.44164846
27.8,-2.2487566
28,-1.5253862
28.2,0.49436394
28.4,-0.0985891
28.6,-0.73214879
28.8,-4.0792139
29,1.6673318
29.2,3.4131012
29.4,9.4044338
29.6,11.114267
29.8,3.3387112
30,5.4995661
30.2,14.080312
30.4,5.4344831
30.6,2.4023296
30.8,8.0626692
31,13.398928
31.2,2.3868078
31.4,0.80608108
31.6,3.7915458
31.8,17.064491
32,5.7814555
32.2,5.2442755
32.4,16.004281
32.6,12.888008
32.8,3.0645158
33,7.0936336
33.2,21.843087
33.4,6.356451
33.6,1.0675764
33.8,3.8695611
34,19.851817
34.2,9.8275994
34.4,2.2173414
34.6,6.2164948
34.8,10.716439
35,1.4339185
35.2,1.7177784
35.4,7.5726812
35.6,9.0135866
35.8,0.27723324
36,-0.51307928
36.2,-2.4525982
36.4,-7.5504008
36.6,-2.7512146
36.8,-4.8295529
37,-16.849356
37.2,-10.712016
37.4,-1.6027992
37.6,-3.4711167
37.8,-16.582984
38,-11.649958
38.2,-2.2694681
38.4,-6.2624194
38.6,-19.621247
38.8,-4.3515848
39,-0.28541018
39.2,-0.48242059
39.4,-3.0919767
39.6,-20.124953
39.8,-5.868154
40,-1.2616038
40.2,-2.4460662
40.4,-0.65171734
40.6,-0.56579925
40.8,-2.0902365
41,-1.4297819
41.2,-0.22873724
41.4,-1.5070439
41.6,-2.555707
41.8,0.062343163
42,-0.86802648
42.2,-2.8391832
42.4,-0.1852856
42.6,-0.26344882
42.8,-1.734389
43,-2.5619713
43.2,0.41378299
43.4,-0.48440991
43.6,-2.4272482
43.8,-1.1254984
44,0.57859938
44.2,0.51680554
44.4,2.6282681
44.6,14.805543
44.8,7.8728096
45,5.5029349
45.2,14.800271
45.4,14.010849
45.6,4.2300227
45.8,8.8417394
46,20.498031
46.2,5.8242628
46.4,3.7281696
46.6,13.496785
46.8,16.574077
47,2.180812
47.2,1.5892387
47.4,8.0263646
47.6,25.340678
47.8,3.7185126
48,3.2683841
48.2,10.40781
48.4,4.7389251
48.6,1.1252759
48.8,3.8387073
49,12.97894
49.2,2.0849174
49.4,-0.032834597
49.6,-0.44639627
49.8,-2.6010437
50,-7.8339564
50.2,-3.7890357
50.4,-8.2897085
50.6,-18.220575
50.8,-6.8700914
51,-4.9034286
51.2,-14.764045
51.4,-12.740669
51.6,-3.0169549
51.8,-6.4702407
52,-20.282669
52.2,-6.7516323
52.4,-0.99931784
52.6,-3.2972813
52.8,-17.330991
53,-11.12522
53.2,-3.265496
53.4,-9.1834624
53.6,-17.043885
53.8,-3.1877155
54,-2.9016669
54.2,-12.012386
54.4,-13.797112
54.6,-1.1530239
