time,x
0,-2.8178882
0.2,2.1765443
0.4,3.4770985
0.6,10.466877
0.8,10.008566
1,2.3199628
1.2,4.3063423
1.4,14.111883
1.6,6.0183598
1.8,0.5571339
2,1.0628163
2.2,6.2307097
2.4,16.155032
2.6,3.0598161
2.8,3.6537566
3,6.010614
3.2,-0.36090205
3.4,1.8189207
3.6,6.5246539
3.8,0.46936123
4,0.26419193
4.2,3.0996277
4.4,7.7072854
4.6,-1.6348114
4.8,0.1999763
5,2.0081508
5.2,9.2303937
5.4,-3.20569
5.6,-3.5739792
5.8,-11.414618
6,-18.410277
6.2,-2.459395
6.4,-2.615956
6.6,-11.790358
6.8,-18.6442
7,-0.41903134
7.2,2.0124699
7.4,8.6164901
7.6,12.697899
7.8,1.6318856
8,1.2295724
8.2,6.0801511
8.4,1.2652274
8.6,-2.3853054
8.8,-5.6486853
9,-20.421766
9.2,-6.653656
9.4,-0.42184886
9.6,-0.73795191
9.8,-4.4507198
10,-25.224448
10.2,-2.7850574
10.4,4.1801292
10.6,10.352599
10.8,9.4830257
11,4.0326529
11.2,7.774112
11.4,12.268914
11.6,4.2775495
11.8,4.909209
12,12.79069
12.2,6.8509267
12.4,2.7636267
12.6,7.7264518
12.8,13.098851
13,2.7818906
13.2,2.0402498
13.4,8.4985547
13.6,12.87277
13.8,1.6877183
14,1.4588345
14.2,6.831696
14.4,-0.17660034
14.6,-1.9330445
14.8,-4.9240937
15,-20.017493
15.2,-7.2040667
15.4,0.21684086
15.6,1.860671
15.8,9.4461077
16,12.032705
16.2,1.8491809
16.4,3.389638
16.6,7.2557414
16.8,-1.4144549
17,0.48980886
17.2,3.2340129
17.4,8.4974466
17.6,-2.7368923
17.8,-2.8255225
18,-11.100741
18.2,-19.532412
18.4,-1.1856691
18.6,0.70035359
18.8,3.4198228
19,15.584101
19.2,5.9269858
19.4,2.0427638
19.6,6.25126
19.8,1.0075941
20,-0.035566287
20.2,2.3845631
20.4,8.2422072
20.6,-1.837601
20.8,-0.33299923
21,0.1233706
21.2,0.88241762
21.4,6.5092719
21.6,-0.61091117
21.8,-6.4218034
22,-12.904081
22.2,-14.4326
22.4,-6.2197854
22.6,-10.525999
22.8,-16.993268
23,-6.4889557
23.2,-8.0128316
23.4,-17.738316
23.6,-8.1938955
23.8,-5.77172
24,-14.967052
24.2,-12.649557
24.4,-4.2498154
24.6,-9.7022982
24.8,-19.322644
25,-4.5957837
25.2,-4.7122089
25.4,-16.182541
25.6,-11.610308
25.8,-1.8021643
26,-4.3659918
26.2,-18.959461
26.4,-8.3547492
26.6,0.38815072
26.8,2.5555997
27,11.599017
27.2,9.5176266
27.4,1.2769466
27.6,2.8223775
27.8,8.5401907
28,-2.2727281
28.2,-0.91589364
28.4,-3.3052185
28.6,-17.953358
28.8,-9.3250793
29,1.7987194
29.2,6.2695351
29.4,13.755615
29.6,4.303747
29.8,2.5512586
30,8.9855682
30.2,12.052713
30.4,1.6679082
30.6,0.47194362
30.8,2.2591116
31,13.258739
31.2,8.6459919
31.4,2.4651324
31.6,5.8288299
31.8,1.54152
32,0.62489566
32.2,3.9039391
32.4,5.6351326
32.6,-0.5460313
32.8,1.7345233
33,6.7304428
33.2,0.18537069
33.4,-0.095380028
33.6,1.9981576
33.8,8.2925146
34,-2.0133751
34.2,-1.3320271
34.4,-4.1105035
34.6,-19.517177
34.8,-7.7236211
35,1.1525134
35.2,4.7443981
35.4,14.580609
35.6,5.1545368
35.8,0.50051453
36,1.2018346
36.2,7.1487856
36.4,15.056354
36.6,2.7728333
36.8,3.9709155
37,5.4653839
37.2,-0.29109741
37.4,2.0576549
37.6,6.8584288
37.8,-0.080887659
38,0.43348982
38.2,3.4813846
38.4,7.1699958
38.6,-1.5456907
38.8,0.29839385
39,2.3280501
39.2,9.5910026
39.4,-3.3976004
39.6,-3.803377
39.8,-12.624043
40,-16.704724
40.2,-2.1081243
40.4,-2.8137219
40.6,-12.955199
40.8,-16.68922
41,-0.11309185
41.2,2.3293563
41.4,9.8283263
41.6,11.293933
41.8,1.2731993
42,1.1484978
42.2,5.9897035
42.4,1.4189621
42.6,-2.8225174
42.8,-6.7806001
43,-21.023922
43.2,-5.5839401
43.4,-1.3798204
43.6,-5.1978604
43.8,-22.561037
44,-4.7788868
44.2,1.4331355
44.4,5.5595543
44.6,14.898928
44.8,3.9313745
45,0.27513549
45.2,0.5955128
45.4,3.8165516
45.6,17.85028
45.8,4.9166294
46,3.3712311
46.2,5.8249199
46.4,0.32504144
46.6,2.0616547
46.8,6.0319084
47,0.9707009
47.2,1.0269595
47.4,4.6487718
47.6,3.9690281
47.8,-0.058444922
48,2.5746779
48.2,7.2313193
48.4,-0.75682092
48.6,0.72345056
48.8,4.2232323
49,5.6724902
49.2,-1.3379278
49.4,0.35346124
49.6,2.4335003
49.8,9.851053
50,-3.6771155
50.2,-4.5214301
50.4,-14.43473
50.6,-13.936325
50.8,-2.3664248
51,-4.9283432
51.2,-19.361233
51.4,-7.8835252
51.6,-0.17906113
51.8,0.58454823
52,3.2943574
52.2,16.486808
52.4,5.791469
52.6,2.752956
52.8,6.4568868
53,0.27022304
53.2,1.1204063
53.4,4.9873195
53.6,3.404404
53.8,-0.16182881
54,2.3997337
54.2,7.5810256
54.4,-1.0774846
54.6,0.2872401
54.8,2.7875212
55,8.7208802
55.2,-2.4738386
55.4,-1.4961395
55.6,-5.7061898
55.8,-23.605615
56,-3.7728704
56.2,1.6622117
56.4,6.2895133
56.6,14.562785
56.8,3.2662239
57,0.44144181
57.2,1.6025229
57.4,9.7080607
57.6,12.025352
57.8,2.4324177
58,4.8309189
58.2,3.6630463
58.4,0.058849044
58.6,2.7788547
58.8,7.0987917
59,-0.74108458
59.2,0.93726096
59.4,4.8166521
59.6,4.169002
59.8,-0.95834466
60,0.78469158
60.2,4.4270802
60.4,5.6552198
60.6,-2.578494
60.8,-4.2973444
61,-16.634071
61.2,-11.139665
61.4,-0.6672809
61.6,-0.36003135
61.8,-2.0660099
62,-14.326539
62.2,-13.990351
62.4,2.872265
62.6,7.8015567
62.8,11.708926
63,5.0746673
63.2,6.0205044
63.4,12.412402
63.6,6.3691937
63.8,4.3684677
64,10.751057
64.2,9.3126039
64.4,3.3383034
64.6,6.94981
64.8,13.279938
65,4.021709
65.2,3.2467366
65.4,10.893913
65.6,9.7711105
65.8,1.4789019
66,2.1994308
66.2,10.325374
66.4,10.95102
66.6,1.5279007
66.8,2.9328691
67,8.1852202
67.2,-1.9516714
67.4,-0.19280857
67.6,0.2516682
67.8,1.7291712
68,10.375394
68.2,-5.1350334
68.4,-7.2275355
68.6,-15.857
68.8,-10.812405
69,-5.8626013
69.2,-13.121233
69.4,-14.737311
69.6,-5.1242829
69.8,-9.4222303
70,-18.646827
70.2,-5.8200129
70.4,-5.8748955
70.6,-17.015628
70.8,-10.213505
71,-3.3345551
71.2,-9.2615764
71.4,-20.633592
71.6,-3.593935
71.8,-2.5063277
72,-10.470001
72.2,-20.63498
72.4,-1.105751
72.6,1.1937726
72.8,5.4235237
73,15.985621
73.2,3.3751518
73.4,1.7075677
73.6,6.6158666
73.8,0.36776816
74,-0.74722292
74.2,0.13053379
74.4,0.99284128
74.6,6.840408
74.8,-1.0990943
75,-5.8043982
75.2,-12.664344
75.4,-15.156312
75.6,-5.4720419
75.8,-9.4005693
76,-18.340377
76.2,-6.2187642
76.4,-6.2570236
76.6,-17.090544
76.8,-9.9586827
77,-3.8887988
77.2,-10.659228
77.4,-18.88269
77.6,-3.5189905
77.8,-4.1078271
78,-15.770289
78.2,-12.279672
78.4,-0.92396891
78.6,-1.0139215
78.8,-5.5575135
79,-26.072499
79.2,-1.977503
79.4,3.6979038
79.6,10.400641
79.8,9.7862254
80,3.1553304
80.2,6.2201343
80.4,13.76368
80.6,4.4140405
80.8,2.5594904
81,8.9292032
81.2,12.103658
81.4,1.7108204
81.6,0.5710914
81.8,2.745169
82,14.806028
82.2,7.1828793
82.4,2.4336477
82.6,6.1835498
82.8,0.94353116
83,0.62653805
83.2,3.9624388
83.4,5.7136411
83.6,-0.74429995
83.8,1.4511355
84,6.3512479
84.2,0.84776425
84.4,-0.58715613
84.6,0.74153614
84.8,4.3537577
85,5.9913139
85.2,-3.2993904
85.4,-6.2744377
85.6,-19.372157
85.8,-7.4981548
86,-2.2232046
86.2,-7.4488852
86.4,-22.908689
86.6,-3.2984572
86.8,0.25555759
87,1.5682859
87.2,8.9621479
87.4,12.769836
87.6,2.2960665
87.8,4.2445884
88,5.1272091
88.2,-0.47625835
88.4,1.8713318
88.6,7.0091258
88.8,-0.24670149
89,-0.024847115
89.2,2.078107
89.4,8.4851195
89.6,-2.2122913
89.8,-1.4865095
90,-4.8323501
90.2,-21.352434
90.4,-5.9081188
90.6,1.1304696
90.8,4.664997
91,14.895089
91.2,4.9681494
91.4,0.3741355
91.6,0.79122414
91.8,5.0784802
92,3.7076212
92.2,-4.638898
92.4,-9.7989266
92.6,-18.471908
92.8,-5.5907481
93,-6.0956676
93.2,-17.481551
93.4,-9.5936764
93.6,-3.3988083
93.8,-9.7540944
94,-20.210489
94.2,-3.3397366
94.4,-2.6754832
94.6,-11.283949
94.8,-19.349528
95,-0.8912711
95.2,1.2015522
95.4,5.5513152
95.6,15.993347
95.8,3.2460657
96,1.8543555
96.2,6.9511518
96.4,-0.17457349
96.6,-0.52865989
96.8,0.51617573
97,3.2189354
97.2,9.3462299
97.4,-4.1176176
97.6,-6.655154
97.8,-18.232151
98,-8.5336879
98.2,-3.6628659
98.4,-10.987336
98.6,-18.757579
98.8,-2.964531
99,-3.3485231
99.2,-14.014727
99.4,-14.90272
99.6,-0.54694615
99.8,0.88235601
100,4.4344638
100.2,16.715504
100.4,4.259214
100.6,2.347442
100.8,7.0233954
101,-0.28949194
101.2,0.32097501
101.4,3.1279542
101.6,7.9171372
101.8,-1.8887442
102,-0.10661688
102.2,0.48128465
102.4,3.2341355
102.6,9.6837667
102.8,-4.9904335
103,-8.4219803
103.2,-18.041009
103.4,-7.5622512
103.6,-5.9096539
103.8,-15.612583
104,-11.821385
104.2,-4.1527314
104.4,-10.053407
104.6,-19.162693
104.8,-4.2553167
105,-4.651966
105.2,-16.374451
105.4,-11.387752
105.6,-1.5686754
105.8,-3.7015288
106,-17.245808
106.2,-10.347571
106.4,0.56252622
106.6,3.2741293
106.8,12.902224
107,7.860828
107.2,0.72673319
107.4,1.2270339
107.6,6.8087016
107.8,-0.42919774
108,-3.5141975
108.2,-9.1130412
108.4,-20.348328
108.6,-4.1797655
108.8,-3.2516905
109,-12.640518
109.2,-16.969529
109.4,-1.1780206
109.6,-0.021189263
109.8,0.058224358
110,0.40638564
110.2,3.3540764
110.4,18.851191
110.6,5.6133191
110.8,3.7756982
111,4.4315881
111.2,1.3235954
111.4,3.0536004
111.6,4.9231619
111.8,1.2988484
112,2.5582771
112.2,5.1849381
112.4,1.5150011
112.6,2.0314463
112.8,5.0836364
113,2.1363577
113.2,1.4882372
113.4,4.585852
113.6,3.30875
113.8,0.94831118
114,3.7707006
114.2,4.8834772
114.4,0.4786162
114.6,2.7839483
114.8,6.0530185
115,0.36469919
115.2,1.7527927
115.4,5.7636284
115.6,1.5638043
115.8,0.71089386
116,4.043697
116.2,5.2748575
116.4,-0.38961994
116.6,1.9802968
116.8,6.9799129
117,-0.22089777
117.2,0.20765469
117.4,2.8070045
117.6,8.3379289
117.8,-2.0684693
118,-0.39733665
118.2,-0.83686474
118.4,-5.2247073
118.6,-27.118717
118.8,-1.3822122
119,4.6870822
119.2,11.026842
119.4,8.5800465
119.6,4.195054
