time,A,B
6.879999999999999716e+01,"(19.7623, 20.9858)","(2.7613, -20.5606)"
6.890000000000000568e+01,"(10.8613, 7.8316)","(0.4081, -8.7383)"
6.900000000000000000e+01,"(3.7988, 2.0304)","(-0.1075, -2.8815)"
6.910000000000000853e+01,"(0.9599, 0.7406)","(-0.2332, -1.4913)"
6.920000000000000284e+01,"(1.7515, 2.0057)","(-0.4739, -2.3496)"
6.929999999999999716e+01,"(5.454, 6.5014)","(-0.9716, -4.7949)"
6.940000000000000568e+01,"(17.6133, 20.9671)","(-2.144, -10.6667)"
6.950000000000000000e+01,"(22.8686, 22.5028)","(-4.3498, -21.1441)"
6.960000000000000853e+01,"(12.9467, 4.3643)","(-4.9722, -20.6397)"
6.970000000000000284e+01,"(12.9264, 1.248)","(-2.8219, -8.173)"
6.979999999999999716e+01,"(19.2019, 0.9309)","(-1.286, -2.7525)"
6.990000000000000568e+01,"(21.8212, 0.2462)","(-1.2714, -2.0805)"
7.000000000000000000e+01,"(14.1215, -0.9249)","(-2.2173, -3.4456)"
7.010000000000000853e+01,"(9.3384, -0.4735)","(-4.4117, -6.8725)"
7.020000000000000284e+01,"(12.0177, 0.3431)","(-8.8945, -13.8366)"
7.029999999999999716e+01,"(20.5905, 1.0091)","(-12.7344, -19.1626)"
7.040000000000000568e+01,"(23.4986, 0.1905)","(-8.0061, -10.5984)"
7.050000000000000000e+01,"(12.655, -1.329)","(-3.2449, -3.6927)"
7.060000000000000853e+01,"(6.9447, -0.5506)","(-0.9569, -0.9814)"
7.070000000000000284e+01,"(9.6112, 0.3459)","(-0.3912, -0.3262)"
7.079999999999999716e+01,"(19.8245, 1.2343)","(-0.6395, -0.4731)"
7.090000000000000568e+01,"(27.643, 0.7317)","(-1.4167, -1.0419)"
7.100000000000000000e+01,"(13.227, -1.9246)","(-3.4703, -2.5627)"
7.110000000000000853e+01,"(4.5078, -1.0353)","(-8.8491, -6.5446)"
7.120000000000000284e+01,"(3.124, -0.0266)","(-19.4717, -14.2395)"
7.129999999999999716e+01,"(7.802, 0.5682)","(-18.113, -12.071)"
7.140000000000000568e+01,"(21.9425, 1.775)","(-7.3657, -3.569)"
7.150000000000000000e+01,"(33.7429, 0.9869)","(-4.5524, -1.481)"
7.160000000000000853e+01,"(12.1536, -3.9086)","(-5.969, -1.5806)"
7.170000000000000284e+01,"(6.1953, -4.3203)","(-9.5219, -2.4744)"
7.179999999999999716e+01,"(8.8914, -7.7056)","(-15.3469, -3.9646)"
7.190000000000000568e+01,"(17.3311, -15.323)","(-18.3474, -4.4638)"
7.200000000000000000e+01,"(17.6495, -17.6892)","(-12.4927, -2.5633)"
7.210000000000000853e+01,"(5.9862, -8.7054)","(-6.5665, -1.1984)"
7.220000000000000284e+01,"(2.1057, -3.038)","(-4.6152, -0.9967)"
7.229999999999999716e+01,"(3.1215, -2.9236)","(-6.075, -1.5185)"
7.240000000000000568e+01,"(8.579, -7.3529)","(-10.3666, -2.7008)"
7.250000000000000000e+01,"(22.024, -18.9679)","(-17.0543, -4.4106)"
7.260000000000000853e+01,"(16.9485, -18.4964)","(-18.507, -4.3944)"
7.270000000000000284e+01,"(3.5458, -8.9427)","(-10.7918, -2.0492)"
7.279999999999999716e+01,"(0.8971, -7.2333)","(-5.1351, -0.8829)"
7.290000000000000568e+01,"(0.9403, -13.4956)","(-3.6548, -0.8001)"
7.300000000000000000e+01,"(1.5547, -26.4298)","(-5.307, -1.3479)"
7.310000000000000853e+01,"(-0.8657, -21.7847)","(-9.7587, -2.5699)"
7.320000000000000284e+01,"(-1.9455, -7.9214)","(-17.3509, -4.5392)"
7.329999999999999716e+01,"(-0.5031, -2.252)","(-19.8547, -4.7641)"
7.340000000000000568e+01,"(0.0984, -2.5935)","(-10.9441, -1.995)"
7.350000000000000000e+01,"(0.6159, -7.5249)","(-4.4909, -0.6593)"
7.360000000000000853e+01,"(1.985, -23.2221)","(-2.2367, -0.4351)"
7.370000000000000284e+01,"(0.8667, -35.1596)","(-2.9664, -0.7443)"
7.379999999999999716e+01,"(-4.9807, -12.5295)","(-5.7705, -1.5303)"
7.390000000000000568e+01,"(-6.3501, -8.2674)","(-12.1206, -3.2474)"
7.400000000000000000e+01,"(-10.7983, -12.1809)","(-21.4814, -5.6004)"
7.410000000000000853e+01,"(-16.4322, -17.7311)","(-18.0136, -3.9377)"
7.420000000000000284e+01,"(-13.2325, -12.0014)","(-7.3946, -0.9725)"
7.429999999999999716e+01,"(-6.9072, -5.4579)","(-2.3304, -0.1423)"
7.440000000000000568e+01,"(-5.4237, -5.3716)","(-1.0079, 0.0512)"
7.450000000000000000e+01,"(-9.6119, -10.7639)","(-1.5524, 0.1626)"
7.460000000000000853e+01,"(-17.7006, -19.6568)","(-3.2584, 0.3485)"
7.470000000000000284e+01,"(-14.9472, -13.5142)","(-7.5897, 0.7964)"
7.479999999999999716e+01,"(-6.5384, -4.2133)","(-17.3552, 1.8414)"
7.490000000000000568e+01,"(-2.4788, -2.0238)","(-25.4734, 3.1561)"
7.500000000000000000e+01,"(-3.9284, -4.4026)","(-12.3496, 2.6036)"
7.510000000000000853e+01,"(-10.4195, -12.2139)","(-4.4808, 1.5433)"
7.520000000000000284e+01,"(-22.5919, -25.458)","(-3.1597, 1.5292)"
7.529999999999999716e+01,"(-13.7265, -9.778)","(-4.7569, 2.4836)"
7.540000000000000568e+01,"(-7.1457, -2.0906)","(-8.6338, 4.5075)"
7.550000000000000000e+01,"(-8.1573, -0.7344)","(-15.3836, 8.0677)"
7.560000000000000853e+01,"(-16.8502, -1.1677)","(-18.0713, 9.9071)"
7.570000000000000284e+01,"(-29.0618, -1.3566)","(-9.9756, 6.1727)"
7.579999999999999716e+01,"(-16.4775, 1.7935)","(-4.0612, 2.7238)"
7.590000000000000568e+01,"(-5.4817, 1.602)","(-2.0883, 1.2761)"
7.600000000000000000e+01,"(-1.3714, 0.2923)","(-2.7986, 1.5091)"
7.610000000000000853e+01,"(-2.0473, -0.1097)","(-5.4243, 2.8272)"
7.620000000000000284e+01,"(-6.3593, -0.5451)","(-11.2742, 5.8382)"
7.629999999999999716e+01,"(-21.1725, -1.891)","(-19.5468, 10.2947)"
7.640000000000000568e+01,"(-38.6878, -1.6028)","(-15.7207, 9.0964)"
7.650000000000000000e+01,"(-14.1127, 5.5638)","(-6.0897, 4.2183)"
7.660000000000000853e+01,"(-9.7374, 7.5193)","(-1.8131, 1.4247)"
7.670000000000000284e+01,"(-13.1249, 11.794)","(-0.5344, 0.5078)"
7.680000000000001137e+01,"(-16.0906, 15.3531)","(-0.626, 0.6962)"
7.690000000000000568e+01,"(-10.7597, 11.867)","(-1.2993, 1.4648)"
7.700000000000000000e+01,"(-6.5132, 7.4271)","(-3.0804, 3.4589)"
7.710000000000000853e+01,"(-7.8393, 7.5989)","(-7.6253, 8.5482)"
7.720000000000000284e+01,"(-13.7067, 12.4375)","(-15.9318, 18.0717)"
7.730000000000001137e+01,"(-17.6489, 16.8278)","(-13.0921, 16.2595)"
7.740000000000000568e+01,"(-9.7077, 11.4076)","(-4.0865, 6.6864)"
7.750000000000000000e+01,"(-4.8189, 5.911)","(-1.7006, 3.8741)"
7.760000000000000853e+01,"(-6.1861, 5.9402)","(-1.8782, 5.097)"
7.770000000000000284e+01,"(-12.9233, 11.4453)","(-3.047, 8.4002)"
7.780000000000001137e+01,"(-20.482, 18.8709)","(-5.197, 14.3515)"
7.790000000000000568e+01,"(-10.2348, 12.5267)","(-6.5294, 18.7483)"
7.800000000000000000e+01,"(-3.1529, 5.0059)","(-4.0365, 13.2069)"
7.810000000000000853e+01,"(-2.1328, 2.323)","(-1.7401, 6.4761)"
7.820000000000000284e+01,"(-5.3817, 4.7036)","(-1.1234, 3.7484)"
7.830000000000001137e+01,"(-15.0339, 12.8043)","(-1.5691, 4.5183)"
7.840000000000000568e+01,"(-25.3561, 23.2944)","(-2.8714, 7.9112)"
7.850000000000000000e+01,"(-6.963, 11.9135)","(-5.2871, 14.5018)"
7.860000000000000853e+01,"(-1.5237, 6.871)","(-6.978, 19.9133)"
7.870000000000000284e+01,"(-0.7588, 9.8063)","(-4.0342, 13.4235)"
7.880000000000001137e+01,"(-1.3623, 20.39)","(-1.4688, 5.8945)"
7.890000000000000568e+01,"(-0.7073, 28.1117)","(-0.7156, 2.611)"
7.900000000000000000e+01,"(2.0896, 12.6927)","(-0.9331, 2.7271)"
7.910000000000000853e+01,"(1.099, 4.0154)","(-1.8149, 4.9811)"
7.920000000000000284e+01,"(0.0838, 1.9012)","(-3.7866, 10.2573)"
7.930000000000001137e+01,"(-0.3503, 4.8116)","(-6.9921, 19.1759)"
7.940000000000000568e+01,"(-1.273, 14.7952)","(-6.4653, 19.4981)"
7.950000000000000000e+01,"(-2.5163, 36.4978)","(-2.1972, 8.868)"
7.960000000000000853e+01,"(3.3469, 17.672)","(-0.5444, 2.9834)"
7.970000000000000284e+01,"(5.4174, 8.6284)","(-0.0911, 0.8154)"
7.980000000000001137e+01,"(8.4157, 9.7433)","(-0.0037, 0.6568)"
7.990000000000000568e+01,"(14.4138, 15.993)","(0.0172, 1.2983)"
8.000000000000000000e+01,"(16.0782, 16.0794)","(0.036, 3.0171)"
8.010000000000000853e+01,"(9.2477, 7.3691)","(0.0781, 7.5442)"
8.020000000000000284e+01,"(5.1378, 4.4965)","(0.2168, 18.2205)"
8.030000000000001137e+01,"(6.9142, 7.5121)","(0.8412, 26.8147)"
8.040000000000000568e+01,"(13.9615, 15.8132)","(1.5861, 11.9856)"
8.050000000000000000e+01,"(18.7698, 19.4469)","(1.3972, 4.9714)"
8.060000000000000853e+01,"(9.9511, 7.1423)","(1.8346, 4.6724)"
8.070000000000000284e+01,"(3.5026, 2.2193)","(2.9078, 7.0357)"
8.080000000000001137e+01,"(2.2723, 2.2996)","(4.8847, 11.821)"
8.090000000000000568e+01,"(5.4512, 6.3331)","(7.2895, 17.325)"
8.100000000000000000e+01,"(15.2233, 17.8944)","(6.8394, 15.096)"
8.110000000000000853e+01,"(22.6379, 23.4942)","(4.0133, 7.9955)"
8.120000000000000284e+01,"(10.9887, 5.2605)","(2.1403, 4.336)"
8.130000000000001137e+01,"(7.6484, 1.2247)","(1.9163, 4.3547)"
8.140000000000000568e+01,"(12.5697, 0.8746)","(2.9372, 7.0565)"
8.150000000000000000e+01,"(24.1214, 1.4239)","(5.1969, 12.6282)"
8.160000000000000853e+01,"(23.5339, -0.329)","(7.8151, 18.5617)"
8.170000000000000284e+01,"(9.5316, -1.8312)","(6.7109, 14.519)"
8.180000000000001137e+01,"(3.584, -0.5291)","(3.5453, 6.8073)"
8.190000000000000568e+01,"(5.1271, 0.2225)","(1.6553, 3.2659)"
8.200000000000000000e+01,"(13.5207, 1.046)","(1.4383, 3.2737)"
8.210000000000000853e+01,"(31.6823, 2.1483)","(2.3456, 5.6712)"
8.220000000000000284e+01,"(20.3822, -1.975)","(4.5096, 11.0501)"
8.230000000000001137e+01,"(7.3808, -3.4929)","(7.817, 18.8748)"
8.240000000000000568e+01,"(5.4626, -4.3853)","(7.7188, 17.0976)"
8.250000000000000000e+01,"(10.5478, -9.1492)","(4.0347, 7.5654)"
8.260000000000000853e+01,"(20.8023, -18.4755)","(1.5298, 2.6862)"
8.270000000000000284e+01,"(13.9104, -15.5753)","(0.6207, 1.2646)"
8.280000000000001137e+01,"(3.6265, -6.5587)","(0.8017, 1.9089)"
8.290000000000000568e+01,"(0.7426, -1.6687)","(1.6195, 3.9899)"
8.300000000000000000e+01,"(0.112, -0.2594)","(3.6388, 9.0383)"
8.310000000000000853e+01,"(0.0607, -0.0617)","(7.675, 18.8949)"
8.320000000000000284e+01,"(0.2573, -0.2146)","(9.2375, 21.0549)"
8.330000000000001137e+01,"(1.0271, -0.8448)","(4.7579, 8.5438)"
8.340000000000000568e+01,"(4.4323, -3.6231)","(2.051, 2.8791)"
8.350000000000000000e+01,"(19.1812, -15.7115)","(1.8651, 2.0743)"
8.360000000000000853e+01,"(30.6694, -29.1596)","(3.1287, 3.31)"
8.370000000000000284e+01,"(5.6034, -19.9967)","(6.0504, 6.4123)"
8.380000000000001137e+01,"(1.4405, -20.1758)","(11.7002, 12.3719)"
8.390000000000000568e+01,"(-0.2434, -16.9242)","(15.5141, 15.8568)"
8.400000000000000000e+01,"(-0.5717, -11.5055)","(9.2417, 8.3876)"
8.410000000000000853e+01,"(0.0423, -11.4406)","(3.6768, 2.9527)"
8.420000000000000284e+01,"(0.6796, -17.1756)","(1.1068, 0.8853)"
8.430000000000001137e+01,"(0.5801, -22.717)","(0.5723, 0.5526)"
8.440000000000000568e+01,"(-0.8016, -16.5355)","(1.0237, 1.0775)"
8.450000000000000000e+01,"(-0.7362, -9.6559)","(2.2917, 2.4475)"
8.460000000000000853e+01,"(0.1162, -10.178)","(5.5456, 5.9481)"
8.470000000000000284e+01,"(0.8918, -17.6664)","(12.8987, 13.7839)"
8.480000000000001137e+01,"(0.7745, -25.1039)","(18.0363, 18.4605)"
8.490000000000000568e+01,"(-1.213, -15.8596)","(8.7422, 7.3306)"
8.500000000000000000e+01,"(-0.9272, -7.4021)","(3.9335, 2.4848)"
8.510000000000000853e+01,"(0.0722, -7.326)","(3.9096, 1.9361)"
8.520000000000000284e+01,"(0.9375, -15.0762)","(6.1432, 2.8992)"
8.530000000000001137e+01,"(1.4755, -28.0101)","(10.8027, 5.1046)"
8.540000000000000568e+01,"(-1.3872, -18.9117)","(17.1853, 8.0155)"
8.550000000000000000e+01,"(-1.7544, -6.5898)","(16.458, 7.1579)"
8.560000000000000853e+01,"(-0.3594, -1.858)","(8.7815, 3.3237)"
8.570000000000000284e+01,"(0.1413, -2.7709)","(4.1111, 1.5285)"
8.580000000000001137e+01,"(0.6933, -8.2698)","(3.2706, 1.4147)"
8.590000000000000568e+01,"(2.1752, -25.5454)","(5.1283, 2.3928)"
8.600000000000000000e+01,"(0.1982, -32.961)","(9.7096, 4.6109)"
8.610000000000000853e+01,"(-5.2857, -11.9066)","(17.1989, 8.1047)"
8.620000000000000284e+01,"(-6.9015, -8.6719)","(18.3129, 8.0873)"
8.630000000000001137e+01,"(-11.6546, -13.0652)","(9.4199, 3.4922)"
8.640000000000000568e+01,"(-16.4466, -17.4666)","(3.6683, 1.2231)"
8.650000000000000000e+01,"(-12.1903, -10.7689)","(1.6871, 0.6619)"
8.660000000000000853e+01,"(-6.5508, -5.3568)","(2.2673, 1.0446)"
8.670000000000000284e+01,"(-6.0653, -6.203)","(4.5322, 2.1612)"
8.680000000000001137e+01,"(-11.0339, -12.3728)","(9.8952, 4.7534)"
8.690000000000000568e+01,"(-18.2381, -19.846)","(19.3201, 9.1743)"
8.700000000000000000e+01,"(-13.0448, -11.0981)","(19.2075, 8.3562)"
8.710000000000000853e+01,"(-5.5518, -3.7314)","(8.2275, 2.7165)"
8.720000000000000284e+01,"(-3.0496, -2.8745)","(2.8529, 0.6508)"
8.730000000000001137e+01,"(-6.0184, -6.8566)","(1.9492, 0.2099)"
8.740000000000000568e+01,"(-15.0627, -17.4973)","(3.2394, 0.2474)"
8.750000000000000000e+01,"(-21.1173, -21.7853)","(6.553, 0.5039)"
8.760000000000000853e+01,"(-9.9935, -5.5166)","(13.9489, 1.0815)"
8.770000000000000284e+01,"(-4.8765, -1.143)","(23.3319, 1.5848)"
8.780000000000001137e+01,"(-7.0929, -0.5859)","(16.5044, 0.2934)"
8.790000000000000568e+01,"(-16.9195, -1.28)","(6.2717, -0.453)"
8.800000000000000000e+01,"(-31.9762, -1.6646)","(1.9776, -0.3183)"
8.810000000000000853e+01,"(-15.9104, 2.4186)","(1.493, -0.4133)"
8.820000000000000284e+01,"(-5.387, 2.4594)","(2.6454, -0.7974)"
8.830000000000001137e+01,"(-3.5032, 2.7537)","(5.6349, -1.6907)"
8.840000000000000568e+01,"(-7.3953, 6.3284)","(12.6365, -3.7805)"
8.850000000000000000e+01,"(-18.8616, 16.1965)","(22.8091, -7.0282)"
8.860000000000000853e+01,"(-20.8023, 20.7101)","(16.7418, -6.0757)"
8.870000000000000284e+01,"(-4.7973, 9.6619)","(6.0216, -2.9294)"
8.880000000000001137e+01,"(-1.0382, 5.6384)","(2.2086, -1.4122)"
8.890000000000000568e+01,"(-0.7122, 9.3771)","(2.3468, -1.8017)"
8.900000000000000000e+01,"(-1.5123, 21.2812)","(4.1428, -3.2469)"
8.910000000000000853e+01,"(-0.6991, 29.4933)","(8.3438, -6.5176)"
8.920000000000000284e+01,"(2.5354, 11.9127)","(15.4917, -12.1903)"
8.930000000000001137e+01,"(1.5361, 3.5656)","(16.0009, -13.2947)"
8.940000000000000568e+01,"(1.2876, 1.7186)","(7.0006, -6.7245)"
8.950000000000000000e+01,"(3.1625, 3.7404)","(2.2794, -2.4446)"
8.960000000000000853e+01,"(9.6968, 11.5468)","(0.5735, -0.6336)"
8.970000000000000284e+01,"(24.3995, 27.9984)","(0.1708, -0.1621)"
8.980000000000001137e+01,"(14.7948, 9.7997)","(0.2925, -0.2322)"
8.990000000000000568e+01,"(10.2441, 2.2299)","(0.6949, -0.5387)"
9.000000000000000000e+01,"(13.453, 0.9505)","(1.767, -1.3622)"
9.010000000000000853e+01,"(21.8214, 1.0697)","(4.7327, -3.639)"
9.020000000000000284e+01,"(21.8017, -0.1395)","(12.4739, -9.6066)"
9.030000000000001137e+01,"(11.3982, -1.2366)","(22.43, -17.758)"
9.040000000000000568e+01,"(7.2933, -0.3627)","(10.6295, -10.1188)"
9.050000000000000000e+01,"(11.3834, 0.5002)","(3.9632, -5.1987)"
9.060000000000000853e+01,"(22.412, 1.3171)","(3.2729, -5.3438)"
9.070000000000000284e+01,"(25.1172, 0.0798)","(4.453, -7.6096)"
9.080000000000001137e+01,"(10.9208, -1.8415)","(6.7394, -11.5467)"
9.090000000000000568e+01,"(4.1338, -0.6621)","(8.7154, -15.1881)"
9.100000000000000000e+01,"(5.1192, 0.1744)","(7.1693, -13.1996)"
9.110000000000000853e+01,"(13.037, 0.9803)","(4.1946, -8.1993)"
9.120000000000000284e+01,"(30.5014, 2.0792)","(2.9443, -5.582)"
9.130000000000001137e+01,"(21.4704, -1.6517)","(3.4467, -6.099)"
9.140000000000000568e+01,"(7.4999, -3.2609)","(5.3165, -9.1302)"
9.150000000000000000e+01,"(4.7124, -3.6594)","(8.0767, -13.8679)"
9.160000000000000853e+01,"(8.8958, -7.6793)","(8.764, -15.5742)"
9.170000000000000284e+01,"(19.6002, -17.1271)","(5.5905, -10.7303)"
9.180000000000001137e+01,"(17.3044, -18.0339)","(3.1201, -6.1764)"
9.190000000000000568e+01,"(4.3994, -8.0073)","(2.6862, -4.9384)"
9.200000000000000000e+01,"(0.8494, -2.7687)","(3.8221, -6.627)"
9.210000000000000853e+01,"(0.3044, -3.0591)","(6.3175, -10.7736)"
9.220000000000000284e+01,"(0.6772, -8.1042)","(9.15, -15.7799)"
9.230000000000001137e+01,"(2.0355, -24.215)","(8.0089, -14.6242)"
9.240000000000000568e+01,"(0.5304, -33.5816)","(4.2341, -8.4557)"
9.250000000000000000e+01,"(-4.7999, -11.895)","(2.4113, -4.7595)"
9.260000000000000853e+01,"(-6.0047, -7.801)","(2.5436, -4.5592)"
9.270000000000000284e+01,"(-10.4888, -11.8751)","(4.1048, -7.0302)"
9.280000000000001137e+01,"(-16.7351, -18.2039)","(7.1239, -12.0944)"
9.290000000000000568e+01,"(-13.6633, -12.3965)","(9.8532, -17.0716)"
9.300000000000000000e+01,"(-6.7808, -5.1451)","(7.1946, -13.4981)"
9.310000000000000853e+01,"(-4.7205, -4.5744)","(3.3182, -6.8728)"
9.320000000000000284e+01,"(-8.4602, -9.504)","(1.8551, -3.6749)"
9.330000000000001137e+01,"(-17.183, -19.3879)","(2.2026, -3.8986)"
9.340000000000000568e+01,"(-16.6944, -15.7381)","(3.8688, -6.5767)"
9.350000000000000000e+01,"(-7.3928, -4.4888)","(7.1869, -12.1336)"
9.360000000000000853e+01,"(-2.0442, -1.1931)","(10.4737, -18.0625)"
9.370000000000000284e+01,"(-1.3275, -1.3847)","(7.3228, -13.8455)"
9.380000000000001137e+01,"(-3.623, -4.2621)","(2.9606, -6.3912)"
9.390000000000000568e+01,"(-11.5839, -13.8236)","(1.2911, -2.7174)"
9.400000000000000000e+01,"(-25.9025, -29.061)","(1.335, -2.3982)"
9.410000000000000853e+01,"(-13.9507, -7.4674)","(2.4605, -4.1739)"
9.420000000000000284e+01,"(-10.9078, -1.8214)","(5.0707, -8.4951)"
9.430000000000001137e+01,"(-15.5143, -0.9574)","(9.7352, -16.3998)"
9.440000000000000568e+01,"(-22.7804, -0.8825)","(10.6525, -18.9529)"
9.450000000000000000e+01,"(-18.8203, 0.5741)","(4.4502, -9.4567)"
9.460000000000000853e+01,"(-10.146, 0.9779)","(1.3258, -3.3699)"
9.470000000000000284e+01,"(-8.6278, 0.0913)","(0.3006, -0.9036)"
9.480000000000001137e+01,"(-14.7766, -0.7368)","(0.0992, -0.4637)"
9.490000000000000568e+01,"(-25.0598, -1.1713)","(0.1476, -0.8443)"
9.500000000000000000e+01,"(-19.6991, 0.8369)","(0.3368, -1.9309)"
9.510000000000000853e+01,"(-8.4069, 1.3659)","(0.8515, -4.8287)"
9.520000000000000284e+01,"(-5.2818, 0.2174)","(2.1851, -12.3714)"
9.530000000000001137e+01,"(-10.1252, -0.5841)","(4.3176, -25.5801)"
9.540000000000000568e+01,"(-23.2753, -1.6041)","(2.1015, -18.9721)"
9.550000000000000000e+01,"(-27.8985, -0.2033)","(-0.2503, -7.2564)"
9.560000000000000853e+01,"(-10.4624, 2.5824)","(-0.8126, -4.9063)"
9.570000000000000284e+01,"(-3.0378, 1.4124)","(-1.3822, -6.626)"
9.580000000000001137e+01,"(-1.8785, 1.4713)","(-2.2399, -10.6111)"
9.590000000000000568e+01,"(-4.4802, 3.7894)","(-3.5216, -16.4555)"
9.600000000000000000e+01,"(-13.8712, 11.6575)","(-4.1103, -17.6723)"
9.610000000000000853e+01,"(-28.3228, 25.3249)","(-2.9947, -11.0164)"
9.620000000000000284e+01,"(-7.5171, 13.5574)","(-1.6841, -5.9269)"
9.630000000000001137e+01,"(-1.7875, 9.989)","(-1.1916, -4.8596)"
9.640000000000000568e+01,"(-0.94, 14.345)","(-1.5161, -6.9684)"
9.650000000000000000e+01,"(-1.0641, 22.9698)","(-2.5077, -11.9326)"
9.660000000000000853e+01,"(0.4313, 20.5587)","(-3.9335, -18.2961)"
9.670000000000000284e+01,"(1.2113, 10.2283)","(-4.0934, -16.9158)"
9.680000000000001137e+01,"(0.2454, 7.1289)","(-2.6016, -9.0104)"
9.690000000000000568e+01,"(-0.6068, 12.1568)","(-1.3156, -4.5486)"
9.700000000000000000e+01,"(-1.3983, 23.9305)","(-0.9815, -4.1134)"
9.710000000000000853e+01,"(0.2729, 23.912)","(-1.3993, -6.5587)"
9.720000000000000284e+01,"(1.8698, 9.6881)","(-2.4995, -12.042)"
9.730000000000001137e+01,"(0.5619, 3.5201)","(-4.1289, -19.3654)"
9.740000000000000568e+01,"(-0.1948, 4.7738)","(-4.2413, -17.3387)"
9.750000000000000000e+01,"(-0.9816, 12.6557)","(-2.524, -8.3232)"
9.760000000000000853e+01,"(-2.187, 30.9044)","(-1.1, -3.5309)"
9.770000000000000284e+01,"(1.7022, 21.9798)","(-0.6631, -2.6913)"
9.780000000000001137e+01,"(3.661, 7.9153)","(-0.9398, -4.4219)"
9.790000000000000568e+01,"(4.5224, 5.6704)","(-1.8026, -8.8045)"
9.800000000000000000e+01,"(9.2331, 10.6248)","(-3.5346, -17.1802)"
9.810000000000000853e+01,"(18.2486, 20.4914)","(-4.9019, -21.7844)"
9.820000000000000284e+01,"(15.4606, 13.8775)","(-3.369, -11.5003)"
9.830000000000001137e+01,"(6.5423, 3.7739)","(-1.5009, -4.1225)"
9.840000000000000568e+01,"(1.6602, 0.9406)","(-0.4362, -1.1185)"
9.850000000000000000e+01,"(1.0568, 1.1101)","(-0.0945, -0.286)"
9.860000000000000853e+01,"(2.9925, 3.5322)","(-0.0793, -0.364)"
9.870000000000000284e+01,"(9.9374, 11.9055)","(-0.169, -0.8404)"
9.880000000000001137e+01,"(25.8322, 29.6855)","(-0.4149, -2.0984)"
9.890000000000000568e+01,"(15.0591, 8.989)","(-1.089, -5.5499)"
9.900000000000000000e+01,"(11.9696, 2.1762)","(-2.8722, -14.5985)"
9.910000000000000853e+01,"(15.9536, 0.9736)","(-5.7644, -27.5939)"
9.920000000000000284e+01,"(21.8144, 0.7264)","(-4.4588, -15.0565)"
9.930000000000001137e+01,"(18.096, -0.5098)","(-2.8688, -6.0093)"
9.940000000000000568e+01,"(10.8868, -0.7953)","(-3.152, -5.0861)"
9.950000000000000000e+01,"(10.1447, -0.0215)","(-4.5853, -7.019)"
9.960000000000000853e+01,"(16.3104, 0.7343)","(-7.0568, -10.7749)"
9.970000000000000284e+01,"(24.0875, 0.8489)","(-9.6878, -14.5909)"
9.980000000000001137e+01,"(17.6285, -0.888)","(-8.958, -12.8537)"
9.990000000000000568e+01,"(8.769, -0.9907)","(-5.6912, -7.6994)"
1.000000000000000000e+02,"(7.8975, -0.0142)","(-3.6526, -5.0329)"
