time,A,B
3.430000000000000426e+01,"(-18.4083, 15.6662)","(0.592, -3.3615)"
3.439999999999999858e+01,"(-22.9282, 22.3332)","(0.9974, -5.9438)"
3.450000000000000000e+01,"(-5.0261, 10.8292)","(1.9756, -11.6741)"
3.460000000000000142e+01,"(-1.1849, 7.7575)","(3.3214, -20.2857)"
3.470000000000000284e+01,"(-0.8918, 12.9491)","(2.4729, -18.8279)"
3.480000000000000426e+01,"(-1.4185, 24.5345)","(0.5305, -8.5494)"
3.489999999999999858e+01,"(0.4561, 22.8715)","(0.0835, -2.9906)"
3.500000000000000000e+01,"(1.7839, 9.1814)","(0.0904, -1.119)"
3.510000000000000142e+01,"(0.4775, 3.5946)","(0.2268, -1.4624)"
3.520000000000000284e+01,"(-0.2598, 5.5229)","(0.5201, -3.0523)"
3.530000000000000426e+01,"(-1.1253, 14.5432)","(1.2267, -7.0484)"
3.539999999999999858e+01,"(-2.0833, 32.4696)","(2.8105, -16.2057)"
3.550000000000000000e+01,"(2.2655, 18.7131)","(4.0149, -25.4088)"
3.560000000000000142e+01,"(3.3498, 6.8426)","(1.0903, -13.6294)"
3.570000000000000284e+01,"(4.349, 5.3645)","(-0.2124, -5.0603)"
3.580000000000000426e+01,"(9.2639, 10.6944)","(-0.5509, -3.296)"
3.589999999999999858e+01,"(18.8392, 21.2167)","(-1.0038, -4.8727)"
3.600000000000000000e+01,"(15.3814, 13.5304)","(-1.8224, -8.815)"
3.610000000000000142e+01,"(6.4271, 3.4081)","(-3.347, -16.1112)"
3.620000000000000284e+01,"(1.779, 0.6359)","(-4.6214, -20.634)"
3.630000000000000426e+01,"(1.3038, 0.1587)","(-3.4345, -12.3802)"
3.639999999999999858e+01,"(3.5102, 0.306)","(-1.6649, -5.1002)"
3.650000000000000000e+01,"(11.9627, 1.0952)","(-0.6695, -2.2916)"
3.660000000000000142e+01,"(36.2458, 2.952)","(-0.6007, -2.664)"
3.670000000000000284e+01,"(21.3345, -3.0956)","(-1.0475, -5.0641)"
3.680000000000000426e+01,"(11.2799, -7.2)","(-2.1614, -10.654)"
3.689999999999999858e+01,"(11.9503, -10.4722)","(-4.1858, -20.2119)"
3.700000000000000000e+01,"(15.1855, -14.2585)","(-4.8273, -20.2187)"
3.710000000000000142e+01,"(12.4817, -13.0164)","(-2.8126, -8.6066)"
3.720000000000000284e+01,"(7.8733, -8.84)","(-1.1288, -2.757)"
3.730000000000000426e+01,"(7.8574, -7.8911)","(-0.518, -0.9627)"
3.739999999999999858e+01,"(12.2219, -11.2999)","(-0.7912, -1.2511)"
3.750000000000000000e+01,"(16.5993, -15.6621)","(-1.6237, -2.5389)"
3.760000000000000142e+01,"(11.6468, -12.703)","(-3.7095, -5.8268)"
3.770000000000000284e+01,"(6.3427, -7.4877)","(-8.5542, -13.4236)"
3.780000000000000426e+01,"(6.8941, -6.8174)","(-14.099, -21.4673)"
3.789999999999999858e+01,"(12.4922, -11.2904)","(-8.6855, -11.3304)"
3.800000000000000000e+01,"(18.5162, -17.226)","(-3.6859, -3.764)"
3.810000000000000142e+01,"(11.1515, -12.7556)","(-2.5687, -2.0374)"
3.820000000000000284e+01,"(4.6483, -6.1336)","(-3.8814, -2.8237)"
3.830000000000000426e+01,"(4.7177, -4.7318)","(-7.0066, -5.0843)"
3.840000000000000568e+01,"(10.223, -9.0382)","(-12.9374, -9.3766)"
3.850000000000000000e+01,"(20.3604, -18.1105)","(-17.4274, -12.259)"
3.860000000000000142e+01,"(14.2809, -15.7641)","(-11.3501, -7.1851)"
3.870000000000000284e+01,"(3.8677, -6.716)","(-4.9023, -2.7807)"
3.880000000000000426e+01,"(0.9191, -1.7098)","(-2.0567, -1.2366)"
3.890000000000000568e+01,"(0.8435, -0.8308)","(-2.099, -1.4585)"
3.900000000000000000e+01,"(2.7355, -2.3209)","(-3.8779, -2.8107)"
3.910000000000000142e+01,"(9.3709, -7.8086)","(-8.1471, -5.9594)"
3.920000000000000284e+01,"(27.6973, -23.5657)","(-15.9974, -11.6285)"
3.930000000000000426e+01,"(12.702, -17.0893)","(-17.9868, -12.37)"
3.940000000000000568e+01,"(2.8393, -12.7727)","(-8.5952, -4.9544)"
3.950000000000000000e+01,"(1.0406, -15.5766)","(-3.0158, -1.4404)"
3.960000000000000142e+01,"(0.7074, -20.9609)","(-1.1672, -0.4122)"
3.970000000000000284e+01,"(-0.3547, -18.4449)","(-1.5855, -0.4349)"
3.980000000000000426e+01,"(-0.7397, -11.7829)","(-3.1839, -0.8546)"
3.990000000000000568e+01,"(-0.0633, -10.7122)","(-7.1923, -1.9464)"
4.000000000000000000e+01,"(0.6458, -16.1385)","(-16.1798, -4.3647)"
4.010000000000000142e+01,"(0.7569, -23.0648)","(-24.5213, -6.201)"
4.020000000000000284e+01,"(-0.7188, -17.8604)","(-13.0909, -2.2644)"
4.030000000000000426e+01,"(-0.9017, -9.7166)","(-4.839, -0.2715)"
4.040000000000000568e+01,"(-0.007, -9.0105)","(-2.9503, 0.2015)"
4.050000000000000000e+01,"(0.8147, -15.8191)","(-4.3708, 0.4814)"
4.060000000000000142e+01,"(1.0822, -25.5417)","(-8.0614, 0.8962)"
4.070000000000000284e+01,"(-1.0511, -18.197)","(-15.394, 1.7138)"
4.080000000000000426e+01,"(-1.2329, -7.7646)","(-21.7097, 2.6987)"
4.090000000000000568e+01,"(-0.12, -5.6193)","(-13.9555, 2.4367)"
4.100000000000000000e+01,"(0.6905, -11.3488)","(-5.6169, 1.321)"
4.110000000000000142e+01,"(1.6758, -25.2313)","(-2.0107, 0.4562)"
4.120000000000000284e+01,"(-0.3493, -25.4768)","(-1.6167, 0.2325)"
4.130000000000000426e+01,"(-2.4741, -9.1389)","(-2.9967, 0.3399)"
4.140000000000000568e+01,"(-1.1775, -2.5079)","(-6.5068, 0.6974)"
4.150000000000000000e+01,"(-1.2219, -1.5577)","(-14.5009, 1.546)"
4.160000000000000142e+01,"(-3.246, -3.848)","(-24.3686, 2.8652)"
4.170000000000000284e+01,"(-10.3659, -12.3819)","(-15.6125, 2.7699)"
4.180000000000000426e+01,"(-25.5046, -29.0979)","(-5.6002, 1.6162)"
4.190000000000000568e+01,"(-14.5402, -8.6661)","(-2.2801, 0.966)"
4.200000000000000000e+01,"(-11.0299, -2.0656)","(-2.7807, 1.4244)"
4.210000000000000142e+01,"(-15.0306, -0.9645)","(-5.0521, 2.6287)"
4.220000000000000284e+01,"(-22.3008, -0.9037)","(-10.2361, 5.3062)"
4.230000000000000426e+01,"(-19.4634, 0.4412)","(-18.3791, 9.6442)"
4.240000000000000568e+01,"(-10.6975, 0.9974)","(-17.0817, 9.668)"
4.250000000000000000e+01,"(-8.672, 0.1474)","(-7.1796, 4.8063)"
4.260000000000000142e+01,"(-14.3166, -0.6772)","(-2.2977, 1.7134)"
4.270000000000000284e+01,"(-24.4378, -1.1615)","(-0.5575, 0.4289)"
4.280000000000000426e+01,"(-20.4027, 0.6764)","(-0.1419, 0.0945)"
4.290000000000000568e+01,"(-8.9813, 1.3788)","(-0.2223, 0.1177)"
4.300000000000000000e+01,"(-5.5611, 0.2544)","(-0.5349, 0.2746)"
4.310000000000000142e+01,"(-10.2335, -0.5645)","(-1.3725, 0.7001)"
4.320000000000000284e+01,"(-23.0083, -1.5542)","(-3.7187, 1.8907)"
4.330000000000000426e+01,"(-27.5966, -0.2201)","(-10.2189, 5.1941)"
4.340000000000000568e+01,"(-10.5893, 2.4522)","(-23.2226, 11.9877)"
4.350000000000000000e+01,"(-2.9775, 1.211)","(-18.1898, 10.6681)"
4.360000000000000142e+01,"(-1.0033, 0.6928)","(-6.3444, 5.2511)"
4.370000000000000284e+01,"(-1.9571, 1.6416)","(-4.307, 4.6013)"
4.380000000000000426e+01,"(-6.3331, 5.2876)","(-5.4122, 6.2295)"
4.390000000000000568e+01,"(-21.131, 17.6928)","(-7.8928, 9.14)"
4.400000000000000000e+01,"(-22.939, 23.3098)","(-10.6897, 12.4923)"
4.410000000000000142e+01,"(-4.4094, 13.7012)","(-10.1772, 12.3255)"
4.420000000000000284e+01,"(-1.2785, 14.0279)","(-6.6253, 8.444)"
4.430000000000000426e+01,"(-0.8366, 19.6375)","(-4.4357, 5.6309)"
4.440000000000000568e+01,"(-0.0265, 20.3014)","(-4.5317, 5.4522)"
4.450000000000000000e+01,"(0.7932, 13.4706)","(-6.4681, 7.5381)"
4.460000000000000142e+01,"(0.2951, 10.3192)","(-9.6792, 11.2252)"
4.470000000000000284e+01,"(-0.4423, 13.9347)","(-11.3478, 13.4497)"
4.480000000000000426e+01,"(-0.8769, 21.5777)","(-8.3074, 10.4035)"
4.490000000000000568e+01,"(0.2234, 20.7733)","(-4.9104, 6.3652)"
4.500000000000000000e+01,"(1.0714, 11.5721)","(-3.9059, 4.8375)"
4.510000000000000142e+01,"(0.2715, 8.4045)","(-5.0383, 5.9279)"
4.520000000000000284e+01,"(-0.5655, 13.0797)","(-7.8871, 9.1174)"
4.530000000000000426e+01,"(-1.193, 23.288)","(-11.2854, 13.137)"
4.540000000000000568e+01,"(0.3245, 22.2953)","(-10.6099, 12.874)"
4.550000000000000000e+01,"(1.4997, 10.0911)","(-6.2816, 8.1381)"
4.560000000000000142e+01,"(0.3958, 5.4144)","(-3.7874, 4.892)"
4.570000000000000284e+01,"(-0.4387, 8.9722)","(-3.8059, 4.5877)"
4.580000000000000426e+01,"(-1.4196, 20.5646)","(-5.7549, 6.6781)"
4.590000000000000568e+01,"(-0.815, 29.5753)","(-9.3969, 10.824)"
4.600000000000000000e+01,"(2.4313, 12.4585)","(-12.231, 14.3596)"
4.610000000000000142e+01,"(1.4764, 3.7346)","(-9.0742, 11.3487)"
4.620000000000000284e+01,"(0.8517, 1.2528)","(-4.7084, 6.2626)"
4.630000000000000426e+01,"(1.9294, 2.2967)","(-3.0771, 3.9174)"
4.640000000000000568e+01,"(6.0205, 7.1913)","(-3.7885, 4.4792)"
4.650000000000000000e+01,"(19.0858, 22.6554)","(-6.3399, 7.2954)"
4.660000000000000142e+01,"(21.2115, 19.8244)","(-10.6359, 12.2261)"
4.670000000000000284e+01,"(12.6022, 3.8907)","(-12.612, 14.9422)"
4.680000000000000426e+01,"(13.2571, 1.1719)","(-7.7387, 9.9697)"
4.690000000000000568e+01,"(19.7354, 0.9252)","(-3.6284, 4.9418)"
4.700000000000000000e+01,"(21.5094, 0.1362)","(-2.4573, 3.106)"
4.710000000000000142e+01,"(13.5119, -0.949)","(-3.4242, 4.007)"
4.720000000000000284e+01,"(9.2453, -0.4109)","(-6.1898, 7.0812)"
4.730000000000000426e+01,"(12.4705, 0.4025)","(-11.0468, 12.6422)"
4.740000000000000568e+01,"(21.3013, 1.0353)","(-13.338, 15.7831)"
4.750000000000000000e+01,"(22.9628, 0.0341)","(-7.4941, 9.8152)"
4.760000000000000142e+01,"(11.9389, -1.3385)","(-3.0484, 4.3225)"
4.770000000000000284e+01,"(6.8113, -0.4761)","(-1.6298, 2.1325)"
4.780000000000000426e+01,"(10.0368, 0.4052)","(-2.202, 2.5848)"
4.790000000000000568e+01,"(20.7638, 1.2952)","(-4.2346, 4.8266)"
4.800000000000000000e+01,"(27.2379, 0.5455)","(-8.6561, 9.8138)"
4.810000000000000142e+01,"(12.3447, -1.9834)","(-14.4552, 16.6408)"
4.820000000000000284e+01,"(4.1291, -0.9433)","(-10.9463, 13.6902)"
4.830000000000000426e+01,"(3.1272, 0.0042)","(-4.0498, 5.9476)"
4.840000000000000568e+01,"(8.0155, 0.5965)","(-1.1785, 1.9132)"
4.850000000000000000e+01,"(22.6807, 1.84)","(-0.2627, 0.4497)"
4.860000000000000142e+01,"(33.3752, 0.8142)","(-0.0479, 0.0876)"
4.870000000000000284e+01,"(11.8596, -4.0394)","(-0.0152, 0.0359)"
4.880000000000000426e+01,"(6.3538, -4.5439)","(-0.0277, 0.0733)"
4.890000000000000568e+01,"(9.4066, -8.1784)","(-0.071, 0.1885)"
4.900000000000000000e+01,"(17.8323, -15.8414)","(-0.1955, 0.517)"
4.910000000000000142e+01,"(16.6225, -16.987)","(-0.5611, 1.4793)"
4.920000000000000284e+01,"(5.6246, -8.1989)","(-1.6528, 4.3505)"
4.930000000000000426e+01,"(2.2639, -3.0315)","(-4.7901, 12.6302)"
4.940000000000000568e+01,"(3.9174, -3.5973)","(-10.1965, 27.6715)"
4.950000000000000000e+01,"(10.5515, -9.0475)","(-4.7018, 16.9154)"
4.960000000000000142e+01,"(23.9316, -20.9574)","(-0.7706, 8.1671)"
4.970000000000000284e+01,"(12.6136, -15.4757)","(0.0534, 7.892)"
4.980000000000000426e+01,"(2.6776, -7.4055)","(0.2914, 10.1013)"
4.990000000000000568e+01,"(0.7314, -6.5672)","(0.4232, 13.3802)"
5.000000000000000000e+01,"(0.9591, -13.304)","(0.6028, 15.5641)"
5.010000000000000142e+01,"(1.7169, -27.6163)","(0.7463, 13.6515)"
5.020000000000000284e+01,"(-1.064, -21.8897)","(0.6622, 10.0061)"
5.030000000000000426e+01,"(-2.2628, -7.5302)","(0.4697, 8.319)"
5.040000000000000568e+01,"(-0.9439, -1.9383)","(0.3723, 9.333)"
5.050000000000000000e+01,"(-1.0675, -1.3428)","(0.4011, 12.3924)"
5.060000000000000142e+01,"(-2.9622, -3.5207)","(0.548, 15.5101)"
5.070000000000000284e+01,"(-9.7924, -11.7333)","(0.7357, 14.8234)"
5.080000000000000426e+01,"(-25.6929, -29.5735)","(0.7232, 10.8987)"
5.090000000000000568e+01,"(-15.1295, -9.1829)","(0.519, 8.2738)"
5.100000000000000000e+01,"(-11.9464, -2.2115)","(0.3756, 8.5094)"
5.110000000000000142e+01,"(-15.8481, -0.9765)","(0.3664, 11.1835)"
5.120000000000000284e+01,"(-21.7917, -0.7396)","(0.4827, 14.9212)"
5.130000000000000426e+01,"(-18.2363, 0.4924)","(0.6937, 15.8753)"
5.140000000000000568e+01,"(-10.9408, 0.8072)","(0.7751, 12.1807)"
5.150000000000000000e+01,"(-10.0713, 0.0349)","(0.5891, 8.566)"
5.160000000000000142e+01,"(-16.1523, -0.7246)","(0.395, 7.8248)"
5.170000000000000284e+01,"(-24.0689, -0.8683)","(0.3408, 9.8685)"
5.180000000000000426e+01,"(-17.8369, 0.865)","(0.4175, 13.7727)"
5.190000000000000568e+01,"(-8.8352, 1.0112)","(0.6211, 16.4809)"
5.200000000000000000e+01,"(-7.7983, 0.0306)","(0.7995, 13.8524)"
5.210000000000000142e+01,"(-14.6268, -0.8207)","(0.6796, 9.3361)"
5.220000000000000284e+01,"(-26.3916, -1.3492)","(0.4383, 7.3935)"
5.230000000000000426e+01,"(-19.8012, 1.0382)","(0.3281, 8.5603)"
5.240000000000000568e+01,"(-7.551, 1.5872)","(0.359, 12.1458)"
5.250000000000000000e+01,"(-3.4235, 0.2925)","(0.5265, 16.2436)"
5.260000000000000142e+01,"(-6.5483, -0.382)","(0.7734, 15.728)"
5.270000000000000284e+01,"(-17.4946, -1.3704)","(0.7779, 10.7563)"
5.280000000000000426e+01,"(-33.8855, -1.7733)","(0.5168, 7.392)"
5.290000000000000568e+01,"(-15.0785, 2.9644)","(0.3353, 7.3927)"
5.300000000000000000e+01,"(-5.8717, 3.2823)","(0.3129, 10.2282)"
5.310000000000000142e+01,"(-5.9236, 4.959)","(0.4263, 14.9038)"
5.320000000000000284e+01,"(-12.5245, 10.8579)","(0.6829, 17.2194)"
5.330000000000000426e+01,"(-22.1439, 20.0388)","(0.8495, 12.9899)"
5.340000000000000568e+01,"(-10.4875, 13.1847)","(0.6407, 8.0934)"
5.350000000000000000e+01,"(-2.5649, 5.1611)","(0.3756, 6.5499)"
5.360000000000000142e+01,"(-0.4449, 1.3808)","(0.2848, 8.2671)"
5.370000000000000284e+01,"(-0.1452, 1.3571)","(0.3369, 12.5593)"
5.380000000000000426e+01,"(-0.3451, 3.9186)","(0.5412, 17.2926)"
5.390000000000000568e+01,"(-1.2604, 13.6595)","(0.8354, 15.9347)"
5.400000000000000000e+01,"(-3.0068, 39.0376)","(0.7994, 9.8919)"
5.410000000000000142e+01,"(4.0634, 18.7395)","(0.4748, 6.356)"
5.420000000000000284e+01,"(7.6235, 11.158)","(0.2857, 6.5321)"
5.430000000000000426e+01,"(11.1646, 12.5601)","(0.2695, 9.6776)"
5.440000000000000568e+01,"(14.3384, 15.0624)","(0.3904, 15.1462)"
5.450000000000000000e+01,"(12.2478, 11.5399)","(0.6891, 18.3582)"
5.460000000000000142e+01,"(8.5272, 7.7217)","(0.917, 13.2879)"
5.470000000000000284e+01,"(8.3968, 8.5379)","(0.6678, 7.4123)"
5.480000000000000426e+01,"(12.2212, 13.2213)","(0.3433, 5.3862)"
5.490000000000000568e+01,"(15.5501, 16.1709)","(0.2333, 6.868)"
5.500000000000000000e+01,"(11.6008, 10.3807)","(0.2698, 11.2179)"
5.510000000000000142e+01,"(7.1881, 6.3052)","(0.4581, 17.4444)"
5.520000000000000284e+01,"(7.6055, 7.9018)","(0.8329, 18.027)"
5.530000000000000426e+01,"(12.7136, 14.0482)","(0.9211, 10.7305)"
5.540000000000000568e+01,"(16.9752, 17.7342)","(0.5326, 5.6418)"
5.550000000000000000e+01,"(11.1031, 9.2916)","(0.254, 4.7128)"
5.560000000000000142e+01,"(5.6256, 4.5635)","(0.1955, 6.9718)"
5.570000000000000284e+01,"(5.7942, 6.0694)","(0.2622, 12.2187)"
5.580000000000000426e+01,"(11.4619, 12.985)","(0.5027, 19.0737)"
5.590000000000000568e+01,"(19.1695, 20.8427)","(0.9379, 17.5521)"
5.600000000000000000e+01,"(12.4989, 10.0758)","(0.9188, 9.1028)"
5.610000000000000142e+01,"(4.8795, 2.9333)","(0.4483, 4.3473)"
5.620000000000000284e+01,"(1.8632, 1.6251)","(0.1911, 3.7338)"
5.630000000000000426e+01,"(3.6402, 4.1601)","(0.1501, 6.0046)"
5.640000000000000568e+01,"(10.3697, 12.2449)","(0.2137, 11.3437)"
5.650000000000000000e+01,"(23.6155, 26.7492)","(0.4435, 19.4888)"
5.660000000000000142e+01,"(13.925, 9.3649)","(0.9577, 19.2367)"
5.670000000000000284e+01,"(8.4032, 2.0582)","(1.0346, 9.3669)"
5.680000000000000426e+01,"(10.8213, 0.8493)","(0.4941, 3.6378)"
5.690000000000000568e+01,"(20.384, 1.2463)","(0.1513, 1.9865)"
5.700000000000000000e+01,"(26.0112, 0.4968)","(0.0824, 2.9798)"
5.710000000000000142e+01,"(12.813, -1.6997)","(0.101, 6.0231)"
5.720000000000000284e+01,"(5.1425, -0.8063)","(0.1914, 12.9299)"
5.730000000000000426e+01,"(5.6244, 0.1313)","(0.5105, 22.8547)"
5.740000000000000568e+01,"(13.4288, 0.9578)","(1.1894, 17.9632)"
5.750000000000000000e+01,"(29.6454, 1.9156)","(1.0992, 6.9497)"
5.760000000000000142e+01,"(21.0626, -1.5099)","(0.5471, 2.1981)"
5.770000000000000284e+01,"(7.1265, -2.7441)","(0.5577, 1.4909)"
5.780000000000000426e+01,"(3.3076, -2.3798)","(1.0369, 2.5577)"
5.790000000000000568e+01,"(5.8635, -5.0082)","(2.1708, 5.3687)"
5.800000000000000000e+01,"(15.1921, -12.9846)","(4.8166, 11.9447)"
5.810000000000000142e+01,"(24.4163, -22.5761)","(8.9509, 21.718)"
5.820000000000000284e+01,"(6.9809, -11.5219)","(7.723, 16.519)"
5.830000000000000426e+01,"(1.4851, -5.889)","(3.5601, 5.9546)"
5.840000000000000568e+01,"(0.656, -7.8505)","(1.5504, 2.0409)"
5.850000000000000000e+01,"(1.2636, -17.4908)","(1.7976, 1.9534)"
5.860000000000000142e+01,"(1.4187, -30.5455)","(3.2255, 3.4153)"
5.870000000000000284e+01,"(-2.1771, -15.4721)","(6.5371, 6.945)"
5.880000000000000426e+01,"(-1.8682, -4.9552)","(12.7768, 13.5129)"
5.890000000000000568e+01,"(-1.0974, -1.6565)","(15.5494, 15.7405)"
5.900000000000000000e+01,"(-2.3286, -2.7676)","(8.222, 7.2248)"
5.910000000000000142e+01,"(-6.9395, -8.2556)","(3.047, 2.3333)"
5.920000000000000284e+01,"(-20.3723, -23.9656)","(0.8472, 0.5766)"
5.930000000000000426e+01,"(-19.016, -16.7246)","(0.4667, 0.2468)"
5.940000000000000568e+01,"(-11.1871, -3.38)","(0.8598, 0.4153)"
5.950000000000000000e+01,"(-12.0343, -1.0593)","(1.9557, 0.9441)"
5.960000000000000142e+01,"(-19.5234, -1.0388)","(4.8606, 2.3575)"
5.970000000000000284e+01,"(-23.4131, -0.3621)","(12.2884, 5.9607)"
5.980000000000000426e+01,"(-13.8233, 1.1793)","(24.0255, 11.3771)"
5.990000000000000568e+01,"(-7.7778, 0.6058)","(16.1437, 6.3944)"
6.000000000000000000e+01,"(-9.9416, -0.2925)","(6.5022, 1.5426)"
6.010000000000000142e+01,"(-19.3938, -1.1353)","(4.8164, 0.5201)"
6.020000000000000284e+01,"(-26.6981, -0.6972)","(6.7586, 0.4821)"
6.030000000000000426e+01,"(-13.7466, 1.6949)","(11.0245, 0.7691)"
6.040000000000000568e+01,"(-5.3056, 0.9373)","(17.1926, 1.1446)"
6.050000000000000000e+01,"(-4.9478, -0.0568)","(18.1325, 0.8586)"
6.060000000000000142e+01,"(-11.7394, -0.8297)","(11.0228, 0.0928)"
6.070000000000000284e+01,"(-27.8387, -1.9459)","(5.8176, -0.0098)"
6.080000000000000426e+01,"(-24.4219, 0.9105)","(4.7599, 0.1786)"
6.090000000000000568e+01,"(-8.3317, 3.037)","(6.9323, 0.4433)"
6.100000000000000000e+01,"(-3.7778, 2.6578)","(12.0742, 0.8556)"
6.110000000000000142e+01,"(-6.2351, 5.3347)","(18.883, 1.2506)"
6.120000000000000284e+01,"(-15.4041, 13.2285)","(17.6533, 0.7043)"
6.130000000000000426e+01,"(-23.4383, 21.8484)","(9.3118, -0.0623)"
6.140000000000000568e+01,"(-6.9469, 11.123)","(4.4866, -0.0432)"
6.150000000000000000e+01,"(-1.4534, 4.9949)","(3.8198, 0.1564)"
6.160000000000000142e+01,"(-0.5415, 5.8625)","(6.0807, 0.4088)"
6.170000000000000284e+01,"(-1.0504, 13.7195)","(11.4054, 0.8379)"
6.180000000000000426e+01,"(-1.9772, 30.3904)","(19.4304, 1.3492)"
6.190000000000000568e+01,"(1.6949, 20.5257)","(19.0765, 0.8063)"
6.200000000000000000e+01,"(2.9007, 7.0213)","(9.3814, -0.1582)"
6.210000000000000142e+01,"(2.9039, 3.851)","(3.7124, -0.1456)"
6.220000000000000284e+01,"(6.212, 7.2388)","(2.1417, 0.0435)"
6.230000000000000426e+01,"(15.2707, 17.7243)","(3.2538, 0.2128)"
6.240000000000000568e+01,"(20.7634, 21.2824)","(6.5446, 0.4954)"
6.250000000000000000e+01,"(9.7607, 5.4126)","(13.8304, 1.0681)"
6.260000000000000142e+01,"(4.5457, 1.1087)","(23.111, 1.57)"
6.270000000000000284e+01,"(6.4547, 0.5454)","(16.6298, 0.3212)"
6.280000000000000426e+01,"(15.7059, 1.2105)","(6.3879, -0.4342)"
6.290000000000000568e+01,"(32.167, 1.877)","(1.9608, -0.2902)"
6.300000000000000000e+01,"(17.3225, -2.3159)","(1.2313, -0.3297)"
6.310000000000000142e+01,"(6.05, -2.8186)","(2.1297, -0.6399)"
6.320000000000000284e+01,"(4.2176, -3.3522)","(4.5509, -1.3643)"
6.330000000000000426e+01,"(8.6884, -7.4695)","(10.471, -3.123)"
6.340000000000000568e+01,"(20.2364, -17.5775)","(21.2401, -6.4456)"
6.350000000000000000e+01,"(17.5487, -18.4257)","(20.2262, -6.9385)"
6.360000000000000142e+01,"(4.107, -8.2434)","(7.6396, -3.5575)"
6.370000000000000284e+01,"(0.8288, -4.0127)","(2.7857, -1.7284)"
6.380000000000000426e+01,"(0.5384, -6.6226)","(2.6399, -2.0129)"
6.390000000000000568e+01,"(1.3285, -16.8941)","(4.414, -3.4665)"
6.400000000000000000e+01,"(1.8264, -33.4113)","(8.513, -6.6672)"
6.410000000000000853e+01,"(-2.7569, -15.7514)","(15.1686, -11.9693)"
6.420000000000000284e+01,"(-3.1107, -5.8814)","(15.4723, -12.8659)"
6.429999999999999716e+01,"(-4.4189, -5.3456)","(7.1351, -6.7513)"
6.440000000000000568e+01,"(-9.7771, -11.311)","(2.5481, -2.5989)"
6.450000000000000000e+01,"(-19.7018, -22.1124)","(1.0802, -1.0012)"
6.460000000000000853e+01,"(-14.5874, -12.2426)","(1.4722, -1.188)"
6.470000000000000284e+01,"(-6.0066, -2.919)","(3.0319, -2.3708)"
6.479999999999999716e+01,"(-2.1892, -0.5291)","(6.8335, -5.3047)"
6.490000000000000568e+01,"(-3.4004, -0.3025)","(14.7311, -11.4777)"
6.500000000000000000e+01,"(-9.7231, -0.83)","(18.8041, -15.3076)"
6.510000000000000853e+01,"(-28.7234, -2.3674)","(8.1195, -7.8556)"
6.520000000000000284e+01,"(-28.476, 0.8193)","(2.588, -3.1186)"
6.529999999999999716e+01,"(-10.7132, 5.2216)","(1.4438, -2.2427)"
6.540000000000000568e+01,"(-8.5717, 7.0039)","(2.1286, -3.5748)"
6.550000000000000000e+01,"(-13.585, 12.1179)","(4.0584, -6.817)"
6.560000000000000853e+01,"(-17.7508, 16.8079)","(7.9771, -13.404)"
6.570000000000000284e+01,"(-10.0438, 11.686)","(11.2238, -19.4324)"
6.579999999999999716e+01,"(-4.8755, 6.0296)","(6.4308, -12.6234)"
6.590000000000000568e+01,"(-6.0026, 5.8061)","(2.1824, -5.0909)"
6.600000000000000000e+01,"(-12.5143, 11.0906)","(0.6465, -1.5688)"
6.610000000000000853e+01,"(-20.4797, 18.7685)","(0.3385, -0.6607)"
6.620000000000000284e+01,"(-10.7755, 12.9536)","(0.64, -1.0897)"
6.629999999999999716e+01,"(-3.2971, 5.2512)","(1.4454, -2.4087)"
6.640000000000000568e+01,"(-2.0458, 2.2832)","(3.5037, -5.804)"
6.650000000000000000e+01,"(-5.0707, 4.4458)","(8.3893, -13.9176)"
6.660000000000000853e+01,"(-14.2393, 12.1213)","(13.3996, -22.9768)"
6.670000000000000284e+01,"(-25.7523, 23.3843)","(6.0384, -12.6036)"
6.679999999999999716e+01,"(-7.5773, 12.3662)","(1.6604, -5.1505)"
6.690000000000000568e+01,"(-1.653, 7.0236)","(0.8105, -4.1345)"
6.700000000000000000e+01,"(-0.7589, 9.5979)","(1.0238, -6.1768)"
6.710000000000000853e+01,"(-1.3233, 19.8027)","(1.7692, -10.6926)"
6.720000000000000284e+01,"(-0.8147, 28.2529)","(2.8594, -17.622)"
6.729999999999999716e+01,"(2.0302, 13.2531)","(2.6519, -18.8267)"
6.740000000000000568e+01,"(1.141, 4.2869)","(0.9997, -10.7101)"
6.750000000000000000e+01,"(0.0909, 2.0859)","(0.3814, -5.0055)"
6.760000000000000853e+01,"(-0.3732, 5.1865)","(0.4404, -3.559)"
6.770000000000000284e+01,"(-1.3372, 15.6955)","(0.8281, -5.2405)"
6.779999999999999716e+01,"(-2.3795, 36.6146)","(1.6276, -9.7468)"
6.790000000000000568e+01,"(3.4762, 16.7125)","(2.9127, -17.5975)"
6.800000000000000000e+01,"(5.1664, 8.1468)","(2.9788, -20.5244)"
6.810000000000000853e+01,"(8.1687, 9.459)","(0.9911, -11.264)"
6.820000000000000284e+01,"(14.4458, 16.1046)","(0.2204, -4.5181)"
6.829999999999999716e+01,"(16.5127, 16.5851)","(0.1884, -2.0556)"
6.840000000000000568e+01,"(9.2659, 7.2295)","(0.3963, -2.5919)"
6.850000000000000000e+01,"(4.7277, 4.006)","(0.8528, -5.0643)"
6.860000000000000853e+01,"(6.153, 6.6755)","(1.865, -10.8607)"
6.870000000000000284e+01,"(13.0482, 14.8869)","(3.4838, -20.8397)"
